author_name,title_counts
"Ussher, James, 1581-1656.?",11
"Ussher, James, 1581-1656.?",16
"Ussher, James, 1581-1656.?",17
"VÇron, John, d. 1563.?",8
"Valence, P.?",1
"Vaux, John, ca. 1575-1651.?",10
"Velthoven, Adrian.?",1
"Venning, Ralph, 1621?-1674.?",16
"Venning, Ralph, 1621?-1674.?",12
"Vergil, Polydore, 1470?-1555.?",5
"Vicars, John, 1579 or 80-1652.?",12
"Vigo, Giovanni da, 1450?-1525.?",5
"Vincent, Thomas, 1634-1678.?",21
"Vines, Richard, 1600?-1656.?",11
"Vines, Richard, 1600?-1656.?",12
"Violet, Thomas, fl. 1634-1662.?",12
"Viret, Pierre, 1511-1571.?",8
"Vives, Juan Luis, 1492-1540.?",12
"Wagstaffe, Thomas, 1645-1712.?",10
"Wake, William, 1657-1737.?",30
"Walker, Clement, 1595-1651.?",19
"Walker, George, 1581?-1651.?",13
"Walker, Henry, Ironmonger.?",15
"Wallis, John, 1616-1703.?",18
"Walsh, Peter, 1618?-1688.?",12
"Walsingham, Thomas, fl. 1360-1420.?",1
"Ward, Edward, 1667-1731.?",36
"Ward, Samuel, 1577-1640.?",26
"Ward, Samuel, 1577-1640.?",12
"Ward, Seth, 1617-1689.?",11
"Warwick, Robert Rich, Earl of, 1587-1658.?",10
"Watson, Thomas, 1513-1584.?",7
"Watson, Thomas, 1557?-1592.?",6
"Watson, Thomas, d. 1686.?",13
"Watson, Thomas, d. 1686.?",13
"Watts, William, 1590?-1649.?",10
"Weemes, John, 1579?-1636.?",31
"West, William, fl. 1568-1594.?",6
Westminster Assembly (1643-1652)?,21
Westminster Assembly (1643-1652)?,10
"Wharton, George, Sir, 1617-1681.?",10
"Wharton, George, Sir, 1617-1681.?",13
"Whately, William, 1583-1639.?",16
"Whately, William, 1583-1639.?",12
"Whetstone, George, 1544?-1587??",13
"Whitaker, Edward.?",12
"Whitby, Daniel, 1638-1726.?",14
"White, John, 1570-1615.?",10
"White, John, fl. 1613-1651.?",14
"White, William.?",10
"Whitehead, George, 1636?-1723.?",19
"Whitehead, George, 1636?-1723.?",18
"Whitehead, George, 1636?-1723.?",10
"Whitehead, George, 1636?-1723.?",18
"Whitehead, George, 1636?-1723.?",10
"Whitford, Richard, fl. 1495-1555??",14
"Whittington, Robert, d. ca. 1560.?",1
"Wied, Hermann von.?",7
"Wild, Robert, 1609-1679.?",11
"Wild, Robert, 1609-1679.?",19
"Wilkins, John, 1614-1672.?",11
"Wilkins, John, 1614-1672.?",12
"Wilkinson, Robert, Dr. in Divinity.?",10
"Willard, Samuel, 1640-1707.?",11
"Willet, Andrew, 1562-1621.?",24
"William III, King of England, 1650-1702.?",60
"William III, King of England, 1650-1702.?",13
"Williams, John, 1636?-1709.?",13
"Williams, John, 1636?-1709.?",15
"Williams, John, 1636?-1709.?",31
"Willis, Thomas, 1621-1675.?",13
"Wilson, Thomas, 1525?-1581.?",7
"Wing, Vincent, 1619-1668.?",14
"Wing, Vincent, 1619-1668.?",13
"Winstanley, William, 1628?-1698.?",11
"Winter, Simon, d. 1448.?",1
"Wither, George, 1588-1667.?",41
"Wither, George, 1588-1667.?",13
"Wither, George, 1588-1667.?",13
"Wither, George, 1588-1667.?",13
"Wither, George, 1588-1667.?",13
"Wither, George, 1588-1667.?",13
"Wollrich, Humphry, 1633?-1707.?",14
"Woodhouse, John.?",12
"Woodhouse, John.?",12
"Woodward, Ezekias, 1590-1675.?",17
"Woolley, Hannah, fl. 1670.?",10
Worshipful Company of Parish Clerks.?,10
"Wright, Leonard, b. 1555 or 6.?",9
Xenophon.?,6
"Younge, Richard.?",22
"Younge, Richard.?",21
"Younge, Richard.?",21
"Zwingli, Ulrich, 1484-1531.?",9
