author,birthdate,deathdate,count
"Oliver, Stephen",1950,no_deathdate,1
"Oliver, Stephen",1950,no_deathdate,1
United States. National Aeronautics and Space Administration,no_birthdate,no_deathdate,1
"Čapek, Karel",1890,1938,1
"Shaw, Bernard",1856,1950,1
"Kipling, Rudyard",1865,1936,1
Abu al-Ala al-Maarri,973,1057,1
"Garis, Howard Roger",1873,1962,1
"Chapman, John Jay",1862,1933,1
"Gardiner, J. H. (John Hays)",1863,1913,1
Various,no_birthdate,no_deathdate,1
"Fisher, Dorothy Canfield",1879,1958,1
"Henry, O.",1862,1910,1
"Moore, George",1806,1876,1
"David, L.-O. (Laurent-Olivier)",1840,1926,1
Various,no_birthdate,no_deathdate,1
"Hellaakoski, Aaro",1893,1952,1
"Runeberg, Johan Ludvig",1804,1877,1
"Runeberg, Johan Ludvig",1804,1877,1
"Boccaccio, Giovanni",1313,1375,1
"Keeling, Annie E.",no_birthdate,no_deathdate,1
"Talmage, T. De Witt (Thomas De Witt)",1832,1902,1
"Fuller, Margaret",1810,1850,1
"Fuller, Margaret",1810,1850,1
"Thompson, Holland",1873,1940,1
Various,no_birthdate,no_deathdate,1
"Linton, E. Lynn (Elizabeth Lynn)",1822,1898,1
"Baum, L. Frank (Lyman Frank)",1856,1919,1
"Mott, F. W. (Frederick Walker)",1853,1926,1
Various,no_birthdate,no_deathdate,1
"Mather, Frank Jewett",1868,1953,1
"Tylor, Edward B. (Edward Burnett)",1832,1917,1
Various,no_birthdate,no_deathdate,1
"Hume, Allan Octavian",1829,1912,1
"Tietjens, Eunice",1884,1944,1
"Hurll, Estelle M. (Estelle May)",1863,1924,1
"Flinders, Matthew",1774,1814,1
"Dupuy, Paul",1831,1891,1
"Oppenheim, E. Phillips (Edward Phillips)",1866,1946,1
"Dickert, D. Augustus",no_birthdate,no_deathdate,1
"Serrell, Edith",no_birthdate,no_deathdate,1
"Bernard, Marguerite",no_birthdate,no_deathdate,1
Various,no_birthdate,no_deathdate,1
"Meer Hasan Ali, Mrs.",no_birthdate,no_deathdate,1
"Landor, Arnold Henry Savage",1865,1924,1
"Leino, Eino",1878,1926,1
"Kerr, Robert",1755,1813,1
"Housman, Clemence",1861,1955,1
"MacSwiney, Terence J. (Terence Joseph)",1879,1920,1
"Campion, Edmund, Saint",1540,1581,1
"Maeterlinck, Maurice",1862,1949,1
"Beach, Rex",1877,1949,1
"Bush, David V. (David Van)",1882,1959,1
"Raizizun, Yacki",no_birthdate,no_deathdate,1
"O'Brien, Edward J. (Edward Joseph)",1890,1941,1
"Walton, Izaak",1593,1683,1
"Canth, Minna",1844,1897,1
"Von Arnim, Elizabeth",1866,1941,1
"Rogers, L. W. (Louis William)",1859,1953,1
"Atkinson, William Walker",1862,1932,1
"Power, Eileen",1889,1940,1
Various,no_birthdate,no_deathdate,1
"Miller, Alice Duer",1874,1942,1
"Andreyev, Leonid",1871,1919,1
"Marryat, Frederick",1792,1848,1
"DeGuise, Charles",1827,1884,1
"Kolb, E. L. (Ellsworth Leonardson)",1876,no_deathdate,1
"Arnold, Thomas",1795,1842,1
"Doyle, Arthur Conan",1859,1930,1
"Beethoven, Ludwig van",1770,1827,1
Various,no_birthdate,no_deathdate,1
"Phillips, Mary Elizabeth",1857,1945,1
"Sevilla, Jose N.",1880,1946,1
Anonymous,no_birthdate,no_deathdate,1
"Hocking, Joseph",1860,1937,1
"Balzac, Honoré de",1799,1850,1
"Marden, Orison Swett",1848,1924,1
"Bayley, Abner",no_birthdate,no_deathdate,1
"Long, H. W. (Harland William)",1869,1943,1
"Brame, Charlotte M.",1836,1884,1
"Semmes, Raphael",1809,1877,1
"Canth, Minna",1844,1897,1
"Canth, Minna",1844,1897,1
"Watts, Isaac",1674,1748,1
"Gale, Norman",1862,1942,1
"Dimock, A. W. (Anthony Weston)",1842,1918,1
"Swift, Jonathan",1667,1745,1
"James, George Wharton",1858,1923,1
"Wilkuna, Kyösti",1879,1922,1
"Train, Arthur Cheney",1875,1945,1
"Canth, Minna",1844,1897,1
"Canth, Minna",1844,1897,1
"Bang, Herman",1857,1912,1
"Hume, John F. (John Ferguson)",1830,no_deathdate,1
"Hill, Janet McKenzie",1852,1933,1
"Parloa, Maria",1843,1909,1
"Dobie, Charles Caldwell",1881,1943,1
"Watson, William",1858,1935,1
"Chambers, Robert W. (Robert William)",1865,1933,1
"Rolt-Wheeler, Francis",1876,1960,1
"Everett-Green, Evelyn",1856,1932,1
Various,no_birthdate,no_deathdate,1
Various,no_birthdate,no_deathdate,1
"Joly, Maurice",1831,1878,1
"Flemming, Louis A. (Louis Andrew)",1875,no_deathdate,1
"Méténier, Oscar",1859,1913,1
"Guibert, Louis",1840,1904,1
"Girardin, Emile de, Mme",1804,1855,1
"Méry, Joseph",1798,1865,1
"Sandeau, Jules",1811,1883,1
"Gautier, Théophile",1811,1872,1
"Napoleon I, Emperor of the French",1769,1821,1
"Croft, Delmer Eugene",1864,1925,1
"White, Stewart Edward",1873,1946,1
Various,no_birthdate,no_deathdate,1
"Gordon, S. D. (Samuel Dickey)",1859,1936,1
"Mitchell, S. Weir (Silas Weir)",1829,1914,1
"Sand, George",1804,1876,1
Various,no_birthdate,no_deathdate,1
Reformed Presbytery of North America,no_birthdate,no_deathdate,1
"Moore, George",1852,1933,1
"Watkins, Samuel R. (Samuel Rush)",no_birthdate,no_deathdate,1
"Slater, J. Atwood",no_birthdate,no_deathdate,1
"Shedd, William G. T. (William Greenough Thayer)",1820,1894,1
"Geddes, Patrick, Sir",1854,1932,1
"Wishart, Alfred Wesley",1865,1933,1
"Zévaco, Michel",1860,1918,1
"Ferrero, Guglielmo",1871,1942,1
"Richmond, Grace S. (Grace Smith)",1866,1959,1
"Valera, Juan",1824,1905,1
"Jewett, Sophie",1861,1909,1
"King, Basil",1859,1928,1
Various,no_birthdate,no_deathdate,1
"Tolstoy, Leo, graf",1828,1910,1
"Crake, A. D. (Augustine David)",1836,1890,1
"Henis, Tadéas Xavier",1711,no_deathdate,1
United States. Work Projects Administration,no_birthdate,no_deathdate,1
"Crawford, F. Marion (Francis Marion)",1854,1909,1
"Brasier, L. (Léon)",no_birthdate,no_deathdate,1
"Brunet, J. L. (J. Louis)",1870,no_deathdate,1
"Musset, Alfred de",1810,1857,1
"Nordhoff, Charles",1830,1901,1
"Ingelow, Jean",1820,1897,1
"Ingelow, Jean",1820,1897,1
"Kerr, Robert",1755,1813,1
"Abbott, Frank Frost",1860,1924,1
"Everett-Green, Evelyn",1856,1932,1
"Rhees, Rush",1860,1939,1
"Smith, F. G. (Frederick George)",1880,1947,1
"Dunn, Oscar",1845,1885,1
"Musset, Alfred de",1810,1857,1
"Sexton, Ella M. (Ella May)",1860,no_deathdate,1
"López, Honorio",1875,1958,1
Pansy,1841,1930,1
"Childers, Erskine",1870,1922,1
"Montano, Joseph",1844,1914,1
"Horn, Henry J.",no_birthdate,no_deathdate,1
"Cross, Victoria",1868,1952,1
"Savory, Arthur Herbert",no_birthdate,no_deathdate,1
"Cousin, John W. (John William)",1849,1910,1
Various,no_birthdate,no_deathdate,1
Various,no_birthdate,no_deathdate,1
"Crawford, F. Marion (Francis Marion)",1854,1909,1
Various,no_birthdate,no_deathdate,1
"Wells, J. (Joseph)",1855,1929,1
"Atherton, Gertrude Franklin Horn",1857,1948,1
"Beland, Henri Severin",1869,1935,1
"McKinlay, John",1819,1872,1
"Hornaday, William T. (William Temple)",1854,1937,1
"Ferguson, Donald",no_birthdate,no_deathdate,1
"Ferguson, Donald",no_birthdate,no_deathdate,1
Various,no_birthdate,no_deathdate,1
Various,no_birthdate,no_deathdate,1
"Hastings, Milo",1884,1957,1
"Daudet, Alphonse",1840,1897,1
"De Mille, James",1833,1880,1
"Sand, George",1804,1876,1
"Tolstoy, Leo, graf",1828,1910,1
"Balzac, Honoré de",1799,1850,1
"Forman, Justus Miles",1875,1915,1
"Blaikie, William Garden",1820,1899,1
"Sand, George",1804,1876,1
"Baroja, Pío",1872,1956,1
Anonymous,no_birthdate,no_deathdate,1
Louisiana Purchase Exposition Commission,no_birthdate,no_deathdate,1
"Ainsworth, Percy C. (Percy Clough)",1873,1909,1
"Dutt, Toru",1856,1877,1
Valmiki,no_birthdate,no_deathdate,1
Kalidasa,no_birthdate,no_deathdate,1
Various,no_birthdate,no_deathdate,1
Various,no_birthdate,no_deathdate,1
"Sidney, Samuel",1813,1883,1
"Beethoven, Ludwig van",1770,1827,1
"Grant, Ethel Watts Mumford",1878,1940,1
"Mason, John",no_birthdate,1694,1
"Wilson, Harry Leon",1867,1939,1
"Tarkington, Booth",1869,1946,1
"Marryat, Frederick",1792,1848,1
"Morris, Clara",1848,1925,1
"Bone, Gertrude",1876,1962,1
"Holmes, Robert Derby",no_birthdate,no_deathdate,1
Various,no_birthdate,no_deathdate,1
"Sangster, Margaret E. (Margaret Elizabeth)",1894,1981,1
Various,no_birthdate,no_deathdate,1
"Didon, père (Henri)",1840,1900,1
"Masham, Damaris, Lady",1658,1708,1
"Neil, Marion Harris",no_birthdate,no_deathdate,1
"Kerr, Robert",1755,1813,1
"Ward, Humphry, Mrs.",1851,1920,1
"Gratacap, L. P. (Louis Pope)",1851,1917,1
"Ballantyne, R. M. (Robert Michael)",1825,1894,1
"Brower, Harriette",1869,1928,1
"Sinclair, May",1863,1946,1
"Bennett, Arnold",1867,1931,1
"Orr, Charles Ebert",1861,1933,1
"Mühlbach, L. (Luise)",1814,1873,1
"Huneker, James",1857,1921,1
Various,no_birthdate,no_deathdate,1
"Heuzey, Léon Alexandre",1831,1922,1
"Mukerji, A. P., swámi",no_birthdate,no_deathdate,1
"Velimirović, Nikolaj",1880,1956,1
"Vimar, A. (Auguste)",1851,1916,1
"Sand, George",1804,1876,1
Various,no_birthdate,no_deathdate,1
"Crake, A. D. (Augustine David)",1836,1890,1
Various,no_birthdate,no_deathdate,1
"Kelland, Clarence Budington",1881,1964,1
"Pakkala, Teuvo",1862,1925,1
"Boyden, Wallace C. (Wallace Clarke)",1858,no_deathdate,1
"Lowell, James Russell",1819,1891,1
Society for Pure English,no_birthdate,no_deathdate,1
"Brebner, Percy James",1864,1922,1
Various,no_birthdate,no_deathdate,1
"Gunning, Mrs. (Susannah)",no_birthdate,1800,1
"Whistler, Charles W. (Charles Watts)",1856,1913,1
Boethius,480,524,1
"Hamön, Lud. Georges",no_birthdate,no_deathdate,1
"Cajander, Paavo Emil",1846,1913,1
"Belasco, David",1853,1931,1
"Mariano, Patricio",1877,1935,1
"Stoddard, Charles Warren",1843,1909,1
"Barnard, William Francis",no_birthdate,no_deathdate,1
Various,no_birthdate,no_deathdate,1
"Crowley, Mary Catherine",no_birthdate,1920,1
"Tennent, James Emerson, Sir",1804,1869,1
"Boutens, P. C.",1870,1943,1
"Scharten, C. Th. (Carel Theodorus)",1878,1950,1
"Moens, Wies",1898,1982,1
"Vos, Margot",1891,1985,1
"Kloos, Willem",1859,1938,1
Various,no_birthdate,no_deathdate,1
"Goethe, Johann Wolfgang von",1749,1832,1
"Maeterlinck, Maurice",1862,1949,1
"Smith, F. G. (Frederick George)",1880,1947,1
"Corlette, Hubert C. (Hubert Christian)",no_birthdate,no_deathdate,1
"Benson, Luther",no_birthdate,no_deathdate,1
"Tocqueville, Alexis de",1805,1859,1
"Senior, Nassau William",1790,1864,1
"Bierce, Ambrose",1842,1913,1
"Glover, T. R. (Terrot Reaveley)",1869,1943,1
"Malot, Hector",1830,1907,1
"Ward, Humphry, Mrs.",1851,1920,1
"Pakkala, Teuvo",1862,1925,1
"Zévaco, Michel",1860,1918,1
"Crawford, F. Marion (Francis Marion)",1854,1909,1
"Watts, Isaac",1674,1748,1
"Chesterton, G. K. (Gilbert Keith)",1874,1936,1
"Anderson, Ada Woodruff",1860,no_deathdate,1
Anonymous,no_birthdate,no_deathdate,1
"McCarter, Margaret Hill",1860,1938,1
"Charnay, Désiré",1828,1915,1
"Cooke, Arthur O. (Arthur Owens)",1867,1930,1
Various,no_birthdate,no_deathdate,1
"Besant, Annie",1847,1933,1
"Johnson, Samuel",1709,1784,1
"Bourne, H. R. Fox (Henry Richard Fox)",1837,1909,1
"Dundonald, Thomas Barnes Cochrane, Earl of",1814,1885,1
Various,no_birthdate,no_deathdate,1
"Smith, George Adam",1856,1942,1
"Henty, G. A. (George Alfred)",1832,1902,1
"Burgess, Thornton W. (Thornton Waldo)",1874,1965,1
"Stockton, Frank Richard",1834,1902,1
"Watson, William",1858,1925,1
Various,no_birthdate,no_deathdate,1
Various,no_birthdate,no_deathdate,1
"Allen, Roland",1869,1947,1
"Cochrane, Thomas",1866,1953,1
Various,no_birthdate,no_deathdate,1
Various,no_birthdate,no_deathdate,1
"Ditchfield, P. H. (Peter Hampson)",1854,1930,1
"Arnold, Matthew",1822,1888,1
"Runciman, James",1852,1891,1
"Kerr, Robert",1755,1813,1
"Belloc, Hilaire",1870,1953,1
"McKenzie, Fred A. (Fred Arthur)",1869,1931,1
"Oppenheim, E. Phillips (Edward Phillips)",1866,1946,1
"Price, George McCready",1870,1963,1
"Heidenstam, Verner von",1859,1940,1
"Stevenson, Burton Egbert",1872,1962,1
Various,no_birthdate,no_deathdate,1
"Sand, George",1804,1876,1
"Crake, A. D. (Augustine David)",1836,1890,1
"Reilly, S. A.",no_birthdate,no_deathdate,1
"Bernard, Richard Boyle",1787,1850,1
"Conscience, Hendrik",1812,1883,1
"Finley, Martha",1828,1909,1
"Sand, George",1804,1876,1
"Kerr, Robert",1755,1813,1
Various,no_birthdate,no_deathdate,1
"Zévaco, Michel",1860,1918,1
"Hough, Emerson",1857,1923,1
"Malot, Hector",1830,1907,1
"Angelkot, Hermannus",1688,1727,1
"Hudson, Henry Norman",1814,1886,1
"Velimirović, Nikolaj",1880,1956,1
Various,no_birthdate,no_deathdate,1
Various,no_birthdate,no_deathdate,1
Various,no_birthdate,no_deathdate,1
"Fee, Mary H. (Mary Helen)",no_birthdate,no_deathdate,1
Various,no_birthdate,no_deathdate,1
"Järnefelt, Arvid",1861,1932,1
"Bell, Clive",1881,1964,1
"Van Schaick, George",1861,1924,1
"Shaw, Robert B.",no_birthdate,no_deathdate,1
"Smith, William Hawley",1845,1922,1
Various,no_birthdate,no_deathdate,1
"Malot, Hector",1830,1907,1
Various,no_birthdate,no_deathdate,1
"Atkinson, William Walker",1862,1932,1
"Howard, Clare",1881,1967,1
"Everett-Green, Evelyn",1856,1932,1
"Marryat, Frederick",1792,1848,1
Various,no_birthdate,no_deathdate,1
"Atkinson, William Walker",1862,1932,1
"Spence, Edward Fordham",1860,1932,1
"Chekhov, Anton Pavlovich",1860,1904,1
"Payn, James",1830,1898,1
Various,no_birthdate,no_deathdate,1
"Chekhov, Anton Pavlovich",1860,1904,1
"Chekhov, Anton Pavlovich",1860,1904,1
"Chekhov, Anton Pavlovich",1860,1904,1
"Chekhov, Anton Pavlovich",1860,1904,1
"Chekhov, Anton Pavlovich",1860,1904,1
"Chekhov, Anton Pavlovich",1860,1904,1
"Chekhov, Anton Pavlovich",1860,1904,1
"Chekhov, Anton Pavlovich",1860,1904,1
"Dingle, Edwin John",1881,1972,1
Various,no_birthdate,no_deathdate,1
Various,no_birthdate,no_deathdate,1
"Grisewood, R. Norman (Robert Norman)",1876,1923,1
Anonymous,no_birthdate,no_deathdate,1
"Fletcher, John",1579,1625,1
Various,no_birthdate,no_deathdate,1
Various,no_birthdate,no_deathdate,1
"Kaila, Eino",1890,1958,1
"Hellaakoski, Aaro",1893,1952,1
"Bostwick, Arthur E. (Arthur Elmore)",1860,1942,1
"Sand, George",1804,1876,1
"Ward, Humphry, Mrs.",1851,1920,1
"Cassels, Walter Richard",1826,1907,1
"Haggard, H. Rider (Henry Rider)",1856,1925,1
"Carlyle, Thomas",1795,1881,1
"Loftie, W. J. (William John)",1839,1911,1
"Whistler, Charles W. (Charles Watts)",1856,1913,1
"Watts, Isaac",1674,1748,1
Various,no_birthdate,no_deathdate,1
"Milne, A. A. (Alan Alexander)",1882,1956,1
"Janvier, Thomas A. (Thomas Allibone)",1849,1913,1
Various,no_birthdate,no_deathdate,1
"Jefferis, B. G. (Benjamin Grant)",1851,no_deathdate,1
"Nichols, J. L. (James Lawrence)",no_birthdate,1895,1
"Leino, Eino",1878,1926,1
Various,no_birthdate,no_deathdate,1
"Boole, Mary Everest",1832,1916,1
"Lynd, Robert",1879,1949,1
"Bennett, Arnold",1867,1931,1
"Stokes, Katherine",no_birthdate,no_deathdate,1
"Hauff, Wilhelm",1802,1827,1
"Hauff, Wilhelm",1802,1827,1
"Ward, Humphry, Mrs.",1851,1920,1
"Watts-Dunton, Theodore",1832,1914,1
"Stratemeyer, Edward",1862,1930,1
"Ségur, Sophie, comtesse de",1799,1874,1
"Begbie, Harold",1871,1929,1
Ouida,1839,1908,1
"Dods, Marcus",1834,1909,1
"Craik, Dinah Maria Mulock",1826,1887,1
Various,no_birthdate,no_deathdate,1
Various,no_birthdate,no_deathdate,1
"Cooper, John Gilbert",1723,1769,1
"Armstrong, John",1709,1779,1
Various,no_birthdate,no_deathdate,1
Various,no_birthdate,no_deathdate,1
"Washburne, Marion Foster",1863,no_deathdate,1
"Chesterton, G. K. (Gilbert Keith)",1874,1936,1
"Broadbent, R. J.",no_birthdate,no_deathdate,1
"Wade, Mary Hazelton Blanchard",1860,1936,1
"Grant, Ulysses S. (Ulysses Simpson)",1822,1885,1
"O'Kelly, Seumas",no_birthdate,1918,1
"Beethoven, Ludwig van",1770,1827,1
"Higginson, Thomas Wentworth",1823,1911,1
"Napoleon I, Emperor of the French",1769,1821,1
"Tesla, Nikola",1856,1943,1
"Hare, William Loftus",1868,1943,1
"Méténier, Oscar",1859,1913,1
"Orbigny, Alcide Dessalines d'",1802,1857,1
Various,no_birthdate,no_deathdate,1
"Church, Alfred John",1829,1912,1
"Bobbitt, John Franklin",1876,1956,1
"Irving, Henry, Sir",1838,1905,1
"Blackmore, Richard, Sir",1650,1729,1
"Reynolds, Frances",1729,1807,1
"Morris, William",1834,1896,1
"Bullock, Tom",1873,1964,1
"O'Brien, George Augustine Thomas",1892,no_deathdate,1
Various,no_birthdate,no_deathdate,1
"Malot, Hector",1830,1907,1
Various,no_birthdate,no_deathdate,1
"Petano y Mazariegos, Gorgonio",no_birthdate,no_deathdate,1
"Child, Lydia Maria",1802,1880,1
"Phillips, Henry Wallace",1869,1930,1
Various,no_birthdate,no_deathdate,1
"Atherton, Gertrude Franklin Horn",1857,1948,1
"Dell, Ethel M. (Ethel May)",1881,1939,1
"Bradley, Mary Hastings",1882,1976,1
"Seton, Ernest Thompson",1860,1946,1
"Everett-Green, Evelyn",1856,1932,1
"Ward, Humphry, Mrs.",1851,1920,1
Various,no_birthdate,no_deathdate,1
Various,no_birthdate,no_deathdate,1
"Runciman, John F.",1866,1916,1
"Chekhov, Anton Pavlovich",1860,1904,1
"Wiggin, Kate Douglas Smith",1856,1923,1
"Quiroga, Horacio",1878,1937,1
"Lie, Jonas",1833,1908,1
"Arthur, T. S. (Timothy Shay)",1809,1885,1
"Verrill, A. Hyatt (Alpheus Hyatt)",1871,1954,1
"Pushkin, Aleksandr Sergeevich",1799,1837,1
"Parry, William Edward, Sir",1790,1855,1
Various,no_birthdate,no_deathdate,1
"Irving, Washington",1783,1859,1
"Irving, Washington",1783,1859,1
"Moncada, Francisco de",1586,1635,1
"Moscheles, Felix",1833,1917,1
"Franklin, John",1786,1847,1
"Blasco Ibáñez, Vicente",1867,1928,1
Various,no_birthdate,no_deathdate,1
"Sinclair, May",1863,1946,1
"Zévaco, Michel",1860,1918,1
"Zévaco, Michel",1860,1918,1
"Hémon, Louis",1880,1913,1
"Hastings, Milo",1884,1957,1
"Verne, Jules",1828,1905,1
"Petrovic, Walter D.",1960,no_deathdate,1
"Mahan, A. T. (Alfred Thayer)",1840,1914,1
"Glyn, Elinor",1864,1943,1
"Stockton, Frank Richard",1834,1902,1
"Kyne, Peter B. (Peter Bernard)",1880,1957,1
"Lamoreaux, Antoinette Abernethy",no_birthdate,no_deathdate,1
"Carlyle, Thomas",1795,1881,1
Various,no_birthdate,no_deathdate,1
"Shaw, Ellen Eddy",no_birthdate,no_deathdate,1
Various,no_birthdate,no_deathdate,1
"Scudder, John",1798,1855,1
Various,no_birthdate,no_deathdate,1
"Bierce, Ambrose",1842,1913,1
"Barbour, Ralph Henry",1870,1944,1
"Ade, George",1866,1944,1
Various,no_birthdate,no_deathdate,1
"Thomas, Edith May Bertels",1859,no_deathdate,1
"Wylie, I. A. R. (Ida Alexa Ross)",1885,1959,1
"Dell, Ethel M. (Ethel May)",1881,1939,1
"Jomini, Antoine Henri, baron de",1779,1869,1
Various,no_birthdate,no_deathdate,1
Various,no_birthdate,no_deathdate,1
"Tennent, James Emerson, Sir",1804,1869,1
"Dell, Ethel M. (Ethel May)",1881,1939,1
"Allen, James Lane",1849,1925,1
"Cather, Willa",1873,1947,1
"Barbour, Ralph Henry",1870,1944,1
"Daoust, Charles R. (Charles Roger)",1865,1924,1
Various,no_birthdate,no_deathdate,1
"Traill, Catharine Parr Strickland",1802,1899,1
"Parker, Lester Shepard",1860,1925,1
"Jones, Henry, Sir",1852,1922,1
"Malot, Hector",1830,1907,1
Various,no_birthdate,no_deathdate,1
"Aho, Juhani",1861,1921,1
"Talvioja, Kuuno A.",1865,1933,1
"Aho, Juhani",1861,1921,1
"Mason, A. E. W. (Alfred Edward Woodley)",1865,1948,1
"Jacob, Giles",1686,1744,1
"McFeeters, J. C. (James Calvin)",1848,1928,1
Various,no_birthdate,no_deathdate,1
"Dumas, Alexandre",1824,1895,1
"Ward, Humphry, Mrs.",1851,1920,1
"Camp, Walter",1859,1925,1
British Museum,no_birthdate,no_deathdate,1
"Conscience, Hendrik",1812,1883,1
"Aldridge, Janet",no_birthdate,no_deathdate,1
Various,no_birthdate,no_deathdate,1
United States. Work Projects Administration,no_birthdate,no_deathdate,1
"Aho, Juhani",1861,1921,1
"Aho, Juhani",1861,1921,1
"Davis, Charles Edward",1827,1902,1
"Emerson, Ralph Waldo",1803,1882,1
"Carlyle, Thomas",1795,1881,1
Various,no_birthdate,no_deathdate,1
"Wilde, Oscar",1854,1900,1
"Rogers, Samuel",1763,1855,1
Various,no_birthdate,no_deathdate,1
"Moore, John Hamilton",1738,1807,1
"Hamilton, Clayton Meeker",1881,1946,1
"Boer, R. C. (Richard Constant)",1863,1929,1
"Sand, George",1804,1876,1
"Aho, Juhani",1861,1921,1
"Sainte-Beuve, Charles Augustin",1804,1869,1
"Conscience, Hendrik",1812,1883,1
"Conscience, Hendrik",1812,1883,1
"Crawford, F. Marion (Francis Marion)",1854,1909,1
"Auriac, J. Berlioz d' (Jules Berlioz)",1820,no_deathdate,1
"Aimard, Gustave",1818,1883,1
"Molbech, Chr. K. F. (Christian Knud Frederik)",1821,1888,1
Various,no_birthdate,no_deathdate,1
"Maclaren, Alexander",1826,1910,1
United States. Work Projects Administration,no_birthdate,no_deathdate,1
"Haleole, S. N.",no_birthdate,no_deathdate,1
"Park, Marmaduke",no_birthdate,no_deathdate,1
"Hakluyt, Richard",no_birthdate,1616,1
"Stevenson, William",1772,1829,1
"Kerr, Robert",1755,1813,1
"Thiers, Adolphe",1797,1877,1
"Balmes, Jaime Luciano",1810,1848,1
"Macfarlane, Alexander",1851,1913,1
"Ellis, Havelock",1859,1939,1
"Ellis, Havelock",1859,1939,1
"Ellis, Havelock",1859,1939,1
"Ellis, Havelock",1859,1939,1
"Ellis, Havelock",1859,1939,1
"Ellis, Havelock",1859,1939,1
"Harrison, Benjamin",1833,1901,1
"Sweeting, W. D. (Walter Debenham)",1839,1913,1
"Hubbard, Elbert",1856,1915,1
"Swift, Jonathan",1667,1745,1
"Mariéton, Paul",1862,1911,1
"Holinshed, Raphael",no_birthdate,no_deathdate,1
"Conscience, Hendrik",1812,1883,1
"Dumas, Alexandre",1802,1870,1
"Praga, Emilio",1839,1875,1
"Hugo, Victor",1802,1885,1
"Sand, George",1804,1876,1
Various,no_birthdate,no_deathdate,1
Various,no_birthdate,no_deathdate,1
Various,no_birthdate,no_deathdate,1
Various,no_birthdate,no_deathdate,1
Various,no_birthdate,no_deathdate,1
Various,no_birthdate,no_deathdate,1
Various,no_birthdate,no_deathdate,1
Various,no_birthdate,no_deathdate,1
Various,no_birthdate,no_deathdate,1
Various,no_birthdate,no_deathdate,1
Various,no_birthdate,no_deathdate,1
Various,no_birthdate,no_deathdate,1
Various,no_birthdate,no_deathdate,1
Various,no_birthdate,no_deathdate,1
"Steele, Richard, Sir",1672,1729,1
"Addison, Joseph",1672,1719,1
"Lear, Edward",1812,1888,1
"Lear, Edward",1812,1888,1
"Lear, Edward",1812,1888,1
"Lear, Edward",1812,1888,1
"Lear, Edward",1812,1888,1
Chatto & Windus (Firm),no_birthdate,no_deathdate,1
"Dodds, James",1831,1907,1
"Sand, George",1804,1876,1
"Malot, Hector",1830,1907,1
Various,no_birthdate,no_deathdate,1
"Atkinson, William Walker",1862,1932,1
"Samarow, Gregor",1829,1903,1
"Samarow, Gregor",1829,1903,1
"Samarow, Gregor",1829,1903,1
"Carlyle, Thomas",1795,1881,1
"Emerson, Ralph Waldo",1803,1882,1
"Müller, Florian",no_birthdate,no_deathdate,1
"Aho, Juhani",1861,1921,1
"Aho, Juhani",1861,1921,1
"Dunsany, Lord",1878,1957,1
"Roosevelt, Kermit",1889,1943,1
"Kready, Laura Fry",1874,no_deathdate,1
"Crockett, S. R. (Samuel Rutherford)",1860,1914,1
"Sand, George",1804,1876,1
Royal Baking Powder Company,no_birthdate,no_deathdate,1
"Bower, B. M.",1871,1940,1
"Sand, George",1804,1876,1
"Patmore, Coventry",1823,1896,1
"Marryat, Frederick",1792,1848,1
Anonymous,no_birthdate,no_deathdate,1
"Jaray, Gabriel Louis",no_birthdate,no_deathdate,1
"Drummond, Henry",1851,1897,1
"Abrahams, Israel",1858,1925,1
"Daviess, Maria Thompson",1872,1924,1
Various,no_birthdate,no_deathdate,1
"Järnefelt, Arvid",1861,1932,1
"Järnefelt, Arvid",1861,1932,1
"Sequera, Mariano",no_birthdate,no_deathdate,1
Various,no_birthdate,no_deathdate,1
"Tappan, Eva March",1854,1930,1
"Medrano, Pura",no_birthdate,no_deathdate,1
"Tolentino, Aurelio",1867,1915,1
John Murray (Firm),no_birthdate,no_deathdate,1
"Currey, E. Hamilton (Edward Hamilton)",no_birthdate,no_deathdate,1
"Bebel, August",1840,1913,1
"Aho, Juhani",1861,1921,1
"McMahon, James",1856,no_deathdate,1
"Carmichael, R. D. (Robert Daniel)",1879,1967,1
"Morley, Christopher",1890,1957,1
"Zola, Émile",1840,1902,1
"Brondgeest, M. G.",no_birthdate,no_deathdate,1
"Verschuur, Gerrit",no_birthdate,no_deathdate,1
"Miramon-Fargues, Vicomte de",no_birthdate,no_deathdate,1
"Geffroy, Gustave",1855,1926,1
United States. Work Projects Administration,no_birthdate,no_deathdate,1
"Manning, Henry Parker",1859,1956,1
Colette,1873,1954,1
"About, Edmond",1828,1885,1
"Maurik, Justus van",1846,1904,1
"Myers, William Starr",1877,1956,1
"Hawthorne, Nathaniel",1804,1864,1
"Holliday, Robert Cortes",1880,1947,1
"Lewis, Alfred Henry",1857,1914,1
Various,no_birthdate,no_deathdate,1
Various,no_birthdate,no_deathdate,1
Various,no_birthdate,no_deathdate,1
Various,no_birthdate,no_deathdate,1
"Pease, Edward R. (Edward Reynolds)",1857,1955,1
"Munro, John",1849,1930,1
"Taylor, Edward C.",no_birthdate,no_deathdate,1
"Bacon, Edwin M. (Edwin Monroe)",1844,1916,1
Various,no_birthdate,no_deathdate,1
"Melville, Herman",1819,1891,1
"Melville, Herman",1819,1891,1
"Scharlieb, Mary",1845,1930,1
"Sibly, Frederick Arthur",no_birthdate,no_deathdate,1
