author,birthdate,deathdate,count
"Anttila, Selma",1867,1942,1
"Sylva, Carmen",1843,1916,1
United States. National Park Service,no_birthdate,no_deathdate,1
American School of Correspondence,no_birthdate,no_deathdate,1
"Van Dyke, John Charles",1856,1932,1
"Bancroft, Caroline",no_birthdate,no_deathdate,1
Various,no_birthdate,no_deathdate,1
"Monroe, Harriet Earhart",1842,1927,1
"Smith, George O. (George Oliver)",1911,1981,1
"Stamers, James",no_birthdate,no_deathdate,1
Anonymous,no_birthdate,no_deathdate,1
"Kataja, Väinö",1867,1914,1
"Hogrefe, Pearl",no_birthdate,no_deathdate,1
"Cressman, Edmund Dresser",no_birthdate,no_deathdate,1
"Mitchell, Arthur",1872,1953,1
"Croissant, De Witt Clinton",1876,1941,1
"Chase, Josephine",no_birthdate,1931,1
"Westlake, Donald E.",1933,2008,1
"Harmon, Jim",1933,2010,1
"Borrow, George",1803,1881,1
"La Fontaine, Jean de",1621,1695,1
"Shakespeare, William",1564,1616,1
"Grove, Harriet Pyne",no_birthdate,no_deathdate,1
"Wirt, Mildred A. (Mildred Augustine)",1905,2002,1
"Hildebrand, Theodor",1794,1859,1
"Hildebrand, Theodor",1794,1859,1
"Wirt, Mildred A. (Mildred Augustine)",1905,2002,1
"Chase, Josephine",no_birthdate,1931,1
"Stuart, William W.",no_birthdate,no_deathdate,1
"Doede, William R.",1918,no_deathdate,1
"Lemos, Pedro J. (Pedro Joseph)",1882,1954,1
"Richards, Laura Elizabeth Howe",1850,1943,1
"Jordan, David Starr",1851,1931,1
"Corday, Michel",1870,1937,1
"Munro, Colin",no_birthdate,no_deathdate,1
"Brückner, Martin",1868,no_deathdate,1
Ontario. Department of Education,no_birthdate,no_deathdate,1
"Tolstoy, Leo, graf",1828,1910,1
"About, Edmond",1828,1885,1
"Nietzsche, Friedrich Wilhelm",1844,1900,1
"Darío, Rubén",1867,1916,1
"Laumer, Keith",1925,1993,1
"De Vet, Charles V.",1911,1997,1
"Farr, Julia",no_birthdate,no_deathdate,1
"James, G. P. R. (George Payne Rainsford)",no_birthdate,1860,1
"Massart, Jean",1865,1925,1
"Barr, Robert",1850,1912,1
"Lakeman, Stephen",1823,1900,1
"Ely, Dinsmore",1894,1918,1
"Zamacois, Eduardo",1873,1971,1
"Keller, Paul",1873,1932,1
Various,no_birthdate,no_deathdate,1
"Espina, Concha",1869,1955,1
"Louÿs, Pierre",1870,1925,1
"Budrys, Algis",1931,2008,1
"Leache, Joy",no_birthdate,no_deathdate,1
"De Amicis, Edmondo",1846,1908,1
"Gogol, Nikolai Vasilevich",1809,1852,1
"Wilson, Lycurgus A. (Lycurgus Arnold)",1856,1940,1
"Mabie, Hamilton Wright",1846,1916,1
Dante Alighieri,1265,1321,1
"Harrison, Elizabeth",1849,1927,1
"Selous, Edmund",1857,1934,1
"Sharkey, Jack",1931,1992,1
"Stuart, William W.",no_birthdate,no_deathdate,1
"Kinzie, John H., Mrs.",1806,1870,1
"Castlemon, Harry",1842,1915,1
"Bardsley, Charles Wareing Endell",1843,1898,1
"Rubin, Leonard",no_birthdate,no_deathdate,1
"Fyfe, H. B. (Horace Bowne)",1918,1997,1
"Martin, John Alexander",1839,1889,1
"McCabe, Joseph",1867,1955,1
"Wirt, Mildred A. (Mildred Augustine)",1905,2002,1
"Wirt, Mildred A. (Mildred Augustine)",1905,2002,1
"Lettow-Vorbeck, General von (Paul Emil)",1870,1964,1
"Gogol, Nikolai Vasilevich",1809,1852,1
"Fulton, Robert",1765,1815,1
"Gordon, Frederick",no_birthdate,no_deathdate,1
"Mendelssohn-Bartholdy, Felix",1809,1847,1
"De Ford, Miriam Allen",1888,1975,1
"Leinster, Murray",1896,1975,1
"Flier, A. van der (Alida)",1860,1920,1
"Jones, E. H. (Elias Henry)",1883,1942,1
"Adams, Andy",no_birthdate,no_deathdate,1
"Thomson, Thomas",1773,1852,1
"Wheatley, Henry B. (Henry Benjamin)",1838,1917,1
"Brown, Rosel George",1926,1967,1
"Wilson, Richard",1920,1987,1
"Curtis, David A.",1846,1923,1
"Gaillard, Gaston",no_birthdate,no_deathdate,1
"Morrison, Sophia",1859,1917,1
"Asbjørnsen, Peter Christen",1812,1885,1
"Tusser, Thomas",no_birthdate,1580,1
"Baring-Gould, S. (Sabine)",1834,1924,1
"Holberg, Ludvig",1684,1754,1
"Wannamaker, Jim",no_birthdate,no_deathdate,1
"Sheckley, Robert",1928,2005,1
"Cheesman, George Leonard",no_birthdate,1915,1
"Seabridge, Charles",no_birthdate,no_deathdate,1
"Fønhus, Mikkjel",1894,1973,1
"Driscoll, James R.",no_birthdate,no_deathdate,1
"Stamers, James",no_birthdate,no_deathdate,1
"Lafferty, R. A.",1914,2002,1
"Macartney-Filgate, John Victor",no_birthdate,no_deathdate,1
"Goff, H. N. K. (Harriet Newell Kneeland)",1828,no_deathdate,1
"Pennell, Joseph",1857,1926,1
"Castle, Egerton",1858,1920,1
"Castle, Agnes",no_birthdate,1922,1
"Bitting, K. G. (Katherine Golden)",1869,1937,1
"Laumer, Keith",1925,1993,1
"Leinster, Murray",1896,1975,1
"Newcastle, Margaret Cavendish, Duchess of",no_birthdate,1674,1
Various,no_birthdate,no_deathdate,1
Various,no_birthdate,no_deathdate,1
Various,no_birthdate,no_deathdate,1
"Borel, Pétrus",1809,1859,1
"Habberton, John",1842,1921,1
"Hugo, Victor",1802,1885,1
"Zilliacus, Konni",1855,1924,1
"Alger, Horatio, Jr.",1832,1899,1
"Robertson, J. M. (John Mackinnon)",1856,1933,1
"Kaatra, Kössi",1882,1928,1
"Twain, Mark",1835,1910,1
"Westerman, Percy F. (Percy Francis)",1876,1959,1
"Kingsley, Florence Morse",1859,1937,1
"Stratemeyer, Edward",1862,1930,1
"Reynolds, Mack",1917,1983,1
"Gerstäcker, Friedrich",1816,1872,1
"Duncan, David",1913,1999,1
"Walckenaer, C. A. (Charles Athanase)",1771,1852,1
Anonymous,no_birthdate,no_deathdate,1
"Pohl, Frederik",1919,2013,1
"Goodale, Earl",no_birthdate,no_deathdate,1
"Järventaus, Arvi",1883,1939,1
"Connor, Elizabeth H.",no_birthdate,no_deathdate,1
"Graham, John W. (John William)",1859,1932,1
"Pohl, Frederik",1919,2013,1
"Smith, George O. (George Oliver)",1911,1981,1
Isaac Pitman & Sons,no_birthdate,no_deathdate,1
Vitruvius Pollio,no_birthdate,no_deathdate,1
"Taylor, Henry",1787,1869,1
"McCann, Edson",no_birthdate,no_deathdate,1
"James, G. P. R. (George Payne Rainsford)",no_birthdate,1860,1
"Oliphant, Mrs. (Margaret)",1828,1897,1
United States. National Park Service. Division of Publications,no_birthdate,no_deathdate,1
"Doyle, Arthur Conan",1859,1930,1
"Morier, James Justinian",no_birthdate,1849,1
"Balzac, Honoré de",1799,1850,1
"Ireland, John",no_birthdate,1808,1
"Nichols, John",1745,1826,1
"Sharkey, Jack",1931,1992,1
"Barr, Stephen",no_birthdate,no_deathdate,1
"Lang, Allen Kim",1928,no_deathdate,1
"Estlander, Carl Gustaf",1834,1910,1
"Blanche, Jacques-Émile",1861,1942,1
"Vehling, Paul",1882,no_deathdate,1
"Pu, Songling",1640,1715,1
"Manning, Anne",1807,1879,1
"Adams, Andy",no_birthdate,no_deathdate,1
"Robinson, Corinne Roosevelt",1861,1933,1
"Harmon, Jim",1933,2010,1
"Sheckley, Robert",1928,2005,1
"Gold, H. L. (Horace Leonard)",1914,1996,1
"Bölsche, Wilhelm",1861,1939,1
Library of Congress. Copyright Office,no_birthdate,no_deathdate,1
"La Sizeranne, Robert de",1866,1932,1
"Morgan, W. H. (William Henry)",1836,no_deathdate,1
"Blake, Robert Bruce",1877,1955,1
"Beach, Rex",1877,1949,1
Various,no_birthdate,no_deathdate,1
"Guin, Wyman",1915,1989,1
"Gallatin, Albert",1761,1849,1
"Gale, Floyd C.",1918,1997,1
"Gold, H. L. (Horace Leonard)",1914,1996,1
"Pohl, Frederik",1919,2013,1
"Kornbluth, C. M. (Cyril M.)",1923,1958,1
"Heidenstam, Verner von",1859,1940,1
"Lemonnier, Camille",1844,1913,1
"Oblinger, M. M. (Milo Milton)",1900,no_deathdate,1
Union Pacific Railroad Company. Passenger Department,no_birthdate,no_deathdate,1
Southern Pacific Company. Passenger Department,no_birthdate,no_deathdate,1
"Davis, William, M.A.",no_birthdate,no_deathdate,1
"Feldhaus, Franz M. (Franz Maria)",1874,1957,1
"Bone, Jesse F. (Jesse Franklin)",1916,2006,1
"Topelius, Zacharias",1818,1898,1
"Franklin, Jay",1897,1967,1
"Janifer, Laurence M.",1933,2002,1
"Nyrop, Kristoffer",1858,1931,1
"Rossi, Emanuele",no_birthdate,no_deathdate,1
"Baroja, Pío",1872,1956,1
"Abbott, Jacob",1803,1879,1
"Baring-Gould, S. (Sabine)",1834,1924,1
"Tilton, Theodore",1835,1907,1
"McCabe, Joseph",1867,1955,1
"Pollen, Maria Margaret",no_birthdate,1919,1
"Ellis, Edward Sylvester",1840,1916,1
"Bassett, John Spencer",1867,1928,1
"Fyfe, H. B. (Horace Bowne)",1918,1997,1
"Smith, Evelyn E.",1922,2000,1
"Smith, George O. (George Oliver)",1911,1981,1
"Deyssel, Lodewijk van",1864,1952,1
"Darío, Rubén",1867,1916,1
"Jammes, Francis",1868,1938,1
"Kivinen, Niilo",1862,1895,1
"Hood, Tom",1835,1874,1
University of California (1868-1952). Library,no_birthdate,no_deathdate,1
"Pugin, Augustus Welby Northmore",1812,1852,1
"Kolney, Fernand",1868,no_deathdate,1
"Bax, Ernest Belfort",1854,1926,1
"Pardoe, Miss (Julia)",1806,1862,1
"Pardoe, Miss (Julia)",1806,1862,1
"Wilson, Daniel, Sir",1816,1892,1
Various,no_birthdate,no_deathdate,1
"Eggleston, George Cary",1839,1911,1
"Bäckström, Edvard",1841,1886,1
"Christy, Miller",1861,no_deathdate,1
"McDermott, William A.",1863,1913,1
"Squier, Edward Summers",no_birthdate,no_deathdate,1
"Pegg, J. G. Broughton",no_birthdate,no_deathdate,1
"Guiney, Louise Imogen",1861,1920,1
"Hart, Charles Henry",1847,1918,1
"Kaatra, Kössi",1882,1928,1
"Kaatra, Kössi",1882,1928,1
"Austin, Mary Hunter",1868,1934,1
Guaranty Trust Company of New York,no_birthdate,no_deathdate,1
"Marryat, Frederick",1792,1848,1
"Smith, Caroline L.",no_birthdate,no_deathdate,1
"Hunt, Robert",1807,1887,1
"James, G. P. R. (George Payne Rainsford)",no_birthdate,1860,1
"Caruthers, William",no_birthdate,no_deathdate,1
"Lowell, A. Lawrence (Abbott Lawrence)",1856,1943,1
"Arnold, Hans",1850,1927,1
Reeves & Turner,no_birthdate,no_deathdate,1
"Dircks, Henry",1806,1873,1
"Conant, Henry Reed",1872,no_deathdate,1
"Le Queux, William",1864,1927,1
Confucius,-551,-479,1
"Brittain, Vera",1893,1970,1
"Alger, Abby Langdon",1850,1917,1
"Lewis, Alfred Henry",1857,1914,1
"Lindsay, David Moore",1862,no_deathdate,1
"Lewis, Alfred Henry",1857,1914,1
"Lewis, Alfred Henry",1857,1914,1
"Marquis, Don",1878,1937,1
"Lewis, Alfred Henry",1857,1914,1
"Morrow, W. C.",1854,1923,1
"Merwin, Samuel",1874,1936,1
"Marquis, Don",1878,1937,1
"Harben, Will N. (Will Nathaniel)",1858,1919,1
"King, Charles",1844,1933,1
"Marquis, Don",1878,1937,1
"Hergesheimer, Joseph",1880,1954,1
"Moore, Frank Frankfort",1855,1931,1
"Moore, Frank Frankfort",1855,1931,1
"Ogden, Ruth",1853,1927,1
"Marquis, Don",1878,1937,1
"Gibbs, Philip",1877,1962,1
"Moore, Frank Frankfort",1855,1931,1
"Hergesheimer, Joseph",1880,1954,1
"Schneidemühl, Georg",1853,1928,1
"Reinhard, Christian Tobias Ephraim",1719,1792,1
"Torrey, R. A. (Reuben Archer)",1856,1928,1
"Kemble, Fanny",1809,1893,1
"Selous, Edmund",1857,1934,1
"Topelius, Zacharias",1818,1898,1
"Nietzsche, Friedrich Wilhelm",1844,1900,1
"Moore, Frank Frankfort",1855,1931,1
"Moore, Frank Frankfort",1855,1931,1
"Moore, Frank Frankfort",1855,1931,1
"Packard, Frank L. (Frank Lucius)",1877,1942,1
"Moore, Frank Frankfort",1855,1931,1
"Post, Melville Davisson",1871,1930,1
"Kyne, Peter B. (Peter Bernard)",1880,1957,1
"Lefevre, Edwin",1871,1943,1
"Moore, Frank Frankfort",1855,1931,1
"Moore, Frank Frankfort",1855,1931,1
"Moore, Frank Frankfort",1855,1931,1
"Moore, Frank Frankfort",1855,1931,1
"Merwin, Samuel",1874,1936,1
"Knox, Thomas Wallace",1835,1896,1
"Caine, Hall, Sir",1853,1931,1
"Moore, Frank Frankfort",1855,1931,1
"Moore, Frank Frankfort",1855,1931,1
"Kester, Vaughan",1869,1911,1
"Morrow, W. C.",1854,1923,1
"Post, Melville Davisson",1871,1930,1
"Post, Melville Davisson",1871,1930,1
"Morley, Christopher",1890,1957,1
"Post, Melville Davisson",1871,1930,1
"Nye, Bill",1850,1896,1
"Evans, John",1823,1908,1
"Nye, Bill",1850,1896,1
"Nye, Bill",1850,1896,1
"Moore, Frank Frankfort",1855,1931,1
"Moore, Frank Frankfort",1855,1931,1
"Packard, Frank L. (Frank Lucius)",1877,1942,1
"Lefevre, Edwin",1871,1943,1
"Paltock, Robert",1697,1767,1
"Paltock, Robert",1697,1767,1
"Moore, Frank Frankfort",1855,1931,1
"Lefevre, Edwin",1871,1943,1
"Moore, Frank Frankfort",1855,1931,1
"Moore, Frank Frankfort",1855,1931,1
"Nye, Bill",1850,1896,1
"Merwin, Samuel",1874,1936,1
"Saul, John C. (John Cameron)",1869,1939,1
"Dearness, John",1852,no_deathdate,1
"McIntyre, W. A. (William Albert)",1866,no_deathdate,1
"Oliver, Smith Hempstone",no_birthdate,no_deathdate,1
"Gautier, Théophile",1811,1872,1
"Ireland, John",no_birthdate,1808,1
"Nichols, John",1745,1826,1
"Ogden, Ruth",1853,1927,1
"Harland, Henry",1861,1905,1
"Lewis, Alfred Henry",1857,1914,1
"Lee, Jennette",1860,1951,1
"Packard, Frank L. (Frank Lucius)",1877,1942,1
"Morley, Christopher",1890,1957,1
"Merwin, Samuel",1874,1936,1
"Harland, Henry",1861,1905,1
"Kyne, Peter B. (Peter Bernard)",1880,1957,1
"Moore, Frank Frankfort",1855,1931,1
"Lee, Jennette",1860,1951,1
"Connolly, A. P. (Alonzo P.)",1836,1915,1
"Guerini, Vincenzo",1859,1955,1
"Pound, Ezra",1885,1972,1
"Finck, Henry T.",1854,1926,1
"McKenna, Dolores",no_birthdate,no_deathdate,1
"Hawthorne, Nathaniel",1804,1864,1
"Miller, Alex. McVeigh, Mrs.",1850,1937,1
"Williams, William Carlos",1883,1963,1
"Steele, Edward Strieby",1850,1942,1
"Headley, P. C. (Phineas Camp)",1819,1903,1
"Holberg, Ludvig",1684,1754,1
"Macduff, John R. (John Ross)",1818,1895,1
"Veley, Margaret",1843,1887,1
"Pompadour, Jeanne Antoinette Poisson, marquise de",1721,1764,1
"Marryat, Frederick",1792,1848,1
"Dostoyevsky, Fyodor",1821,1881,1
"Laclos, Choderlos de",1741,1803,1
"Lincoln, Abraham",1809,1865,1
"Wood, Esther (of Hampstead)",no_birthdate,no_deathdate,1
"Williams, Robert Moore",1907,1977,1
"Roberts, Charles G. D., Sir",1860,1943,1
"Cousin, Victor",1792,1867,1
"Landauer, Gustav",1870,1919,1
"Landauer, Gustav",1870,1919,1
"Griffis, William Elliot",1843,1928,1
"Ziegler, Leopold",1881,1958,1
"Bjørnson, Bjørnstjerne",1832,1910,1
"Alger, Horatio, Jr.",1832,1899,1
"Saunders, Marshall",1861,1947,1
"Singmaster, Elsie",1879,1958,1
"Waugh, Alec",1898,1981,1
"Marryat, Frederick",1792,1848,1
"Pycroft, James",1813,1895,1
"Whitford, A. C.",no_birthdate,no_deathdate,1
"Baring-Gould, S. (Sabine)",1834,1924,1
"Matthews, Stanley R.",no_birthdate,no_deathdate,1
"Griffis, William Elliot",1843,1928,1
"Mather, Cotton",1663,1728,1
"Calef, Robert",1648,1719,1
Dante Alighieri,1265,1321,1
"Mackay, William",1846,no_deathdate,1
"Keary, C. F. (Charles Francis)",1848,1917,1
"Aspelin-Haapkylä, Eliel",1847,1917,1
"Cunningham, Francis",1785,1863,1
"Mackay, William",no_birthdate,no_deathdate,1
"Hoare, Edward",1812,1894,1
"Åberg, J. O. (Johan Olof)",1843,1898,1
"García González, Manuel",1828,1873,1
"Niemi, Vihtori",1870,1910,1
"Muller, J. W. (Julius Washington)",1867,1930,1
"Hoare, Edward",1812,1894,1
"Hoare, Edward",1812,1894,1
"Walsh, A.",no_birthdate,no_deathdate,1
"Lockwood, Richard",no_birthdate,no_deathdate,1
Chautauqua Institution,no_birthdate,no_deathdate,1
Chautauqua Literary and Scientific Circle,no_birthdate,no_deathdate,1
Anonymous,no_birthdate,no_deathdate,1
"Sutton, Adah Louise",1860,1935,1
"Niemi, Vihtori",1870,1910,1
"Hubbard, Elbert",1856,1915,1
"Darío, Rubén",1867,1916,1
"Beard, Lina",no_birthdate,1933,1
"Beard, Adelia B. (Adelia Belle)",1857,1920,1
"Scott, John",no_birthdate,no_deathdate,1
Sperry Gyroscope Company,no_birthdate,no_deathdate,1
"Verne, Jules",1828,1905,1
"Lowndes, Marie Belloc",1868,1947,1
"Reynolds, George W. M. (George William MacArthur)",1814,1879,1
"Caussade, Jean Pierre de",no_birthdate,1751,1
"Moncrieff, A. R. Hope (Ascott Robert Hope)",1846,1927,1
"Oliphant, Mrs. (Margaret)",1828,1897,1
"Baring-Gould, S. (Sabine)",1834,1924,1
Gilbert de Voisins,no_birthdate,no_deathdate,1
"Lawson, Henry",1867,1922,1
"Dostoyevsky, Fyodor",1821,1881,1
"Richards, Laura Elizabeth Howe",1850,1943,1
"Smiles, Samuel",1812,1904,1
"Avary, Myrta Lockett",1857,1946,1
"Clapham, Richard",1878,no_deathdate,1
"Stone, William L. (William Leete)",1792,1844,1
"Alger, Horatio, Jr.",1832,1899,1
Anonymous,no_birthdate,no_deathdate,1
"Blicher-Clausen, J. (Jenny)",1865,1907,1
"Staël, Madame de (Anne-Louise-Germaine)",1766,1817,1
"Grant, James",1822,1887,1
"Bosson, Charles P. (Charles Palfray)",no_birthdate,no_deathdate,1
"Schybergson, Magnus Gottfrid",1851,1925,1
British Museum. Department of Greek and Roman Antiquities,no_birthdate,no_deathdate,1
"Le Queux, William",1864,1927,1
"Eckstein, Ernst",1845,1900,1
"Packard, Frank L. (Frank Lucius)",1877,1942,1
"Holder, Charles Frederick",1851,1915,1
"Clark, William",1698,no_deathdate,1
"Pratt, Edwin A.",1854,1922,1
"Claudel, Paul",1868,1955,1
"Gale, Zona",1874,1938,1
"La Mettrie, Julien Offray de",1709,1751,1
"Russell, Bertrand",1872,1970,1
"Bruckner, Ferdinand",1891,1958,1
"Valera, Juan",1824,1905,1
"Bowen, Robert Sidney",1900,1977,1
"Alger, Horatio, Jr.",1832,1899,1
"Powell, Willis J.",no_birthdate,no_deathdate,1
"Rarey, J. S. (John Solomon)",1827,1866,1
"Doyle, Arthur Conan",1859,1930,1
Various,no_birthdate,no_deathdate,1
"Lawrence, C. E. (Charles Edward)",1870,1940,1
"Bloundelle-Burton, John",1850,1917,1
"Fisher, Richard Trott",no_birthdate,no_deathdate,1
Various,no_birthdate,no_deathdate,1
"Southard, Elmer Ernest",1876,1920,1
"Westermarck, Edward",1862,1939,1
Homer,-750,-650,1
"Kierkegaard, Søren",1813,1855,1
"Burnham, Clara Louise",1854,1927,1
"Baena, Nuno",1865,1922,1
"Broadley, Alexander Meyrick",1847,1916,1
"Putnam, Mary Lowell",1810,1898,1
"Griffiths, Arthur",1838,1908,1
"Bass, Cora C.",no_birthdate,no_deathdate,1
"Neupauer, Josef von",1809,1902,1
"Flex, Walter",1887,1917,1
"Grote, George",1794,1871,1
Various,no_birthdate,no_deathdate,1
"Sorrel, G. Moxley (Gilbert Moxley)",1838,1901,1
"Olmsted, Frederick Law",1822,1903,1
"Verhaeren, Emile",1855,1916,1
"Nietzsche, Friedrich Wilhelm",1844,1900,1
"Dickens, Charles",1812,1870,1
Anonymous,no_birthdate,no_deathdate,1
"Runciman, James",1852,1891,1
"Hulbert, Homer B. (Homer Bezaleel)",1863,1949,1
"Williams, H. Noel (Hugh Noel)",1870,1925,1
"Kataja, Väinö",1867,1914,1
"Gordon, Frederick",no_birthdate,no_deathdate,1
"Elmendorf, Dwight L. (Dwight Lathrop)",1859,1929,1
"Selous, Frederick Courteney",1851,1917,1
"Forel, Auguste",1848,1931,1
Ouida,1839,1908,1
Ouida,1839,1908,1
Ouida,1839,1908,1
"Matthews, Stanley R.",no_birthdate,no_deathdate,1
"Deeping, Warwick",1877,1950,1
"Boulenger, Jacques",1879,1944,1
"Westerman, Percy F. (Percy Francis)",1876,1959,1
"Milne, James",1865,1951,1
"Gordon, Frederick",no_birthdate,no_deathdate,1
"Čapek, Karel",1890,1938,1
"Mauriac, François",1885,1970,1
Anonymous,no_birthdate,no_deathdate,1
"Holinshed, Raphael",no_birthdate,no_deathdate,1
"Eggleston, George Cary",1839,1911,1
"Hoare, Edward",1812,1894,1
"Hoare, Edward",1812,1894,1
"Waller, Henry",no_birthdate,no_deathdate,1
"Hoare, Edward",1812,1894,1
"Wells, H. G. (Herbert George)",1866,1946,1
"Young, Clarence",no_birthdate,no_deathdate,1
"Johnston, Mary",1870,1936,1
"Hannay, David",1853,1934,1
"Grego, Joseph",1843,1908,1
"Clayton, John T.",no_birthdate,no_deathdate,1
Molière,1622,1673,1
"Helfferich, Karl",1872,1924,1
"Robertson, J. M. (John Mackinnon)",1856,1933,1
"Keiser, Edward Harrison",1861,no_deathdate,1
"Boswell, James",1740,1795,1
Various,no_birthdate,no_deathdate,1
"Gerard, E. (Emily)",1849,1905,1
"Nietzsche, Friedrich Wilhelm",1844,1900,1
"Farley, Ralph Milne",1887,1963,1
Various,no_birthdate,no_deathdate,1
"Besant, Walter",1836,1901,1
"Garibaldi, Giuseppe",1807,1882,1
"Urzidil, Johannes",1896,1970,1
"Denny, Alfred",no_birthdate,no_deathdate,1
"Miall, L. C. (Louis Compton)",1842,1921,1
"Dreyfus, Abraham",1847,1926,1
"Hostrup, C. (Christian)",1818,1892,1
"Griffiths, Arthur",1838,1908,1
"Baum, L. Frank (Lyman Frank)",1856,1919,1
"Van Dyke, John Charles",1856,1932,1
"Matthews, William Henry",1919,no_deathdate,1
"Walcott, Earle Ashley",1859,1931,1
"Ireland, John",no_birthdate,1808,1
"Nichols, John",1745,1826,1
"Weber, Carl Maria",1890,1953,1
"Krzyzanowski, Otfried",1886,1918,1
"Williams, Lenore Wheeler",no_birthdate,no_deathdate,1
"Hermann, Georg",1871,1943,1
"Lassila, Maiju",1868,1918,1
"Darwin, Charles",1809,1882,1
"Orczy, Emmuska Orczy, Baroness",1865,1947,1
"Malcolm, John",1769,1833,1
"Nietzsche, Friedrich Wilhelm",1844,1900,1
"Drey, Arthur",1890,1965,1
"Wilson, Daniel, Sir",1816,1892,1
"Gogol, Nikolai Vasilevich",1809,1852,1
"Alger, Horatio, Jr.",1832,1899,1
"Metcalfe, Frederick",1815,1885,1
"Metcalfe, Frederick",1815,1885,1
"Smith, Caroline L.",no_birthdate,no_deathdate,1
"Wilhelmi, A. (Alexander)",1817,1877,1
"Ma, Zhiyuan",no_birthdate,no_deathdate,1
Xiaoxiaosheng,no_birthdate,no_deathdate,1
"Monroe, Harriet Earhart",1842,1927,1
"Mayhew, Horace",1816,1872,1
"Smith, Albert",1816,1860,1
"Thackeray, William Makepeace",1811,1863,1
"Mayhew, Henry",1812,1887,1
"À Beckett, Gilbert Abbott",1811,1856,1
"Mayhew, Henry",1812,1887,1
"Thackeray, William Makepeace",1811,1863,1
"Smith, Albert",1816,1860,1
"À Beckett, Gilbert Abbott",1811,1856,1
"Mayhew, Horace",1816,1872,1
"Li, Yu",1611,no_deathdate,1
"Yuan, Mei",1716,1798,1
"Oblinger, M. M. (Milo Milton)",1900,no_deathdate,1
"Ward, Lock, & Tyler",no_birthdate,no_deathdate,1
"Bloundelle-Burton, John",1850,1917,1
"Bloundelle-Burton, John",1850,1917,1
"Walpole, Hugh",1884,1941,1
"Warner, Charles Dudley",1829,1900,1
"Warner, Charles Dudley",1829,1900,1
"Mathews, Joanna H. (Joanna Hooe)",1849,1901,1
"Pompadour, Jeanne Antoinette Poisson, marquise de",1721,1764,1
"Balch, Edwin Swift",1856,1927,1
"Stratemeyer, Edward",1862,1930,1
"Hauptmann, Gerhart",1862,1946,1
"Becker, Julius Maria",1887,1949,1
"Toller, Ernst",1893,1939,1
"Schürer, Oskar",1892,1949,1
"Dahn, Felix",1834,1912,1
"Lewis, G. W. (George W.)",1837,no_deathdate,1
"Selja, Aapo",no_birthdate,no_deathdate,1
"Flaubert, Gustave",1821,1880,1
"Neufeld, Charles",1856,1918,1
"Blanco, A. E.",1877,1945,1
"Kornbluth, C. M. (Cyril M.)",1923,1958,1
"Pohl, Frederik",1919,2013,1
"Fox, Frances Margaret",1870,1959,1
"Gayangos, Pascual de",1809,1897,1
British Museum. Department of Manuscripts,no_birthdate,no_deathdate,1
"Holliday, F. C. (Fernandez C.)",1814,1888,1
"Carpenter, Helen McCowen",no_birthdate,1917,1
"Lassila, Maiju",1868,1918,1
"Bowen, Marjorie",1888,1952,1
"Baring, Maurice",1874,1945,1
"Lowndes, Marie Belloc",1868,1947,1
"Shen, Jiji",no_birthdate,no_deathdate,1
"Allcott, John V.",1905,1989,1
"Burnham, Clara Louise",1854,1927,1
"Nansen, Peter",1861,1918,1
"Maude, Aylmer",1858,1938,1
"Fraser, Alexander, Mrs.",1829,1908,1
Committee on Railway Mail Pay,no_birthdate,no_deathdate,1
"Palmer, William Scott",1848,no_deathdate,1
"Mallory, George",1886,1924,1
"Bennett, Arnold",1867,1931,1
"Bingham, Hiram",1875,1956,1
"Cannon, Richard",1779,1865,1
"Laurence, E. C. (Eleanor Constance)",no_birthdate,no_deathdate,1
"De Amicis, Edmondo",1846,1908,1
"Watson, Robert Grant",no_birthdate,1892,1
"Doyle, Arthur Conan",1859,1930,1
"Wirt, Mildred A. (Mildred Augustine)",1905,2002,1
"Wirt, Mildred A. (Mildred Augustine)",1905,2002,1
Faber-Castell (Firm),no_birthdate,no_deathdate,1
"Singmaster, Elsie",1879,1958,1
"Duncan, Francis",1836,1888,1
"D'Annunzio, Gabriele",1863,1938,1
"Jackson, Thomas",1798,1873,1
"Stanley, Arthur Penrhyn",1815,1881,1
"Irving, Washington",1783,1859,1
"Nietzsche, Friedrich Wilhelm",1844,1900,1
"Cunningham, Francis",1785,1863,1
"Runeberg, Fredrika Charlotta Tengström",1807,1879,1
"Yuan, Zhen",779,831,1
"McCormick, Eliot",1849,1891,1
"Ker, David",1842,1914,1
"Brown, E. E. (Emma Elizabeth)",1847,no_deathdate,1
"Ingersoll, Ernest",1852,1946,1
"Cheng, Yunsheng",no_birthdate,no_deathdate,1
"Hong, Sheng",1645,1704,1
"Guo, Xian, active 1st century",no_birthdate,no_deathdate,1
"James, Herbert",no_birthdate,no_deathdate,1
"Hoare, Edward",1812,1894,1
"Hoare, Edward",1812,1894,1
"Hoare, Edward",1812,1894,1
Unknown,no_birthdate,no_deathdate,1
"Guan, Hanqing",1210,1298,1
"Aikio, Matti",1872,1929,1
"Liu, Yiqing",403,444,1
"Kahra, Aatami",no_birthdate,no_deathdate,1
Unknown,no_birthdate,no_deathdate,1
"Capasso, Bartolommeo",1815,1900,1
"Walckenaer, C. A. (Charles Athanase)",1771,1852,1
"Hoffmann, Nina",1844,1914,1
"Lassila, Maiju",1868,1918,1
"Thomson, Joseph",1858,1895,1
