author_name,title_counts
"Bayly, Lewis, d. 1631.?",25
"Quarles, Francis, 1592-1644.?",25
"Shirley, James, 1596-1666.?",25
"Breton, Nicholas, 1545?-1626??",24
"Bolton, Robert, 1572-1631.?",23
"Byfield, Nicholas, 1579-1622.?",22
"Donne, John, 1572-1631.?",22
"Hooker, Thomas, 1586-1647.?",22
"Taylor, Thomas, 1576-1632.?",22
"Raleigh, Walter, Sir, 1552?-1618.?",21
Scotland. Sovereign (1625-1649 : Charles I)?,21
"Bacon, Francis, 1561-1626.?",20
"Heylyn, Peter, 1600-1662.?",20
"Pemble, William, 1592?-1623.?",20
"Sydenham, Humphrey, 1591-1650??",20
"Dent, Arthur, d. 1607.?",19
"Hieron, Samuel, 1576?-1617.?",19
"Smith, Henry, 1550?-1591.?",19
"Camden, William, 1551-1623.?",17
"Reynolds, Edward, 1599-1676.?",17
"Goodwin, Thomas, 1600-1680.?",16
"Brathwaite, Richard, 1588?-1673.?",15
"Du Moulin, Pierre, 1568-1658.?",15
"Gataker, Thomas, 1574-1654.?",15
"Gouge, William, 1578-1653.?",15
"Lily, William, 1468?-1522.?",15
"Ovid, 43 B.C.-17 or 18 A.D.?",15
"Andrewes, Lancelot, 1555-1626.?",14
"Dekker, Thomas, ca. 1572-1632.?",14
"Deloney, Thomas, 1543?-1600.?",14
"Dod, John, 1549?-1645.?",14
"Greene, Robert, 1558?-1592.?",14
"Massinger, Philip, 1583-1640.?",14
"White, John, fl. 1613-1651.?",14
"Brinsley, John, fl. 1581-1624.?",13
"Downame, John, d. 1652.?",13
"Dyke, Jeremiah, 1584-1639.?",13
England and Wales.?,13
"Wither, George, 1588-1667.?",13
"Allestree, Richard, fl. 1617-1643.?",12
"Ball, John, 1585-1640.?",12
Church of England. Province of Canterbury. Archbishop (1633-1645 : Laud)?,12
Church of Scotland.?,12
"Dade, William.?",12
"Featley, Daniel, 1582-1645.?",12
L. P. fl. 1625-1680??,12
"Mason, Henry, 1573?-1647.?",12
"Randolph, Thomas, 1605-1635.?",12
"Rous, Francis, 1579-1659.?",12
"Smith, Samuel, 1588-1665.?",12
"Ward, Samuel, 1577-1640.?",12
"Whately, William, 1583-1639.?",12
"Woodhouse, John.?",12
"Cotton, Clement.?",11
"Gerhard, Johann, 1582-1637.?",11
"Hayward, John, Sir, 1564?-1627.?",11
"Smith, John, 1580-1631.?",11
"Sofford, Arthur, fl. 1618-1641.?",11
"Ussher, James, 1581-1656.?",11
"Beaumont, Francis, 1584-1616.?",10
"Culverwell, Ezekiel, 1553 or 4-1631.?",10
"Denison, Stephen, d. 1649 or 50.?",10
"Earle, John, 1601?-1665.?",10
"Jackson, Thomas, 1579-1640.?",10
"Lynde, Humphrey, Sir.?",10
"Perkins, Samuel, fl. 1625-1643.?",10
"Pond, Edward, d. 1629.?",10
"Sclater, William, 1575-1626.?",10
"Vaux, John, ca. 1575-1651.?",10
"Watts, William, 1590?-1649.?",10
Anonymous?,"4,525"
England and Wales. Parliament.?,697
England and Wales. Sovereign (1625-1649 : Charles I)?,629
England and Wales.?,202
England and Wales. Parliament. House of Commons.?,166
"Taylor, John, 1580-1653.?",65
"Pym, John, 1584-1643.?",64
"Strafford, Thomas Wentworth, Earl of, 1593-1641.?",51
Church of England.?,42
"Prynne, William, 1600-1669.?",38
Scotland. Parliament.?,33
"Rudyerd, Benjamin, Sir, 1572-1658.?",29
"Bacon, Francis, 1561-1626.?",27
Church of Scotland. General Assembly.?,27
"Sternhold, Thomas, d. 1549.?",27
"Goodwin, John, 1594?-1665.?",24
City of London (England). Court of Common Council.?,23
"Goodwin, Thomas, 1600-1680.?",23
"Marshall, Stephen, 1594?-1655.?",23
"Holles, Denzil Holles, Baron, 1599-1680.?",22
"Parker, Henry, 1604-1652.?",22
"Dering, Edward, Sir, 1598-1644.?",21
"Essex, Robert Devereux, Earl of, 1591-1646.?",21
"Charles I, King of England, 1600-1649.?",20
"Hall, Joseph, 1574-1656.?",20
"Heylyn, Peter, 1600-1662.?",20
"Bristol, George Digby, Earl of, 1612-1677.?",19
"Burton, Henry, 1578-1648.?",19
Church of Scotland. General Assembly. Commission.?,19
"Cotton, John, 1584-1652.?",19
"Lenthall, William, 1591-1662.?",19
Scotland. Convention of Estates.?,18
"St. John, Oliver, 1598?-1673.?",18
"Howell, James, 1594?-1666.?",17
"Quarles, Francis, 1592-1644.?",17
"Sibbes, Richard, 1577-1635.?",17
"Woodward, Ezekias, 1590-1675.?",17
"Ainsworth, Henry, 1571-1622??",16
"Heywood, Thomas, d. 1641.?",16
Scotland.?,16
"Stoughton, John, d. 1639.?",15
"Walker, Henry, Ironmonger.?",15
"Booker, John, 1603-1667.?",14
Church of Scotland.?,14
"Fuller, Thomas, 1608-1661.?",14
Ireland. Lords Justices and Council.?,14
"Laud, William, 1573-1645.?",14
M. P. d. 1656??,14
"Rupert, Prince, Count Palatine, 1619-1682.?",14
"Bernard, Richard, 1568-1641.?",13
"Fairfax, Ferdinando Fairfax, Baron, 1584-1648.?",13
"Milton, John, 1608-1674.?",13
"Walker, George, 1581?-1651.?",13
"Wither, George, 1588-1667.?",13
"Brightman, Thomas, 1562-1607.?",12
"Burges, Cornelius, 1589?-1665.?",12
"Burroughs, Jeremiah, 1599-1646.?",12
England and Wales. Army.?,12
"Fiennes, Nathaniel, 1607 or 8-1669.?",12
Ireland. Parliament.?,12
"Jordan, Thomas, 1612?-1685??",12
"Shirley, James, 1596-1666.?",12
"Vicars, John, 1579 or 80-1652.?",12
"Andrewes, Lancelot, 1555-1626.?",11
"Brathwaite, Richard, 1588?-1673.?",11
"Bridge, William, 1600?-1670.?",11
"Cotton, Robert, Sir, 1571-1631.?",11
"Dury, John, 1596-1680.?",11
"Grimston, Harbottle, Sir, 1603-1685.?",11
"Mede, Joseph, 1586-1638.?",11
"Morton, Thomas, 1564-1659.?",11
"Ovid, 43 B.C.-17 or 18 A.D.?",11
"Preston, John, 1587-1628.?",11
T. B.?,11
"Ames, William, 1576-1633.?",10
"Baker, Richard, Sir, 1568-1645.?",10
"Calamy, Edmund, 1600-1666.?",10
England and Wales. Parliament. House of Lords.?,10
"Falkland, Lucius Cary, Viscount, 1610?-1643.?",10
"Hexham, Henry, 1585?-1650??",10
"Hooker, Thomas, 1586-1647.?",10
"Lockyer, Nicholas, 1611-1685.?",10
"Manchester, Edward Montagu, Earl of, 1602-1671.?",10
Scotland. Privy Council.?,10
"Warwick, Robert Rich, Earl of, 1587-1658.?",10
Anonymous?,"2,265"
England and Wales. Parliament.?,232
England and Wales.?,111
England and Wales. Sovereign (1625-1649 : Charles I)?,60
England and Wales. Lord Protector (1653-1658 : O. Cromwell)?,58
"Hammond, Henry, 1605-1660.?",54
England and Wales. Parliament. House of Commons.?,46
"Eleanor, Lady, d. 1652.?",45
Church of Scotland. General Assembly. Commission.?,44
"Lilburne, John, 1614?-1657.?",39
Church of Scotland. General Assembly.?,36
Scotland. Parliament.?,35
"Fuller, Thomas, 1608-1661.?",32
"Taylor, Jeremy, 1613-1667.?",32
"Prynne, William, 1600-1669.?",31
England and Wales. Army.?,29
Scotland. Convention of Estates.?,29
"Gauden, John, 1605-1662.?",28
"Hall, Joseph, 1574-1656.?",28
"Howell, James, 1594?-1666.?",27
"Shepard, Thomas, 1605-1649.?",26
"Sternhold, Thomas, d. 1549.?",26
"Cromwell, Oliver, 1599-1658.?",25
England and Wales. Army. Council.?,24
"Fairfax, Thomas Fairfax, Baron, 1612-1671.?",24
"Fenner, William, 1600-1640.?",24
"Cleveland, John, 1613-1658.?",23
"Cotton, John, 1584-1652.?",23
"Quarles, Francis, 1592-1644.?",23
"Baxter, Richard, 1615-1691.?",22
"Burroughs, Jeremiah, 1599-1646.?",22
"Sheppard, William, d. 1675??",22
"Younge, Richard.?",22
"Collier, Thomas, fl. 1691.?",21
"Goodwin, Thomas, 1600-1680.?",21
"Love, Christopher, 1618-1651.?",21
Scotland. Parliament. Committee of Estates.?,21
Westminster Assembly (1643-1652)?,21
"Collinges, John, 1623-1690.?",20
"Taylor, John, 1580-1653.?",20
L. P. fl. 1625-1680??,19
"Walker, Clement, 1595-1651.?",19
"Bîhme, Jakob, 1575-1624.?",18
Ireland. Lord Deputy (1652-1655 : Fleetwood)?,17
"Jenkins, David, 1582-1663.?",17
"Caryl, Joseph, 1602-1673.?",16
"Charles I, King of England, 1600-1649.?",16
City of London (England). Court of Common Council.?,16
"Culpeper, Nicholas, 1616-1654.?",16
"Dury, John, 1596-1680.?",16
"Jessey, Henry, 1603-1663.?",16
"Markham, Gervase, 1568?-1637.?",16
"Ussher, James, 1581-1656.?",16
"Venning, Ralph, 1621?-1674.?",16
"Fox, George, 1624-1691.?",15
Scotland.?,15
"Booker, John, 1603-1667.?",14
"Dickson, David, 1583?-1663.?",14
England and Wales. Council of State.?,14
"Hartlib, Samuel, d. 1662.?",14
"Raleigh, Walter, Sir, 1552?-1618.?",14
"Ross, Alexander, 1591-1654.?",14
"Shirley, James, 1596-1666.?",14
"Wing, Vincent, 1619-1668.?",14
"Ball, John, 1585-1640.?",13
"Dove, Jonathan.?",13
"Fisher, Edward, fl. 1627-1655.?",13
"Mede, Joseph, 1586-1638.?",13
"Saltmarsh, John, d. 1647.?",13
"Wither, George, 1588-1667.?",13
"Brayne, John.?",12
"Hutton, Richard, Sir, 1561?-1639.?",12
"Milton, John, 1608-1674.?",12
"Owen, John, 1616-1683.?",12
R. F. d. 1666.?,12
"Reynolds, Edward, 1599-1676.?",12
"Charles II, King of England, 1630-1685.?",11
"Goodwin, John, 1594?-1665.?",11
"Hardy, Nathaniel, 1618-1670.?",11
"Naylor, James, 1617?-1660.?",11
"Pond, Edward, d. 1629.?",11
"Vines, Richard, 1600?-1656.?",11
"Wilkins, John, 1614-1672.?",11
"Beaumont, Francis, 1584-1616.?",10
"Donne, John, 1572-1631.?",10
"Evans, Arise, b. 1607.?",10
"Grotius, Hugo, 1583-1645.?",10
Ireland. Commissioners of the Common-wealth of England for the Affairs of Ireland.?,10
Ireland. Lord Lieutenant (1641-1649 : Ormonde)?,10
"Orrery, Roger Boyle, Earl of, 1621-1679.?",10
Scotland. Privy Council.?,10
"Wharton, George, Sir, 1617-1681.?",10
Anonymous?,"2,246"
England and Wales. Sovereign (1660-1685 : Charles II)?,170
England and Wales.?,86
England and Wales. Parliament.?,85
"Fox, George, 1624-1691.?",84
"Baxter, Richard, 1615-1691.?",70
"Burrough, Edward, 1634-1662.?",61
"Prynne, William, 1600-1669.?",50
Church of England.?,45
"Reynolds, Edward, 1599-1676.?",37
"L'Estrange, Roger, Sir, 1616-1704.?",34
"Penington, Isaac, 1616-1679.?",34
"Smith, Humphrey, d. 1663.?",34
"Naylor, James, 1617?-1660.?",33
"Smith, William, d. 1673.?",33
"Taylor, Jeremy, 1613-1667.?",32
"Albemarle, George Monck, Duke of, 1608-1670.?",30
"Fox, George, d. 1661.?",29
J. P. d. 1671??,29
Scotland. Privy Council.?,25
"Howgill, Francis, 1618-1669.?",24
"Hammond, Henry, 1605-1660.?",22
"Hardy, Nathaniel, 1618-1670.?",22
"Bayly, William, d. 1675.?",21
"Bishop, George, d. 1668.?",21
England and Wales. Lord Protector (1653-1658 : O. Cromwell)?,21
"Howell, James, 1594?-1666.?",21
"Younge, Richard.?",21
"Bagshaw, Edward, 1629-1671.?",20
"Brooks, Thomas, 1608-1680.?",20
"Gauden, John, 1605-1662.?",20
"Whitehead, George, 1636?-1723.?",19
"Butler, Samuel, 1612-1680.?",18
"Culpeper, Nicholas, 1616-1654.?",18
"Fuller, Thomas, 1608-1661.?",18
"Hubberthorn, Richard, 1628-1662.?",18
"Jordan, Thomas, 1612?-1685??",18
"Markham, Gervase, 1568?-1637.?",18
"Charles II, King of England, 1630-1685.?",17
England and Wales. Parliament. House of Commons.?,17
"Heylyn, Peter, 1600-1662.?",17
"Pierce, Thomas, 1622-1691.?",17
"Ussher, James, 1581-1656.?",17
"Crofton, Zachary, 1625 or 6-1672.?",16
D. W.?,16
"Bîhme, Jakob, 1575-1624.?",15
"Crook, John, 1617-1699.?",15
"Quarles, Francis, 1592-1644.?",15
"Burroughs, Jeremiah, 1599-1646.?",14
City of London (England). Court of Common Council.?,14
Ireland. Lord Lieutenant (1661-1669 : Ormonde)?,14
"Wollrich, Humphry, 1633?-1707.?",14
"Allestree, Richard, 1619-1681.?",13
"Bacon, Francis, 1561-1626.?",13
"Calamy, Edmund, 1600-1666.?",13
"Cleveland, John, 1613-1658.?",13
"Fenner, William, 1600-1640.?",13
"Fox, Margaret Askew Fell, 1614-1702.?",13
"Heath, James, 1629-1664.?",13
"Watson, Thomas, d. 1686.?",13
"Wharton, George, Sir, 1617-1681.?",13
"Wither, George, 1588-1667.?",13
"Blount, Thomas, 1618-1679.?",12
"Cotton, John, 1584-1652.?",12
D. B. fl. 1650-1660.?,12
"England and Wales. Laws, statutes, etc.?",12
England and Wales. Parliament. House of Lords.?,12
"Gadbury, John, 1627-1704.?",12
"Hall, Joseph, 1574-1656.?",12
"La Calprenäde, Gaultier de Coste, seigneur de, d. 1663.?",12
"Leigh, Edward, 1602-1671.?",12
"Osborne, Francis, 1593-1659.?",12
Scotland.?,12
Scotland. Parliament. Committee of Estates.?,12
"Tatham, John, fl. 1632-1664.?",12
"Venning, Ralph, 1621?-1674.?",12
"Vines, Richard, 1600?-1656.?",12
"Violet, Thomas, fl. 1634-1662.?",12
"Coke, Edward, Sir, 1552-1634.?",11
"Evelyn, John, 1620-1706.?",11
"Love, Christopher, 1618-1651.?",11
R. F. d. 1666.?,11
"Sheppard, William, d. 1675??",11
"Wild, Robert, 1609-1679.?",11
"Bramhall, John, 1594-1663.?",10
"Cocker, Edward, 1631-1675.?",10
England and Wales. Council of State.?,10
"Hutton, Richard, Sir, 1561?-1639.?",10
L. P. fl. 1625-1680??,10
Westminster Assembly (1643-1652)?,10
Anonymous?,"1,780"
England and Wales. Sovereign (1660-1685 : Charles II)?,239
Scotland. Privy Council.?,46
England and Wales.?,45
"Baxter, Richard, 1615-1691.?",41
Church of England.?,40
"Patrick, Simon, 1626-1707.?",38
"Allestree, Richard, 1619-1681.?",33
"Fox, George, 1624-1691.?",33
"Taylor, Jeremy, 1613-1667.?",33
"Penn, William, 1644-1718.?",31
"Boyle, Robert, 1627-1691.?",30
"Dryden, John, 1631-1700.?",29
"Smith, William, d. 1673.?",29
University of Oxford.?,26
"Brooks, Thomas, 1608-1680.?",24
City of London (England).?,24
"Ogilby, John, 1600-1676.?",22
"Clarke, Samuel, 1599-1682.?",21
"Gadbury, John, 1627-1704.?",21
"Vincent, Thomas, 1634-1678.?",21
"Younge, Richard.?",21
"Coke, Edward, Sir, 1552-1634.?",20
"Glanvill, Joseph, 1636-1680.?",20
"Maynwaringe, Everard, 1628-1699??",19
"Stillingfleet, Edward, 1635-1699.?",19
"Wild, Robert, 1609-1679.?",19
"Whitehead, George, 1636?-1723.?",18
"Bacon, Francis, 1561-1626.?",17
Ireland. Lord Lieutenant (1672-1677 : Essex)?,17
"Lilly, William, 1602-1681.?",17
"Quarles, Francis, 1592-1644.?",17
"Chamberlayne, Edward, 1616-1703.?",16
"Flecknoe, Richard, d. 1678??",16
"Penington, Isaac, 1616-1679.?",16
"Lily, William, 1468?-1522.?",15
"Owen, John, 1616-1683.?",15
"Poole, Matthew, 1624-1679.?",15
Poor Robin.?,15
"Stubbe, Henry, 1632-1676.?",15
"Andrews, William, ca. 1635-1713.?",14
"Heylyn, Peter, 1600-1662.?",14
Ireland. Lord Deputy.?,14
"Leti, Gregorio, 1630-1701.?",14
"Leybourn, William, 1626-1716.?",14
"Marvell, Andrew, 1621-1678.?",14
"Milton, John, 1608-1674.?",14
"Newcastle, Margaret Cavendish, Duchess of, 1624?-1674.?",14
"Rapin, RenÇ, 1621-1687.?",14
United Provinces of the Netherlands. Staten Generaal.?,14
"Bunyan, John, 1628-1688.?",13
"Culpeper, Nicholas, 1616-1654.?",13
"Gouge, Thomas, 1605-1681.?",13
Ireland. Lord Lieutenant (1661-1669 : Ormonde)?,13
"Lloyd, William, 1627-1717.?",13
"Mackenzie, George, Sir, 1636-1691.?",13
"Watson, Thomas, d. 1686.?",13
"Wing, Vincent, 1619-1668.?",13
"Wither, George, 1588-1667.?",13
"Crook, John, 1617-1699.?",12
"Evelyn, John, 1620-1706.?",12
"Gale, Theophilus, 1628-1678.?",12
"Gray, Andrew, 1633-1656.?",12
"Prynne, William, 1600-1669.?",12
"Saunders, Richard, 1613-1675.?",12
"Swan, John, d. 1671.?",12
"Tanner, John, ca. 1636-1715.?",12
"Cocker, Edward, 1631-1675.?",11
"Dewsbury, William, 1621-1688.?",11
"Dyer, William, d. 1696.?",11
"Eachard, John, 1636?-1697.?",11
"Fox, Margaret Askew Fell, 1614-1702.?",11
"Janeway, James, 1636?-1674.?",11
"Playford, John, 1623-1686??",11
R. A. 1611-1681.?,11
R. F. d. 1666.?,11
"Sanderson, Robert, 1587-1663.?",11
"Sherwin, William, 1607-1687??",11
"Trigge, Thomas.?",11
"Ward, Seth, 1617-1689.?",11
"Bayly, Lewis, d. 1631.?",10
"Burnet, Gilbert, 1643-1715.?",10
"Coale, Josiah, 1632?-1668.?",10
"Digby, Kenelm, Sir, 1603-1665.?",10
"Doolittle, Thomas, 1632?-1707.?",10
"Dove, Jonathan.?",10
"Jordan, Thomas, 1612?-1685??",10
"Markham, Gervase, 1568?-1637.?",10
"Meriton, George, 1634-1711.?",10
"Newton, John, 1622-1678.?",10
Person of quality.?,10
"Pond, Edward, d. 1629.?",10
"Rose, George, mathematician.?",10
"Sergeant, John, 1622-1707.?",10
"Swallow, John.?",10
"White, William.?",10
Anonymous?,"2,670"
England and Wales. Sovereign (1660-1685 : Charles II)?,190
Scotland. Privy Council.?,69
"Fox, George, 1624-1691.?",59
"L'Estrange, Roger, Sir, 1616-1704.?",57
Church of England.?,47
"Baxter, Richard, 1615-1691.?",46
"Allestree, Richard, 1619-1681.?",45
"Stillingfleet, Edward, 1635-1699.?",34
England and Wales.?,33
"Penn, William, 1644-1718.?",33
"Boyle, Robert, 1627-1691.?",30
"Patrick, Simon, 1626-1707.?",27
Ireland. Lord Lieutenant (1677-1685 : Ormonde)?,25
England and Wales. Parliament.?,24
"Hart, John, D.D.?",24
"Burnet, Gilbert, 1643-1715.?",22
"Dryden, John, 1631-1700.?",22
J. C.?,22
"Lilly, William, 1602-1681.?",21
"Bunyan, John, 1628-1688.?",20
Ireland. Lord Lieutenant (1672-1677 : Essex)?,20
J. B.?,20
"Taylor, Jeremy, 1613-1667.?",20
England and Wales. Parliament. House of Commons.?,19
"Mather, Increase, 1639-1723.?",19
Person of quality.?,19
Poor Robin.?,19
"Lloyd, William, 1627-1717.?",18
"Owen, John, 1616-1683.?",18
"Gadbury, John, 1627-1704.?",17
"Coles, Elisha, 1640?-1680.?",16
"Marvell, Andrew, 1621-1678.?",16
"Rochester, John Wilmot, Earl of, 1647-1680.?",16
"Gouge, Thomas, 1605-1681.?",15
"Head, Richard, 1637?-1686??",15
"Oates, Titus, 1649-1705.?",15
"Tillotson, John, 1630-1694.?",15
City of London (England).?,14
"Comber, Thomas, 1645-1699.?",14
"Croft, Herbert, 1603-1691.?",14
"Hobbes, Thomas, 1588-1679.?",14
Scotland. Sovereign (1649-1685 : Charles II)?,14
"Seller, John, fl. 1658-1698.?",14
"Settle, Elkanah, 1648-1724.?",14
"Haines, Richard, 1633-1685.?",13
"Hale, Matthew, Sir, 1609-1676.?",13
"Humfrey, John, 1621-1719.?",13
"Keith, George, 1639?-1716.?",13
University of Oxford.?,13
"Durham, James, 1622-1658.?",12
Massachusetts. General Court.?,12
"Ogilby, John, 1600-1676.?",12
"Walsh, Peter, 1618?-1688.?",12
"Wilkins, John, 1614-1672.?",12
"Barclay, Robert, 1648-1690.?",11
"Clarke, Samuel, 1599-1682.?",11
"Cocker, Edward, 1631-1675.?",11
"Cotton, Charles, 1630-1687.?",11
"Dangerfield, Thomas, 1650?-1685.?",11
"Duffett, Thomas.?",11
"Flavel, John, 1630?-1691.?",11
"Janeway, James, 1636?-1674.?",11
"Nalson, John, 1638?-1686.?",11
"Ness, Christopher, 1621-1705.?",11
"Partridge, John, 1644-1715.?",11
"Saunders, Richard, 1613-1675.?",11
"Winstanley, William, 1628?-1698.?",11
"Bacon, Francis, 1561-1626.?",10
"Barrow, Isaac, 1630-1677.?",10
"Bates, William, 1625-1699.?",10
"Blount, Charles, 1654-1693.?",10
"Brooks, Thomas, 1608-1680.?",10
"Culpeper, Nicholas, 1616-1654.?",10
"D'Urfey, Thomas, 1653-1723.?",10
"Du Moulin, Peter, 1601-1684.?",10
"Filmer, Robert, Sir, d. 1653.?",10
"Glanvill, Joseph, 1636-1680.?",10
"Heylyn, Peter, 1600-1662.?",10
"Howe, John, 1630-1705.?",10
"Lily, William, 1468?-1522.?",10
Scotland.?,10
Anonymous?,"3,191"
England and Wales. Sovereign (1685-1688 : James II)?,87
England and Wales. Sovereign (1660-1685 : Charles II)?,84
Church of England.?,78
Scotland. Privy Council.?,70
"Dryden, John, 1631-1700.?",58
"L'Estrange, Roger, Sir, 1616-1704.?",54
"Burnet, Gilbert, 1643-1715.?",49
"Baxter, Richard, 1615-1691.?",48
"Fox, George, 1624-1691.?",43
"Penn, William, 1644-1718.?",37
"Sherlock, William, 1641?-1707.?",32
"D'Urfey, Thomas, 1653-1723.?",30
"Patrick, Simon, 1626-1707.?",29
"Bunyan, John, 1628-1688.?",28
"R. B., 1632?-1725??",25
"Tillotson, John, 1630-1694.?",25
"Nalson, John, 1638?-1686.?",24
"Hickeringill, Edmund, 1631-1708.?",23
"Hickes, George, 1642-1715.?",23
England and Wales.?,22
"Settle, Elkanah, 1648-1724.?",22
"Mackenzie, George, Sir, 1636-1691.?",21
"Allestree, Richard, 1619-1681.?",20
"Behn, Aphra, 1640-1689.?",20
"Boyle, Robert, 1627-1691.?",19
"Comber, Thomas, 1645-1699.?",19
"Mather, Increase, 1639-1723.?",19
"Gother, John, d. 1704.?",18
"Stillingfleet, Edward, 1635-1699.?",18
"Turner, John, b. 1649 or 50.?",18
"Pelling, Edward, d. 1718.?",17
"Scott, John, 1639-1695.?",16
"Goodman, John, 1625 or 6-1690.?",15
"Hale, Matthew, Sir, 1609-1676.?",15
"Keach, Benjamin, 1640-1704.?",15
"Oldham, John, 1653-1683.?",15
Person of quality.?,15
Scotland.?,15
"Horneck, Anthony, 1641-1697.?",14
"Otway, Thomas, 1652-1685.?",14
"Owen, John, 1616-1683.?",14
"Taylor, Jeremy, 1613-1667.?",14
City of London (England). Court of Common Council.?,13
J. S. fl. 1680-1702.?,13
"Sprat, Thomas, 1635-1713.?",13
"Tate, Nahum, 1652-1715.?",13
"Williams, John, 1636?-1709.?",13
"Willis, Thomas, 1621-1675.?",13
"Bossuet, Jacques BÇnigne, 1627-1704.?",12
England and Wales. Parliament. House of Commons.?,12
"Long, Thomas, 1621-1707.?",12
"Phillips, John, 1631-1706.?",12
"Shaftesbury, Anthony Ashley Cooper, Earl of, 1621-1683.?",12
"Smythies, William, d. 1715.?",12
"Whitaker, Edward.?",12
"Calamy, Benjamin, 1642-1686.?",11
"Cave, William, 1637-1713.?",11
"Chamberlayne, Edward, 1616-1703.?",11
"Claude, Jean, 1619-1687.?",11
"Colledge, Stephen, 1635?-1681.?",11
"Cowley, Abraham, 1618-1667.?",11
"Fowler, Edward, 1632-1714.?",11
"Ken, Thomas, 1637-1711.?",11
"Lilly, William, 1602-1681.?",11
"Ness, Christopher, 1621-1705.?",11
"Salmon, William, 1644-1713.?",11
"Tryon, Thomas, 1634-1703.?",11
"Turner, Francis, 1638?-1700.?",11
"Barrow, Isaac, 1630-1677.?",10
"Beveridge, William, 1637-1708.?",10
"Bold, S. 1649-1737.?",10
City of London (England). Lord Mayor.?,10
"Crown, Mr. 1640?-1712.?",10
"De Laune, Thomas, d. 1685.?",10
England and Wales. Parliament.?,10
"Gadbury, John, 1627-1704.?",10
"Hammond, Henry, 1605-1660.?",10
"Humfrey, John, 1621-1719.?",10
J. S.?,10
"Manton, Thomas, 1620-1677.?",10
"Percy, James, 1619-1690??",10
"Petty, William, Sir, 1623-1687.?",10
"Russell, William, Lord, 1639-1683.?",10
"Seller, John, fl. 1658-1698.?",10
University of Oxford.?,10
"Woolley, Hannah, fl. 1670.?",10
Anonymous?,"3,287"
England and Wales. Sovereign (1689-1694 : William and Mary)?,115
Scotland. Privy Council.?,99
"Burnet, Gilbert, 1643-1715.?",97
England and Wales. Sovereign (1685-1688 : James II)?,75
"William III, King of England, 1650-1702.?",60
Church of England.?,48
"Sherlock, William, 1641?-1707.?",44
"Dryden, John, 1631-1700.?",39
England and Wales. Parliament.?,36
"Wake, William, 1657-1737.?",30
"Penn, William, 1644-1718.?",28
"Stillingfleet, Edward, 1635-1699.?",28
"Baxter, Richard, 1615-1691.?",27
"Mather, Cotton, 1663-1728.?",26
"Millington, Edward, d. 1703.?",26
"Stephens, Edward, d. 1706.?",26
"Tillotson, John, 1630-1694.?",26
"Halifax, George Savile, Marquis of, 1633-1695.?",25
"Patrick, Simon, 1626-1707.?",25
"Shadwell, Thomas, 1642?-1692.?",24
"Beverley, Thomas.?",23
"James II, King of England, 1633-1701.?",23
"Bunyan, John, 1628-1688.?",22
England and Wales. Parliament. House of Lords.?,22
Scotland.?,22
"Behn, Aphra, 1640-1689.?",21
"Comber, Thomas, 1645-1699.?",21
"Johnson, Samuel, 1649-1703.?",20
"Tenison, Thomas, 1636-1715.?",20
"Boyle, Robert, 1627-1691.?",19
"Ferguson, Robert, d. 1714.?",19
Person of quality.?,19
"Care, Henry, 1646-1688.?",18
"Lloyd, William, 1627-1717.?",18
"Fox, George, 1624-1691.?",17
"Gother, John, d. 1704.?",17
Scotland. Parliament.?,17
"Brown, Thomas, 1663-1704.?",16
"Bullord, John.?",16
"D'Urfey, Thomas, 1653-1723.?",16
"L'Estrange, Roger, Sir, 1616-1704.?",16
Scotland. Convention of Estates.?,15
"Tutchin, John, 1661?-1707.?",15
"Williams, John, 1636?-1709.?",15
"Partridge, John, 1644-1715.?",14
"R. H., 1609-1678.?",14
"Settle, Elkanah, 1648-1724.?",14
"Whitby, Daniel, 1638-1726.?",14
"Ames, Richard, d. 1693.?",13
"Clagett, William, 1646-1688.?",13
England and Wales.?,13
"Gee, Edward, 1657-1730.?",12
"James, Elinor.?",12
"Jurieu, Pierre, 1637-1713.?",12
"Mather, Increase, 1639-1723.?",12
"Sharp, John, 1645-1714.?",12
"Tryon, Thomas, 1634-1703.?",12
A. B.?,11
"Flavel, John, 1630?-1691.?",11
"Horneck, Anthony, 1641-1697.?",11
"Lily, William, 1468?-1522.?",11
"Long, Thomas, 1621-1707.?",11
N. N.?,11
Plutarch.?,11
"Rule, Gilbert, 1629?-1701.?",11
"Stafford, Richard, 1663-1703.?",11
"Tate, Nahum, 1652-1715.?",11
"Allestree, Richard, 1619-1681.?",10
"Allix, Pierre, 1641-1717.?",10
"Burgess, Daniel, 1645-1713.?",10
England and Wales. Parliament. House of Commons.?,10
"Grantham, Thomas, 1634-1692.?",10
"Keach, Benjamin, 1640-1704.?",10
"King, William, 1650-1729.?",10
"Manby, Peter, d. 1697.?",10
"R. B., 1632?-1725??",10
"Sabran, Lewis, 1652-1732.?",10
"Whitehead, George, 1636?-1723.?",10
Anonymous?,"2,477"
Scotland. Privy Council.?,170
England and Wales. Sovereign (1689-1694 : William and Mary)?,66
England and Wales. Sovereign (1694-1702 : William III)?,52
Church of England.?,46
"Dryden, John, 1631-1700.?",43
"Sherlock, William, 1641?-1707.?",41
"Mather, Cotton, 1663-1728.?",39
"Bentley, Richard, 1662-1742.?",38
Ireland.?,38
"Keith, George, 1639?-1716.?",36
