author_name,title_count
Anonymous,1
"Butler, Samuel, 1835-1902",1
"Lamothe-Langon, Etienne-LÈon, baron de, 1786-1864",1
"Buchanan, George, 1763-1808",1
"Poole, William Frederick, 1821-1894",1
"Reynolds, Mack, 1917-1983",1
"Green, Anna Katharine, 1846-1935",1
"Storm, Theodor, 1817-1888",1
"Kingston, William Henry Giles, 1814-1880",1
"Barnes, William Horatio",1
"Graydon, William Murray, 1864-1946",1
"Onkel Adam, 1804-1889",1
"Hoatson, A.",1
"Tomlinson, H. M. (Henry Major), 1873-1958",1
"Fletcher, John, 1579-1625",1
"Beaumont, Francis, 1584-1616",1
"Shen, Dao, 350? BC-275? BC",1
"Tenneshaw, S. M.",1
"Ehrenstein, Carl",1
"Hyde, Grant Milnor, 1889-",1
"Still, A. T. (Andrew Taylor), 1828-1917",1
"Yezierska, Anzia",1
"Stratemeyer, Edward, 1862-1930",1
"Cody, H. A. (Hiram Alfred), 1872-1948",1
"Stables, Gordon, 1840-1910",1
"Baird, Jean K. (Jean Katherine), 1872-1918",1
"Yuanhuyanshuisanren, 17th/18th cent.",1
"Harte, Bret, 1836-1902",1
"Paternoster, G. Sidney, 1866-",1
"Asnyk, Adam, 1838-1897",1
"Garneau, F.-X. (FranÁois-Xavier), 1809-1866",1
"Taylor, James Hudson, 1832-1905",1
"Hough, Emerson, 1857-1923",1
"Barry, Fanny",1
"Simonetta, Francesco, 1410-1480",1
"Reuter, Gabriele, 1859-1941",1
"Dumas, Alexandre, 1802-1870",1
"Deland, Margaret Wade Campbell, 1857-1945",1
"Baden-Powell, Agnes, 1858-1945",1
"Low, Juliette Gordon, 1860-1927",1
"Baden-Powell of Gilwell, Robert Stephenson Smyth Baden-Powell, Baron, 1857-1941",1
"Fernald, James Champlin, 1838-1918",1
"Symons, Arthur, 1865-1945",1
"Collard, Wolter Louis Albert",1
"Doane, Rennie Wilbur, 1871-",1
"Cooper, James Fenimore, 1789-1851",1
"Chesterton, G. K. (Gilbert Keith), 1874-1936",1
United States,1
"Field, David Dudley, 1805-1894",1
"Vaknin, Samuel, 1961-",1
"Roe, W. R. (William Robert)",1
"Hughes, Rupert, 1872-1956",1
"Shakespeare, William, 1564-1616",1
"Thoreau, Henry David, 1817-1862",1
"Garrison, William Lloyd, 1805-1879",1
"Arundel, Louis",1
"Steiner, Rudolf, 1861-1925",1
"Berry, Don",1
"Von Arnim, Elizabeth, 1866-1941",1
Various,1
"Porter, Peter A. (Peter Augustus), 1853-1925",1
"Condorcet, Jean-Antoine-Nicolas de Caritat, marquis de, 1743-1794",1
"Brown, Florence Verbell",1
"Ebers, Georg, 1837-1898",1
"Roosevelt, Theodore, 1858-1919",1
"Lodge, Henry Cabot, 1850-1924",1
"Field, Chester",1
"Ribbius, Gerlacus",1
"Burney, Fanny, 1752-1840",1
"Robinson, Doane, 1856-1946",1
"Dunsany, Edward John Moreton Drax Plunkett, Baron, 1878-1957",1
"Huxley, Thomas Henry, 1825-1895",1
"Parker, Gilbert, 1862-1932",1
"Shakespeare, William, 1564-1616",1
"Savage, Arthur Dekker",1
"Bailey, James Blake",1
"Davies, Mary Carolyn",1
"Worde, Wynkyn de, -1534?",1
"Von Wald, E. G.",1
"Carroll, Mitchell, 1870-1925",1
"Lema√Ætre, Jules, 1853-1914",1
"Dutt, William A. (William Alfred), 1870-1939",1
"RÈmusat, Claire de (Claire …lisabeth Jeanne Gravier de Vergennes de), 1780-1824",1
Various,1
"Green, Anna Katharine, 1846-1935",1
"Hickey, H. B., 1916-",1
"Francis, Lee",1
"Gaal, JÛzsef, 1811-1866",1
"Wirt, Mildred A. (Mildred Augustine), 1905-2002",1
"Halleck, Fitz-Greene",1
"Hubbard, Elbert, 1856-1915",1
"Dirks, J.",1
"Kock, Paul de, 1793-1871",1
"Casimiro, Augusto",1
"Newman, John Henry, 1801-1890",1
"Caine, Hall, Sir, 1853-1931",1
"Nathorst, A. G. (Alfred Gabriel), 1850-1921",1
"Kelly, Florence Finch, 1858-1939",1
"Leslie, Madeline, 1815-1893",1
"Leslie, Emma",1
"Mathews, Joanna H. (Joanna Hooe), 1849-1901",1
"Cullum, Ridgwell, 1867-1943",1
"Corneille, Pierre, 1606-1684",1
"Lever, Charles James, 1806-1872",1
"Simmel, Georg, 1858-1918",1
"Hamilton, Cosmo, 1872?-1942",1
"Walser, Robert, 1878-1956",1
"Kipling, Rudyard, 1865-1936",1
"Fraser, Alexander",1
"Mangasarian, M. M. (Mangasar Mugurditch), 1859-1943",1
Unknown,1
"Townshend, R. B. (Richard Baxter), 1846-1923",1
"Avery, Harold, 1867-1943",1
"Whishaw, Frederick, 1854-1934",1
"Gardner, Ethellyn",1
"Scherzer, Karl Ritter von",1
"Royal baking powder company, New York",1
"Gillmore, Inez Haynes, 1873-1970",1
"Grant, Robert, 1852-1940",1
"Hill, J. Arthur",1
"Wellman, John",1
"Millingen, Julius R. Van",1
"Burgess, Thornton W. (Thornton Waldo), 1874-1965",1
"Vivanti, Annie, 1866-1942",1
"Endr≈ëdi, S·ndor, 1850-1920",1
"Bangs, John Kendrick, 1862-1922",1
Various,1
Unknown,1
"Wollaston, Thomas Vernon",1
"Machen, Arthur, 1863-1947",1
"Panache, Madame, 1790?-1881",1
"Michelet, Jules, 1798-1874",1
"Quinet, Edgar, 1803-1874",1
"Hardwick, Charles",1
"Wit, Augusta de, 1864-1939",1
"Heine, Heinrich, 1797-1856",1
"Drummond, Henry, 1851-1897",1
"Barrie, J. M. (James Matthew), 1860-1937",1
"Monkhouse, William Cosmo, 1840-1901",1
"Benson, E. F. (Edward Frederic), 1867-1940",1
"K·d·r, Lehel, 1884-1935",1
"Patents, United States Committee on",1
"Porta, Giambattista della, 1535?-1615",1
"Clark, Charles Heber, 1841-1915",1
George Sturt (AKA George Bourne),1
"Bower, John Graham, 1886-1940",1
"Alexander, Mrs., 1825-1902",1
"Ahrenberg, Jacob, 1847-1914",1
"Dante Alighieri, 1265-1321",1
"Hermann, Isaac",1
"Day, Thomas, 1748-1789",1
"Huntley, Florence",1
"Riddle, Betsey",1
"Stolzenberg, Freifrau von Hutten zum",1
"Thaly, K·lm·n",1
"Rivera, Jose Maria, 1882-",1
"Hope, Anthony, 1863-1933",1
"Reed, Myrtle, 1874-1911",1
"Setzer, Henry W.",1
"Quental, Antero de, 1842-1891",1
"Thomas, Cyrus, 1825-1910",1
"Belcher, Joseph",1
"Douglas, Amanda Minnie, 1831-1916",1
"Wade, Mary Hazelton Blanchard, 1860-1936",1
"McManus, Blanche, 1869-1935",1
"Baroja, P√≠o, 1872-1956",1
"Walker, Rowland",1
Various,1
Anonymous,1
"Miller, Mary Rogers",1
"Vineyard, Thomas Elbert",1
"Tolstoy, Leo, graf, 1828-1910",1
"Austin, Mary Hunter, 1868-1934",1
"La Tour du Pin Gouvernet, Henriette Lucie Dillon, marquise de, 1770-1853",1
"Wallace, Edgar, 1875-1932",1
"Darlington, Edgar B. P.",1
"Strindberg, August, 1849-1912",1
"Meredith, George, 1828-1909",1
"Smiles, Samuel, 1812-1904",1
"Dickens, Charles, 1812-1870",1
"Slowinski, David",1
"Balzac, HonorÈ de, 1799-1850",1
"Waterlow, Sydney, 1878-1944",1
"Valera, Paolo, 1850-1926",1
"Stoker, Bram, 1847-1912",1
"Butler, Samuel, 1835-1902",1
"Churchill, Winston, 1871-1947",1
"Savary, Anne-Jean-Marie-RenÈ, duc de Rovigo, 1774-1833",1
"Pereda, JosÈ Mar√≠a de, 1833-1906",1
"Dechmann, Louis",1
"Phillips, David Graham, 1867-1911",1
"Lasker, Edward, 1885-1981",1
"Motley, John Lothrop, 1814-1877",1
"La Fontaine, Jean de, 1621-1695",1
"Petronius Arbiter, 20-66",1
"Haapanen, Emmi, 1866-1947",1
"Otis, James, 1848-1912",1
"Chambers, Robert W. (Robert William), 1865-1933",1
"Binder, Eando",1
"Jacobs, W. W. (William Wymark), 1863-1943",1
"Draycott, Gladys M.",1
"Lind-af-Hageby, L. (Lizzy), 1878-1963",1
"Parker, Gilbert, 1862-1932",1
"Parker, Gilbert, 1862-1932",1
"Dumas, Alexandre, 1802-1870",1
"Wilde, Oscar, 1854-1900",1
"Lang, Andrew, 1844-1912",1
"Kingston, William Henry Giles, 1814-1880",1
"Valmonte, Engracio L., 1889-",1
"Anderson, Nephi, 1865-1923",1
"Watts, Isaac, 1674-1748",1
"Burton, Richard Francis, Sir, 1821-1890",1
"Schiller, Friedrich, 1759-1805",1
"Raimund, Ferdinand, 1790-1836",1
"Zhu, Xi, 1130-1200",1
"Hewlett, Maurice, 1861-1923",1
Various,1
"Standish, Burt L., 1866-1945",1
"Crawford, F. Marion (Francis Marion), 1854-1909",1
"Holbach, Paul Henri Thiry, baron d', 1723-1789",1
"Verde, Ces·rio, 1855-1886",1
"Doyle, Arthur Conan, 1859-1930",1
"Foote, Mary Hallock, 1847-1938",1
"Boccaccio, Giovanni, 1313-1375",1
Various,1
Various,1
"Hardy, Thomas, 1840-1928",1
"Boyd, Mary Stuart, -1937",1
"Jacobs, W. W. (William Wymark), 1863-1943",1
"Dolbey, Robert Valentine, 1878-1937",1
"Metz-Koning, Maria Catherina, 1864-1926",1
"Miles, Alexander",1
"Thomson, Alexis, 1863-1924",1
Anonymous,1
"Lauder, Harry, Sir, 1870-1950",1
"Hubbard, Elbert, 1856-1915",1
Various,1
"Hauff, Wilhelm, 1802-1827",1
Various,1
"More, Henry, 1614-1687",1
"Hamsun, Knut, 1859-1952",1
Various,1
"Leacock, Stephen, 1869-1944",1
"Premio-Real, comte de, 1840-1888",1
"Wells, Carolyn, 1862-1942",1
"Leino, Eino, 1878-1926",1
"Sweeting, W. D. (Walter Debenham), 1839-1913",1
"Van Dyke, Henry, 1852-1933",1
"Hales, A. G. (Alfred Greenwood), 1870-1936",1
"Wigstrˆm, Eva, 1832-1901",1
"Meade, L. T., 1854-1914",1
"Scott, John Reed, 1869-1942",1
"Campen, M. H. Van, 1874-1942",1
Various,1
"Quiller-Couch, Arthur, 1863-1944",1
Various,1
"Fuseli, Henry",1
"Hardy, Thomas, 1840-1928",1
"Montgomery, D. H. (David Henry), 1837-1928",1
"Demolder, EugËne, 1862-1919",1
"Baldwin, James, 1841-1925",1
"Shakespeare, William, 1564-1616",1
"Holmes, John Haynes, 1879-1964",1
"Baccini, Ida, 1850-1911",1
Various,1
"Gunnison, Charles A., 1861-1897",1
"McGuire, John Joseph, 1917-1981",1
"Piper, H. Beam, 1904-1964",1
Ontario. Ministry of Education,1
"Cervantes Saavedra, Miguel de, 1547-1616",1
"Beard, Lina",1
"Beard, Adelia B. (Adelia Belle), 1857-1920",1
"Blake, Emily Calvin, 1882-",1
"Hart, Abraham",1
"Carey, Edward",1
"Newcomb, Simon, 1835-1909",1
"Doctorow, Cory, 1971-",1
Various,1
"Shelley, Mary Wollstonecraft, 1797-1851",1
"Rockwood, Roy",1
"Piper, H. Beam, 1904-1964",1
"Young, Clarence",1
"Quintilianus, Marcus Fabius, 35-100?",1
"Stevens, George Alexander, 1710-1784?",1
"Maurois, AndrÈ, 1885-1967",1
"Gray, Thomas, 1716-1771",1
"Darwin, Charles, 1809-1882",1
Various,1
"Searchfield, Emilie",1
"Scott-James, R. A. (Rolfe Arnold), 1878-",1
"Twain, Mark, 1835-1910",1
"Lee, J. F.",1
Anonymous,1
"Nettelbeck, Joachim, 1738-1824",1
"Carlyle, Thomas, 1795-1881",1
"John, the Apostle, Saint",1
"Crawford, F. Marion (Francis Marion), 1854-1909",1
"Ibsen, Henrik, 1828-1906",1
"Farrow, G. E. (George Edward), 1866?-1920?",1
"Smiles, Samuel, 1812-1904",1
"Pemberton, Max, Sir, 1863-1950",1
"Johnson, Samuel, 1709-1784",1
"Walpole, Horace, 1717-1797",1
"Beckford, William, 1760-1844",1
"Gaskell, Elizabeth Cleghorn, 1810-1865",1
"Woolman, Mary Schenck, 1860-",1
"Qingxidaoren, 17th cent.",1
"Ellis, J. Breckenridge (John Breckenridge), 1870-1956",1
"Shakespeare, William, 1564-1616",1
"Ling, Mengchu, 1580-1644",1
"Burgess, Thornton W. (Thornton Waldo), 1874-1965",1
"Flaubert, Gustave, 1821-1880",1
"Dawson, A. J. (Alec John), 1872-1952",1
"Jones, John P. (John Peter), 1847-1916",1
"Serao, Matilde, 1856-1927",1
"Caprin, Giulio, 1880-1958",1
"Stephens, H. L. (Henry Louis), 1824-1882",1
Various,1
"James, Henry, 1843-1916",1
"Parker, Eric, 1870-1955",1
"Bernard, F.",1
"Omelka, Frantiöek, 1904-1960",1
"Sparks, W. H. (William Henry), 1800-1882",1
"Dick, Philip K., 1928-1982",1
"Carlton, Henry Fisk",1
"Browne, J. Ross (John Ross), 1821-1875",1
"Mayson, Walter H. (Walter Henry), 1835-1904",1
"Spurgeon, Charles Haddon",1
"Goolrick, John T.",1
Various,1
"Rovetta, Gerolamo, 1854-1910",1
"Swift, Jonathan, 1667-1745",1
"Curon, L. O.",1
"Walker, Rowland",1
"Williamson, Jack, 1908-2006",1
Various,1
Various,1
"Kant, Immanuel, 1724-1804",1
"MacMahon, Henry",1
"Rice, Cale Young, 1872-1943",1
"Davidson, Samuel, 1806-1898",1
"Strindberg, August, 1849-1912",1
"Giles, J. A. (John Allen), 1808-1884",1
"Hilary, Saint, Bishop of Poitiers, -367?",1
"Davis, Richard Harding, 1864-1916",1
Philippines. Bureau of Education,1
"D'Oliveira, E. (Elias), 1886-1944",1
"Allain, Marcel, 1885-1969",1
"Souvestre, Pierre, 1874-1914",1
"Dawson, A. J. (Alec John), 1872-1952",1
"Lee, M. Raymond",1
"Durrant, Stephen David, 1902-1975",1
"Hansen, Richard M.",1
"Vikelas, Demetrios, 1835-1908",1
"Andersen, H. C. (Hans Christian), 1805-1875",1
"Eeden, Frederik van, 1860-1932",1
Anonymous,1
"Sweetser, Kate Dickinson, -1939",1
"Jacobs, W. W. (William Wymark), 1863-1943",1
"Wise, H. A. (Henry Augustus), 1819-1869",1
"Pimentel, Alberto, 1849-1925",1
"Comte, Auguste, 1798-1857",1
Various,1
Various,1
"Crane, Laura Dent",1
"Griggs, William C.",1
"Spielhagen, Friedrich, 1829-1911",1
"Trevena, John, 1870-",1
Various,1
"Colvin, Sidney, 1845-1927",1
"Talman, Charles Fitzhugh",1
"Adams, Samuel Hopkins, 1871-1958",1
"Bradlaugh, Charles, 1833-1891",1
Various,1
"Henty, G. A. (George Alfred), 1832-1902",1
"Reed, Helen Leah, 1860-1926",1
"Turgenev, Ivan Sergeevich, 1818-1883",1
"Hellaakoski, Aaro, 1893-1952",1
"Dickens, Charles, 1812-1870",1
"Traill, H. D. (Henry Duff), 1842-1900",1
Lector,1
"Byron, May Clarissa Gillington, -1936",1
Various,1
"Stevenson, Robert Louis, 1850-1894",1
"Bronson, Edgar Beecher, 1856-1917",1
"Maupassant, Guy de, 1850-1893",1
"Onions, Oliver, 1873-1961",1
"Oman, Charles William Chadwick, 1860-1946",1
"Perkins, Thomas, Rev., 1842-1907",1
"Van Loon, Hendrik Willem, 1882-1944",1
"Gordon, Lina Duff",1
"Buck, Charles Neville, 1879-1930",1
"Fisk, Wilbur",1
"Snaith, J. C. (John Collis), 1876-1936",1
"Leslie, Eliza, 1787-1858",1
"Sherman, Francis",1
"Hoare, Edward, 1812-1894",1
"Lee, Eliza Buckminster, 1788-1864",1
"Paine, Albert Bigelow, 1861-1937",1
"Riis, Jacob A. (Jacob August), 1849-1914",1
"Brooks, Van Wyck",1
"Rae, Janet Milne, 1844-1933",1
"Lebert, Marie",1
Various,1
"McIntyre, John Thomas, 1871-1951",1
"Schickele, RenÈ",1
"Sand, George, 1804-1876",1
"Ohnet, Georges, 1848-1918",1
"Aitken, Edward Hamilton, 1851-1909",1
"Hanshew, Mary E.",1
"Hanshew, Thomas W., 1857-1914",1
"Ball, C J",1
"Cervantes, Michel",1
"Sessions, Frederick",1
"Young, Clarence",1
"`Abdu'l-Bah·, 1844-1921",1
Various,1
"Louwerse, Pieter, 1840-1909",1
"Conrad, Joseph, 1857-1924",1
"Fox, Frank, 1874-1960",1
"Sharp, William, 1855-1905",1
"Benson, E. F. (Edward Frederic), 1867-1940",1
Various,1
"Butler, Ellis Parker, 1869-1937",1
"Keese, William L.",1
Unknown,1
"Manning, Samuel",1
"Green, S. G.",1
"Chotzner, Joseph",1
"France, Lewis B.",1
"Krohn, Julius, 1835-1888",1
"Gallizier, Nathan, 1866-1927",1
"Spyri, Johanna, 1827-1901",1
"Virgil, 70 BC-19 BC",1
"James, Henry, 1843-1916",1
"Lowell, James Russell, 1819-1891",1
"Burroughs, Edgar Rice, 1875-1950",1
"Hutsko, Joe, 1963-",1
"Lang, Andrew, 1844-1912",1
"Myerson, Abraham, 1881-1948",1
"Wilde, Oscar, 1854-1900",1
Various,1
"Holmes, Oliver Wendell, 1809-1894",1
"Cooper, James Fenimore, 1789-1851",1
"Raine, William MacLeod, 1871-1954",1
"Hough, Emerson, 1857-1923",1
"Huxley, Thomas Henry, 1825-1895",1
"Meredith, George, 1828-1909",1
"Bangs, John Kendrick, 1862-1922",1
"Trowbridge, J. T. (John Townsend), 1827-1916",1
"Lang, Andrew, 1844-1912",1
"Meredith, George, 1828-1909",1
"Herford, Oliver, 1863-1935",1
"Ebers, Georg, 1837-1898",1
"La Fontaine, Jean de, 1621-1695",1
"Byers, J. W.",1
"Halleck, Reuben Post, 1859-1936",1
"Quibell, James Edward, 1867-1935",1
"Holmes, Mary Jane, 1825-1907",1
"Traill, Catharine Parr Strickland, 1802-1899",1
"Hooker, Joseph Dalton, 1817-1911",1
"Balzac, HonorÈ de, 1799-1850",1
"Smith, E. E. (Edward Elmer), 1890-1965",1
"Williams, Robert Moore, 1907-1977",1
"Milne, A. A. (Alan Alexander), 1882-1956",1
"Liu, Xiang, 77? BC-6? BC",1
"Victoria, Queen of Great Britain, 1819-1901",1
"Hakluyt, Richard, 1552?-1616",1
"Zola, …mile, 1840-1902",1
"Day, Clarence, 1874-1935",1
"Thierry, James Francis",1
"Montgomery, H. B. (Helen Barrett), 1861-1934",1
"Lessing, Gotthold Ephraim, 1729-1781",1
"De Mille, James, 1833-1880",1
"Zola, …mile, 1840-1902",1
"Aristophanes, 446? BC-385? BC",1
"Willson, Thomas E., -1901",1
"Gandhi, Mahatma, 1869-1948",1
"Jacobs, W. W. (William Wymark), 1863-1943",1
"Falke, Gustav, 1853-1916",1
"N˙Òez Cabeza de Vaca, Alvar, 16th cent.",1
"MÈry, Joseph, 1798-1865",1
"Sandeau, Jules, 1811-1883",1
"Gautier, ThÈophile, 1811-1872",1
"Girardin, Emile de, Mme., 1804-1855",1
"Hancock, H. Irving (Harrie Irving), 1868-1922",1
Erckmann-Chatrian,1
"Scott, Walter, 1771-1832",1
"Jacobs, W. W. (William Wymark), 1863-1943",1
"Whittier, John Greenleaf, 1807-1892",1
"Davis, Richard Harding, 1864-1916",1
"Massis, Henri, 1886-1970",1
"Bang, Herman, 1857-1912",1
"Swisshelm, Jane Grey Cannon, 1815-1884",1
Various,1
"Boswell, James, 1740-1795",1
"Church, Ella Rodman, 1831-",1
"Maquet, Auguste, 1813-1888",1
United States. Work Projects Administration,1
"Charles, Elizabeth Rundle, 1828-1896",1
"Gordon, Thomas Edward, Sir, 1832-1914",1
Various,1
"Hancock, H. Irving (Harrie Irving), 1868-1922",1
"Sand, George, 1804-1876",1
Various,1
"Twain, Mark, 1835-1910",1
"Nordhoff, Charles, 1830-1901",1
"Lippmann, Walter, 1889-1974",1
"Wells, H. G. (Herbert George), 1866-1946",1
"Quental, Antero de, 1842-1891",1
"Jung, Franz",1
"Defoe, Daniel, 1661?-1731",1
"O'Kelly, Seumas, 1875?-1918",1
"Lebert, Marie",1
"Kohn, Salomon, 1825-1904",1
"Bierce, Ambrose, 1842-1914?",1
"Arthur, T. S. (Timothy Shay), 1809-1885",1
"Hamerton, Philip Gilbert, 1834-1894",1
"Grosclaude, Etienne, 1858-1932",1
Various,1
"Craik, Dinah Maria Mulock, 1826-1887",1
"Baillie, Joanna, 1762-1851",1
"Quiller-Couch, Mabel, 1866?-1924",1
"Nicholson, Meredith, 1866-1947",1
"Allinson, T. R. (Thomas Richard)",1
"Walton, William, 1843-1915",1
Various,1
"O'Donnell, Elliott, 1872-1965",1
"Pinkerton, Allan, 1819-1884",1
"Hugo, Victor, 1802-1885",1
"Home, Gordon, 1878-1969",1
"Hough, Emerson, 1857-1923",1
Various,1
Various,1
"PolÈn, Rietrik, 1823-1884",1
"Bacheller, Irving, 1859-1950",1
"Griffith, William, 1810-1845",1
Anonymous,1
"Carleton, William, 1794-1869",1
"Meynell, Alice, 1847-1922",1
"Lermina, Jules, 1839-1915",1
"Lee, Holme, 1828-1900",1
"De los Reyes, Angel",1
"Crake, A. D. (Augustine David), 1836-1890",1
"Gower, Ronald Sutherland, Lord, 1845-1916",1
"Morgan, John Hartman, 1876-1955",1
"Shakespeare, William, 1564-1616",1
Various,1
Various,1
"Otis, James, 1848-1912",1
"Moody, Dwight Lyman, 1837-1899",1
"Causey, James, 1924-2003",1
"Standish, Burt L., 1866-1945",1
"Oppenheim, E. Phillips (Edward Phillips), 1866-1946",1
Various,1
"Edgeworth, Maria, 1767-1849",1
"Griffith, George Chetwynd, 1857-1906",1
"Hope, Laura Lee",1
"Bramah, Ernest, 1869?-1942",1
"Shakespeare, William, 1564-1616",1
"Levett Yeats, S. (Sidney)",1
"Morris, Elisabeth Woodbridge, 1870-1964",1
"Hecquet, Mme., active 1755",1
"La Condamine, Charles-Marie de, 1701-1774",1
"Baines, Thomas",1
"Benson, William, 1682-1754",1
"Bonnycastle, Richard Henry, Sir, 1791-1847",1
"Verne, Jules, 1828-1905",1
Various,1
"PÈrez GaldÛs, Benito, 1843-1920",1
"Beddard, Frank E.",1
"Black, William, 1841-1898",1
"Bohn, Henry G.",1
"Chatto, William Andrew",1
"Jackson, John",1
"Morganti, Bento",1
"Le Sage, Alain RenÈ, 1668-1747",1
"Orth, Samuel Peter, 1873-1922",1
"Guizot, FranÁois, 1787-1874",1
"Luo, Guanzhong, 1330?-1400?",1
"Meredith, George, 1828-1909",1
"Brown, E. E.",1
"Durham, Victor G.",1
"Guerber, H. A. (HÈlËne Adeline), 1859-1929",1
"Huysmans, J.-K. (Joris-Karl), 1848-1907",1
United States. Patent Office,1
"Ballantyne, R. M. (Robert Michael), 1825-1894",1
"Cory, David, 1872-1966",1
"Motley, John Lothrop, 1814-1877",1
"Molesworth, Mrs., 1839-1921",1
"Pitou, Louis Ange, 1767-1846",1
"Finn, James, -1872",1
"Vera, 1865-",1
"Peard, Frances Mary, 1835-1923",1
Various,1
"Jacobs, W. W. (William Wymark), 1863-1943",1
"Marshall, John, 1755-1835",1
Various,1
"Andrews, Elisha Benjamin, 1844-1917",1
"Abbott, Jacob, 1803-1879",1
"Russell, William Clark, 1844-1911",1
"Hope, Anthony, 1863-1933",1
"Ballantyne, R. M. (Robert Michael), 1825-1894",1
"Chaplin, Heman White, 1847-1924",1
"Mukerji, Dhan Gopal, 1890-1936",1
"Gates, Eleanor, 1875-1951",1
Unknown,1
"Janvier, Thomas A. (Thomas Allibone), 1849-1913",1
"Douglas, Amanda Minnie, 1831-1916",1
"Roy, Lillian Elizabeth, 1868-1932",1
"Lynd, Robert, 1879-1949",1
"Langhuanshanqiao, 18th/19th cent.",1
"Porta, Giambattista della, 1535?-1615",1
Various,1
"Little, A. G. (Andrew George), 1863-1945",1
"Wilson, Ann",1
"Cather, Willa, 1873-1947",1
"Korzybski, Alfred, 1879-1950",1
"Yuan, Mei, 1716-1798",1
"Sykes, Frederick Hugh, Sir, 1877-1954",1
Various,1
"Haslam, John, 1764-1844",1
"Valera, Juan, 1824-1905",1
"Biggs, William, 1755-1827",1
"Sophocles, 495? BC-406 BC",1
"McFeeters, J. C. (James Calvin), 1848-1928",1
"Wood, Eugene, 1860-1923",1
"Chase, Mary Ellen, 1887-1973",1
Various,1
"Richards, Laura Elizabeth Howe, 1850-1943",1
"Kingston, William Henry Giles, 1814-1880",1
"Kingston, William Henry Giles, 1814-1880",1
"Harte, Bret, 1836-1902",1
"Hobbes, John Oliver, 1867-1906",1
"Sylvain, Adrien, 1826-1914",1
"Otis, James, 1848-1912",1
"Borrow, George, 1803-1881",1
Anonymous,1
"Smith, Ruel Perley, 1869-1937",1
"Raleigh, Walter Alexander, Sir, 1861-1922",1
"Perrault, Charles, 1628-1703",1
Various,1
"Davies, Randall, 1866-1946",1
"CanÈ, Miguel, 1851-1905",1
"Roberts, Charles G. D., Sir, 1860-1943",1
"Wilson, Richard, 1920-1987",1
"Bedford-Jones, H. (Henry), 1887-1949",1
"Whiting, Lilian, 1847-1942",1
"Ottolengui, Rodrigues, 1861?-1937",1
"Crawford, F. Marion (Francis Marion), 1854-1909",1
"Chicoyneau, FranÁois, 1672-1752",1
"Verny, Monsieur, active 1720-1721",1
"Soulier, Monsieur",1
"Morison, James Cotter, 1832-1888",1
"Lever, Charles James, 1806-1872",1
"Fenn, George Manville, 1831-1909",1
"Mitford, Bertram, 1855-1914",1
"Boothby, Guy, 1867-1905",1
"Browne, Frederick W.",1
"Vieira, JosÈ Augusto",1
"Hornung, E. W. (Ernest William), 1866-1921",1
"McMurry, Charles A. (Charles Alexander), 1857-1929",1
"Madders, S. S.",1
"Borrow, George, 1803-1881",1
"Roosevelt, Wyn, 1870-",1
"Eggleston, George Cary, 1839-1911",1
"Oliveira, Jo„o Duarte",1
"Chaffers, William",1
"Pushkin, Aleksandr Sergeevich, 1799-1837",1
"Stratemeyer, Edward, 1862-1930",1
Various,1
"Titus, Harold, 1888-1967",1
"Pimentel, Alberto, 1849-1925",1
"…nault, Louis, 1824-1900",1
"Broughton, Rhoda, 1840-1920",1
"Hulbert, Archer Butler, 1873-1933",1
"White, William Patterson, 1884-",1
"Warner, Anne, 1869-1913",1
"Strunk, William",1
"Rahkonen, A.",1
"Reclus, …lie",1
"Ehrenstein, Albert",1
"Wassermann, Jakob, 1873-1934",1
"Blount, James H.",1
"Stables, Gordon, 1840-1910",1
"Hope, Laura Lee",1
"Knox-Little, W. J. (William John), 1839-1918",1
"Cuyler, Theodore L. (Theodore Ledyard), 1822-1909",1
"Carpenter, William Boyd, 1841-1918",1
"Maclaren, Ian, 1850-1907",1
"Quarrier, William, 1829-1903",1
Various,1
"Tyndale, William, 1494?-1536",1
"Taggart, Marion Ames, 1866-1945",1
"W¸rtenberger, Karl Friedrich",1
"MacCathmhaoil, Seosamh",1
"Yeats, W. B. (William Butler), 1865-1939",1
Anonymous,1
"Mason, A. E. W. (Alfred Edward Woodley), 1865-1948",1
"Kellogg, John Jackson, 1837-1916",1
"Chesterton, G. K. (Gilbert Keith), 1874-1936",1
"Luce, A. A. (Arthur Aston), 1882-1977",1
"Sand, George, 1804-1876",1
"Pilniak, Boris, 1894-1937",1
"Barney, J. Stewart (John Stewart), -1925",1
"Irvine, Leigh H.",1
"Keary, Annie",1
"Keary, E.",1
"Grimm, George",1
"Cleland, Robert",1
"Hugo, Victor, 1802-1885",1
Various,1
Various,1
"Beers, Henry A. (Henry Augustin), 1847-1926",1
"Marlowe, Christopher, 1564-1593",1
"Sainte-Beuve, Charles Augustin, 1804-1869",1
"Tshehov, Anton, 1860-1904",1
"Atkinson, William Walker, 1862-1932",1
"Pauli, Reinhold, 1823-1882",1
"d'Ameno, Louis Marie Sinistrari",1
"Pu, Songling, 1640-1715",1
"Wells, Carolyn, 1862-1942",1
"Kent, Rockwell, 1882-1971",1
"James, G. P. R. (George Payne Rainsford), 1801-1860",1
"Edmundson, George, 1848-1930",1
"Storm, Theodor, 1817-1888",1
"Shepherd, C. K.",1
"Holmes, Mary Jane, 1825-1907",1
"Champollion, Jean-FranÁois, 1790-1832",1
