author_name,first_name,last_name,title,count,fraction_total,dataset
William Shakespeare,William,Shakespeare,not_applicable,33180,0.022192,open_syllabus
Diana Hacker,Diana,Hacker,not_applicable,18974,0.01269,open_syllabus
Geoffrey Chaucer,Geoffrey,Chaucer,not_applicable,10448,0.006988,open_syllabus
William Wordsworth,William,Wordsworth,not_applicable,9977,0.006673,open_syllabus
Edgar Allan Poe,Edgar Allen,Poe,not_applicable,9904,0.006624,open_syllabus
T. S. Eliot,T S,Eliot,not_applicable,8398,0.005617,open_syllabus
William Faulkner,William,Faulkner,not_applicable,8108,0.005423,open_syllabus
Virginia Woolf,Virginia,Woolf,not_applicable,7673,0.005132,open_syllabus
Nathaniel Hawthorne,Nathaniel,Hawthorne,not_applicable,7016,0.004693,open_syllabus
Ernest Hemingway,Ernest,Hemingway,not_applicable,7016,0.004693,open_syllabus
Laurie G. Kirszner,Laurie G,Kirszner,not_applicable,6909,0.004621,open_syllabus
John Milton,John,Milton,not_applicable,6834,0.004571,open_syllabus
James Joyce,James,Joyce,not_applicable,6797,0.004546,open_syllabus
Mary Wollstonecraft Shelley,Mary Wollstonecraft,Shelley,not_applicable,6358,0.004252,open_syllabus
Stephen R. Mandell,Stephen R,Mandell,not_applicable,6271,0.004194,open_syllabus
Jane Austen,Jane,Austen,not_applicable,6235,0.00417,open_syllabus
Toni Morrison,Toni,Morrison,not_applicable,6183,0.004135,open_syllabus
Samuel Taylor Coleridge,Samuel Taylor,Coleridge,not_applicable,6168,0.004125,open_syllabus
William Blake,William,Blake,not_applicable,5811,0.003887,open_syllabus
Herman Melville,Herman,Melville,not_applicable,5781,0.003867,open_syllabus
Gerald Graff,Gerald,Graff,not_applicable,5594,0.003741,open_syllabus
Jonathan Swift,Jonathan,Swift,not_applicable,5429,0.003631,open_syllabus
Cathy Birkenstein,Cathy,Birkenstein,not_applicable,5275,0.003528,open_syllabus
John Keats,John,Keats,not_applicable,5250,0.003511,open_syllabus
Walt Whitman,Walt,Whitman,not_applicable,5210,0.003485,open_syllabus
Kate Chopin,Kate,Chopin,not_applicable,5179,0.003464,open_syllabus
Mark Twain,Mark,Twain,not_applicable,4950,0.003311,open_syllabus
Sophocles,Sophocles,,not_applicable,4939,0.003303,open_syllabus
Andrea A. Lunsford,Andrea A,Lunsford,not_applicable,4869,0.003257,open_syllabus
C. S. Lewis,C S,Lewis,not_applicable,4856,0.003248,open_syllabus
Charlotte Perkins Gilman,Charlotte,Perkins Gilman,not_applicable,4801,0.003211,open_syllabus
Joseph Conrad,Joseph,Conrad,not_applicable,4798,0.003209,open_syllabus
Charles Dickens,Charles,Dickens,not_applicable,4716,0.003154,open_syllabus
Alfred Tennyson Tennyson,Alfred,Tennyson,not_applicable,4697,0.003142,open_syllabus
Oscar Wilde,Oscar,Wilde,not_applicable,4482,0.002998,open_syllabus
John Donne,John,Donne,not_applicable,4434,0.002966,open_syllabus
Henry David Thoreau,Henry David,Thoreau,not_applicable,4316,0.002887,open_syllabus
Henry James,Henry,James,not_applicable,4256,0.002847,open_syllabus
F. Scott Fitzgerald,F Scott,Fitzgerald,not_applicable,4216,0.00282,open_syllabus
Robert Frost,Robert,Frost,not_applicable,4096,0.00274,open_syllabus
Joseph Gibaldi,Joseph,Gibaldi,not_applicable,4055,0.002712,open_syllabus
Homer,Homer,,not_applicable,3955,0.002645,open_syllabus
Robert Browning,Robert,Browning,not_applicable,3954,0.002645,open_syllabus
Alice Walker,Alice,Walker,not_applicable,3924,0.002624,open_syllabus
George Orwell,George,Orwell,not_applicable,3916,0.002619,open_syllabus
Ralph Waldo Emerson,Ralph Waldo,Emerson,not_applicable,3875,0.002592,open_syllabus
X. J. Kennedy,X J,Kennedy,not_applicable,3848,0.002574,open_syllabus
Mary Wollstonecraft,Mary,Wollstonecraft,not_applicable,3799,0.002541,open_syllabus
John J. Ruszkiewicz,John J,Ruszkiewicz,not_applicable,3789,0.002534,open_syllabus
Percy Bysshe Shelley,Percy Bysshe,Shelley,not_applicable,3744,0.002504,open_syllabus
Plato,Plato,,not_applicable,3715,0.002485,open_syllabus
Flannery O.'Connor,Flannery,O'Connor,not_applicable,3709,0.002481,open_syllabus
Jane E. Aaron,Jane E,Aaron,not_applicable,3658,0.002447,open_syllabus
Alexander Pope,Alexander,Pope,not_applicable,3650,0.002441,open_syllabus
Christopher Marlowe,Christopher,Marlowe,not_applicable,3479,0.002327,open_syllabus
Martin Luther King,Martin Luther,King,not_applicable,3384,0.002263,open_syllabus
Franz Kafka,Franz,Kafka,not_applicable,3310,0.002214,open_syllabus
Aristotle,Aristotle,,not_applicable,3244,0.00217,open_syllabus
Sigmund Freud,Sigmund,Freud,not_applicable,3228,0.002159,open_syllabus
M. H. Abrams,M H,Abrams,not_applicable,3120,0.002087,open_syllabus
John Steinbeck,John,Steinbeck,not_applicable,3072,0.002055,open_syllabus
Zora Neale Hurston,Zora Neale,Hurston,not_applicable,3034,0.002029,open_syllabus
Richard H. Bullock,Richard H,Bullock,not_applicable,2999,0.002006,open_syllabus
W. B. Yeats,W B,Yeats,not_applicable,2928,0.001958,open_syllabus
Sylvan Barnet,Sylvan,Barnet,not_applicable,2920,0.001953,open_syllabus
Raymond Carver,Raymond,Carver,not_applicable,2863,0.001915,open_syllabus
Tim O.'Brien,Tim,O'Brien,not_applicable,2838,0.001898,open_syllabus
William Strunk,William,Strunk,not_applicable,2838,0.001898,open_syllabus
Stephen Crane,Stephen,Crane,not_applicable,2830,0.001893,open_syllabus
Langston Hughes,Langston,Hughes,not_applicable,2809,0.001879,open_syllabus
Matthew Arnold,Matthew,Arnold,not_applicable,2786,0.001863,open_syllabus
Edmund Spenser,Edmund,Spenser,not_applicable,2762,0.001847,open_syllabus
Chinua Achebe,Chinua,Achebe,not_applicable,2758,0.001845,open_syllabus
Arthur Miller,Arthur,Miller,not_applicable,2751,0.00184,open_syllabus
Thomas Hardy,Thomas,Hardy,not_applicable,2694,0.001802,open_syllabus
John Langan,John,Langan,not_applicable,2641,0.001766,open_syllabus
Euripides,Euripides,,not_applicable,2553,0.001708,open_syllabus
Lester Faigley,Lester,Faigley,not_applicable,2550,0.001706,open_syllabus
Sandra Cisneros,Sandra,Cisneros,not_applicable,2469,0.001651,open_syllabus
Edith Wharton,Edith,Wharton,not_applicable,2467,0.00165,open_syllabus
Ben Jonson,Ben,Jonson,not_applicable,2456,0.001643,open_syllabus
Daniel Defoe,Daniel,Defoe,not_applicable,2449,0.001638,open_syllabus
Margaret Atwood,Margaret,Atwood,not_applicable,2403,0.001607,open_syllabus
Nina Baym,Nina,Baym,not_applicable,2401,0.001606,open_syllabus
Andrew Marvell,Andrew,Marvell,not_applicable,2385,0.001595,open_syllabus
D. H. Lawrence,D H,Lawrence,not_applicable,2329,0.001558,open_syllabus
Stella Cottrell,Stella,Cottrell,not_applicable,2325,0.001555,open_syllabus
Edward W. Said,Edward W,Said,not_applicable,2320,0.001552,open_syllabus
William Carlos Williams,William Carlos,Williams,not_applicable,2310,0.001545,open_syllabus
Samuel Beckett,Samuel,Beckett,not_applicable,2308,0.001544,open_syllabus
Aphra Behn,Aphra,Behn,not_applicable,2301,0.001539,open_syllabus
Anton Pavlovich Chekhov,Anton Pavlovich,Chekhov,not_applicable,2299,0.001538,open_syllabus
Sherman Alexie,Sherman,Alexie,not_applicable,2271,0.001519,open_syllabus
Tennessee Williams,Tennessee,Williams,not_applicable,2271,0.001519,open_syllabus
Benjamin Franklin,Benjamin,Franklin,not_applicable,2270,0.001518,open_syllabus
Leslie Marmon Silko,Leslie marmon,Silko,not_applicable,2249,0.001504,open_syllabus
Emily Dickinson,Emily,Dickinson,not_applicable,2210,0.001478,open_syllabus
Ralph Ellison,Ralph,Ellison,not_applicable,2191,0.001465,open_syllabus
Robert Louis Stevenson,Robert Louis,Stevenson,not_applicable,2180,0.001458,open_syllabus
James Baldwin,James,Baldwin,not_applicable,2178,0.001457,open_syllabus
Ovid,Ovid,,not_applicable,2171,0.001452,open_syllabus
Allen Ginsberg,Allen,Ginsberg,not_applicable,2153,0.00144,open_syllabus
Frederick Douglass,Frederick,Douglass,not_applicable,2146,0.001435,open_syllabus
Washington Irving,Washington,Irving,not_applicable,2133,0.001427,open_syllabus
Terry Eagleton,Terry,Eagleton,not_applicable,2099,0.001404,open_syllabus
Samuel Johnson,Samuel,Johnson,not_applicable,2097,0.001403,open_syllabus
Richard Johnson-Sheehan,Richard,Johnson-Sheehan,not_applicable,2054,0.001374,open_syllabus
Michel Foucault,Michel,Foucault,not_applicable,2050,0.001371,open_syllabus
George Eliot,George,Eliot,not_applicable,2049,0.00137,open_syllabus
Rise B. Axelrod,Rise B,Axelrod,not_applicable,2039,0.001364,open_syllabus
Leo Tolstoy,Leo,Tolstoy,not_applicable,2013,0.001346,open_syllabus
Harold Bloom,Harold,Bloom,not_applicable,2003,0.00134,open_syllabus
Joyce Carol Oates,Joyce Carol,Oates,not_applicable,1974,0.00132,open_syllabus
Richard Bullock,Richard,Bullock,not_applicable,1958,0.00131,open_syllabus
Francine Weinberg,Francine,Weinberg,not_applicable,1958,0.00131,open_syllabus
Thomas Jefferson,Thomas,Jefferson,not_applicable,1956,0.001308,open_syllabus
Harriet A. Jacobs,Harriet A,Jacobs,not_applicable,1953,0.001306,open_syllabus
Shirley Jackson,Shirley,Jackson,not_applicable,1947,0.001302,open_syllabus
George Gordon Byron Byron,George Gordon,Byron,not_applicable,1937,0.001296,open_syllabus
Philip Sidney,Philip,Sidney,not_applicable,1926,0.001288,open_syllabus
J. M. Coetzee,J M,Coetzee,not_applicable,1918,0.001283,open_syllabus
Dana Gioia,Dana,Gioia,not_applicable,1915,0.001281,open_syllabus
Henrik Ibsen,Henrik,Ibsen,not_applicable,1886,0.001261,open_syllabus
Louise Erdrich,Louise,Erdrich,not_applicable,1870,0.001251,open_syllabus
Susan Glaspell,Susan,Glaspell,not_applicable,1869,0.00125,open_syllabus
Virgil,Virgil,,not_applicable,1866,0.001248,open_syllabus
Kurt Vonnegut,Kurt,Vonnegut,not_applicable,1832,0.001225,open_syllabus
Hugo Adam Bedau,Hugo Adam,Bedau,not_applicable,1831,0.001225,open_syllabus
J. R. R. Tolkien,J R R,Tolkien,not_applicable,1817,0.001215,open_syllabus
Lewis Carroll,Lewis,Carroll,not_applicable,1814,0.001213,open_syllabus
Fyodor Dostoyevsky,Fyodor,Dostoyevsky,not_applicable,1803,0.001206,open_syllabus
Charles Raymond Cooper,Charles Raymond,Cooper,not_applicable,1798,0.001203,open_syllabus
Jonathan Middlebrook,Jonathan,Middlebrook,not_applicable,1798,0.001203,open_syllabus
Eudora Welty,Eudora,Welty,not_applicable,1783,0.001193,open_syllabus
E. M. Forster,E M,Forster,not_applicable,1771,0.001185,open_syllabus
Thomas Paine,Thomas,Paine,not_applicable,1770,0.001184,open_syllabus
Arthur Conan Doyle,Arthur,Conan Doyle,not_applicable,1740,0.001164,open_syllabus
Bram Stoker,Bram,Stoker,not_applicable,1740,0.001164,open_syllabus
Salman Rushdie,Salman,Rushdie,not_applicable,1721,0.001151,open_syllabus
Gwendolyn Brooks,Gwendolyn,Brooks,not_applicable,1704,0.00114,open_syllabus
Wallace Stevens,Wallace,Stevens,not_applicable,1670,0.001117,open_syllabus
Charles Paine,Charles,Paine,not_applicable,1658,0.001109,open_syllabus
Charlotte Bronte,Charlotte,Bronte,not_applicable,1653,0.001106,open_syllabus
Jorge Luis Borges,Jorge Luis,Borges,not_applicable,1652,0.001105,open_syllabus
Lorraine Hansberry,Lorraine,Hansberry,not_applicable,1650,0.001104,open_syllabus
John C. Bean,JohnC,Bean,not_applicable,1645,0.0011,open_syllabus
Seamus Heaney,Seamus,Heaney,not_applicable,1639,0.001096,open_syllabus
Art Spiegelman,Art,Spiegelman,not_applicable,1629,0.00109,open_syllabus
H. Ramsey Fowler,H Ramsey,Fowler,not_applicable,1622,0.001085,open_syllabus
Janet Burroway,Janet,Burroway,not_applicable,1617,0.001082,open_syllabus
Stephen King,Stephen,King,not_applicable,1612,0.001078,open_syllabus
Paul Kei Matsuda,Paul Kei,Matsuda,not_applicable,1610,0.001077,open_syllabus
John D. Ramage,John D,Ramage,not_applicable,1607,0.001075,open_syllabus
Christine M. Tardy,Christine M,Tardy,not_applicable,1592,0.001065,open_syllabus
Bruce P. Ballenger,Bruce P,Ballenger,not_applicable,1589,0.001063,open_syllabus
Octavia E. Butler,Octavia E,Butler,not_applicable,1575,0.001053,open_syllabus
Augustine,Augustine,,not_applicable,1568,0.001049,open_syllabus
Aeschylus,Aeschylus,,not_applicable,1562,0.001045,open_syllabus
Thomas Malory,Thomas,Malory,not_applicable,1560,0.001043,open_syllabus
Jack London,Jack,London,not_applicable,1559,0.001043,open_syllabus
Rudyard Kipling,Rudyard,Kipling,not_applicable,1539,0.001029,open_syllabus
David Damrosch,David,Damrosch,not_applicable,1520,0.001017,open_syllabus
Michael Meyer,Michael,Meyer,not_applicable,1519,0.001016,open_syllabus
Johann Wolfgang Von Goethe,Johann Wolfgang Von,Goethe,not_applicable,1496,0.001001,open_syllabus
Karl Marx,Karl,Marx,not_applicable,1482,0.000991,open_syllabus
Maxine Hong Kingston,Maxine,Hong Kingston,not_applicable,1466,0.000981,open_syllabus
H. G. Wells,H G,Wells,not_applicable,1464,0.000979,open_syllabus
Michael H. Markel,Michael H,Markel,not_applicable,1452,0.000971,open_syllabus
Sylvia Plath,Sylvia,Plath,not_applicable,1449,0.000969,open_syllabus
Theodore Roethke,Theodore,Roethke,not_applicable,1447,0.000968,open_syllabus
Willa Cather,Willa,Cather,not_applicable,1446,0.000967,open_syllabus
Richard Wright,Richard,Wright,not_applicable,1445,0.000966,open_syllabus
James A. Reinking,James A,Reinking,not_applicable,1440,0.000963,open_syllabus
Albert Camus,Albert,Camus,not_applicable,1439,0.000962,open_syllabus
Robert Von Der Osten,Robert,von der Osten,not_applicable,1436,0.00096,open_syllabus
Henry Louis Gates,Henry Louis,Gates,not_applicable,1434,0.000959,open_syllabus
Elizabeth Barrett Browning,Elizabeth Barrett,Browning,not_applicable,1433,0.000958,open_syllabus
Don DeLillo,Don,DeLillo,not_applicable,1429,0.000956,open_syllabus
Raymond Williams,Raymond,Williams,not_applicable,1428,0.000955,open_syllabus
Roland Barthes,Roland,Barthes,not_applicable,1420,0.00095,open_syllabus
Edgar V. Roberts,Edgar V,Roberts,not_applicable,1415,0.000946,open_syllabus
Voltaire,Voltaire,,not_applicable,1397,0.000934,open_syllabus
Brown and Company Little,,"Little, Brown and Company",not_applicable,1389,0.000929,open_syllabus
Judith Butler,Judith,Butler,not_applicable,1375,0.00092,open_syllabus
Kelly J. Mays,Kelly J,Mays,not_applicable,1372,0.000918,open_syllabus
Christina Georgina Rossetti,Christina Georgina,Rossetti,not_applicable,1367,0.000914,open_syllabus
Gertrude Stein,Gertrude,Stein,not_applicable,1367,0.000914,open_syllabus
Press Collection (Library of Congress,Library of Congress,Press Collection,not_applicable,1366,0.000914,open_syllabus
William Flint Thrall,William Flint,Thrall,not_applicable,1365,0.000913,open_syllabus
Jean Rhys,Jean,Rhys,not_applicable,1357,0.000908,open_syllabus
C. Hugh Holman,C Hugh,Holman,not_applicable,1349,0.000902,open_syllabus
Charles Darwin,Charles,Darwin,not_applicable,1344,0.000899,open_syllabus
N. Scott Momaday,N Scott,Momaday,not_applicable,1344,0.000899,open_syllabus
Rebecca Moore Howard,Rebecca Moore,Howard,not_applicable,1343,0.000898,open_syllabus
Wayne C. Booth,Wayne C,Booth,not_applicable,1334,0.000892,open_syllabus
Vladimir Vladimirovich Nabokov,Vladimir Vladimirovich,Nabokov,not_applicable,1315,0.00088,open_syllabus
Thomas Pynchon,Thomas,Pynchon,not_applicable,1294,0.000865,open_syllabus
Nella Larsen,Nella,Larsen,not_applicable,1289,0.000862,open_syllabus
Annie Dillard,Annie,Dillard,not_applicable,1282,0.000857,open_syllabus
Thomas More,Thomas,More,not_applicable,1281,0.000857,open_syllabus
Ann Charters,Ann,Charters,not_applicable,1277,0.000854,open_syllabus
Adrienne Rich,Adrienne,Rich,not_applicable,1272,0.000851,open_syllabus
Charlotte Brontë,Charlotte,Brontë,not_applicable,1261,0.000843,open_syllabus
John Dryden,John,Dryden,not_applicable,1254,0.000839,open_syllabus
Walter Pater,Walter,Pater,not_applicable,1254,0.000839,open_syllabus
Walter Benjamin,Walter,Benjamin,not_applicable,1250,0.000836,open_syllabus
Kathleen T. McWhorter,Kathleen T,McWhorter,not_applicable,1247,0.000834,open_syllabus
Martin Stephen,Martin,Stephen,not_applicable,1240,0.000829,open_syllabus
Angela Carter,Angela,Carter,not_applicable,1229,0.000822,open_syllabus
William Bradford,William,Bradford,not_applicable,1226,0.00082,open_syllabus
Jean Wyrick,Jean,Wyrick,not_applicable,1202,0.000804,open_syllabus
Emily Bronte,Emily,Bronte,not_applicable,1196,0.0008,open_syllabus
Florin Press,Florin,Press,not_applicable,1187,0.000794,open_syllabus
Graham Williams,Graham,Williams,not_applicable,1187,0.000794,open_syllabus
Cheryl Glenn,Cheryl,Glenn,not_applicable,1179,0.000789,open_syllabus
Stephen Greenblatt,Stephen,Greenblatt,not_applicable,1175,0.000786,open_syllabus
Ann Raimes,Ann,Raimes,not_applicable,1171,0.000783,open_syllabus
Michal Brody,Michal,Brody,not_applicable,1163,0.000778,open_syllabus
Aristophanes,Aristophanes,,not_applicable,1163,0.000778,open_syllabus
Sarah Orne Jewett,Sarah Orne,Jewett,not_applicable,1143,0.000764,open_syllabus
J. K. Rowling,J K,Rowling,not_applicable,1139,0.000762,open_syllabus
Ray Bradbury,Ray,Bradbury,not_applicable,1133,0.000758,open_syllabus
Gustave Flaubert,Gustave,Flaubert,not_applicable,1131,0.000756,open_syllabus
John Stuart Mill,John Stuart,Mill,not_applicable,1124,0.000752,open_syllabus
Ursula K. Le Guin,Ursula K,Le Guin,not_applicable,1117,0.000747,open_syllabus
Paul Lauter,Paul,Lauter,not_applicable,1114,0.000745,open_syllabus
Jhumpa Lahiri,Jhumpa,Lahiri,not_applicable,1113,0.000744,open_syllabus
David Lodge,David,Lodge,not_applicable,1111,0.000743,open_syllabus
Tom Stoppard,Tom,Stoppard,not_applicable,1111,0.000743,open_syllabus
Dante,,Dante,not_applicable,1110,0.000742,open_syllabus
Nedra Reynolds,Nedra,Reynolds,not_applicable,1109,0.000742,open_syllabus
Jonathan Edwards,Jonathan,Edwards,not_applicable,1105,0.000739,open_syllabus
Niccolo Machiavelli,Niccolo,Machiavelli,not_applicable,1103,0.000738,open_syllabus
Jeanette Winterson,Jeanette,Winterson,not_applicable,1098,0.000734,open_syllabus
Helen Tiffin,Helen,Tiffin,not_applicable,1095,0.000732,open_syllabus
Bill Ashcroft,Bill,Ashcroft,not_applicable,1092,0.00073,open_syllabus
Jacques Derrida,Jacques,Derrida,not_applicable,1084,0.000725,open_syllabus
Bernard Shaw,Bernard,Shaw,not_applicable,1079,0.000722,open_syllabus
Aldous Huxley,Aldous,Huxley,not_applicable,1069,0.000715,open_syllabus
Marjane Satrapi,Marjane,Satrapi,not_applicable,1065,0.000712,open_syllabus
Cormac McCarthy,Cormac,McCarthy,not_applicable,1063,0.000711,open_syllabus
Modern Language Association of America,,Modern Language Association of America,not_applicable,1054,0.000705,open_syllabus
Anne Lamott,Anne,Lamott,not_applicable,1053,0.000704,open_syllabus
Maynard Mack,Maynard,Mack,not_applicable,1053,0.000704,open_syllabus
Elaine Showalter,Elaine,Showalter,not_applicable,1047,0.0007,open_syllabus
Katherine Mansfield,Katherine,Mansfield,not_applicable,1046,0.0007,open_syllabus
Marie De France,Marie,de France,not_applicable,1043,0.000698,open_syllabus
Muriel Harris,Muriel,Harris,not_applicable,1043,0.000698,open_syllabus
Malcolm Bradbury,Malcolm,Bradbury,not_applicable,1030,0.000689,open_syllabus
Philip K. Dick,Philip K,Dick,not_applicable,1030,0.000689,open_syllabus
Katherine Anne Porter,Katherine Anne,Porter,not_applicable,1026,0.000686,open_syllabus
Robert Atwan,Robert,Atwan,not_applicable,1025,0.000686,open_syllabus
Sandra M. Gilbert,Sandra M,Gilbert,not_applicable,1018,0.000681,open_syllabus
Ambrose Bierce,Ambrose,Bierce,not_applicable,1014,0.000678,open_syllabus
W. E. B. Du Bois,W E B,Du Bois,not_applicable,1010,0.000676,open_syllabus
John M. Lannon,John M,Lannon,not_applicable,1010,0.000676,open_syllabus
August Wilson,August,Wilson,not_applicable,1009,0.000675,open_syllabus
Joseph M. Williams,Joseph M,Williams,not_applicable,1008,0.000674,open_syllabus
Jack Kerouac,Jack,Kerouac,not_applicable,1006,0.000673,open_syllabus
J. D. Salinger,J D,Salinger,not_applicable,1006,0.000673,open_syllabus
William Butler Yeats,William Butler,Yeats,not_applicable,1006,0.000673,open_syllabus
Friedrich Wilhelm Nietzsche,Friedrich Wilhelm,Nietzsche,not_applicable,1004,0.000672,open_syllabus
James Fenimore Cooper,James Fenimore,Cooper,not_applicable,1001,0.00067,open_syllabus
Jamaica Kincaid,Jamaica,Kincaid,not_applicable,1001,0.00067,open_syllabus
William Gibson,William,Gibson,not_applicable,1000,0.000669,open_syllabus
Gareth Griffiths,Gareth,Griffiths,not_applicable,998,0.000667,open_syllabus
Ezra Pound,Ezra,Pound,not_applicable,988,0.000661,open_syllabus
Gary Goshgarian,Gary,Goshgarian,not_applicable,987,0.00066,open_syllabus
Henry Fielding,Henry,Fielding,not_applicable,983,0.000657,open_syllabus
David Crystal,David,Crystal,not_applicable,982,0.000657,open_syllabus
Louisa May Alcott,Louisa May,Alcott,not_applicable,977,0.000653,open_syllabus
John Ruskin,John,Ruskin,not_applicable,975,0.000652,open_syllabus
Richard Yarborough,Richard,Yarborough,not_applicable,975,0.000652,open_syllabus
Kazuo Ishiguro,Kazuo,Ishiguro,not_applicable,971,0.000649,open_syllabus
Eugene O.'Neill,Eugene,O'Neill,not_applicable,967,0.000647,open_syllabus
Miguel De Cervantes,Miguel,De Cervantes,not_applicable,966,0.000646,open_syllabus
Jean-Jacques Rousseau,Jean-Jacques,Rousseau,not_applicable,960,0.000642,open_syllabus
Fredric Jameson,Fredric,Jameson,not_applicable,959,0.000641,open_syllabus
W. H. Auden,W H,Auden,not_applicable,958,0.000641,open_syllabus
Lee A. Jacobus,Lee A,Jacobus,not_applicable,953,0.000637,open_syllabus
Elizabeth Cleghorn Gaskell,Elizabeth Cleghorn,Gaskell,not_applicable,948,0.000634,open_syllabus
Giovanni Boccaccio,Giovanni,Boccaccio,not_applicable,942,0.00063,open_syllabus
Jack Selzer,Jack,Selzer,not_applicable,941,0.000629,open_syllabus
Susan Gubar,Susan,Gubar,not_applicable,940,0.000629,open_syllabus
Walter Hooper,Walter,Hooper,not_applicable,940,0.000629,open_syllabus
Alice Oshima,Alice,Oshima,not_applicable,940,0.000629,open_syllabus
Elaine P. Maimon,Elaine P,Maimon,not_applicable,928,0.000621,open_syllabus
Toby Fulwiler,Toby,Fulwiler,not_applicable,927,0.00062,open_syllabus
Maya Angelou,Maya,Angelou,not_applicable,915,0.000612,open_syllabus
Dorothy M. Kennedy,Dorothy M,Kennedy,not_applicable,914,0.000611,open_syllabus
Graham Greene,Graham,Greene,not_applicable,913,0.000611,open_syllabus
David M. Bevington,David M,Bevington,not_applicable,912,0.00061,open_syllabus
Dante Gabriel Rossetti,Dante Gabriel,Rossetti,not_applicable,908,0.000607,open_syllabus
Philip Roth,Philip,Roth,not_applicable,906,0.000606,open_syllabus
Alison Bechdel,Alison,Bechdel,not_applicable,905,0.000605,open_syllabus
Charles Baudelaire,Charles,Baudelaire,not_applicable,903,0.000604,open_syllabus
Flannery O.’Connor,Flannery,O’Connor,not_applicable,901,0.000603,open_syllabus
Harriet Beecher-Stowe,Harriet,Beecher-Stowe,not_applicable,899,0.000601,open_syllabus
Jacob Grimm,Jacob,Grimm,not_applicable,898,0.000601,open_syllabus
Sarah N. Lawall,Sarah N,Lawall,not_applicable,890,0.000595,open_syllabus
Elizabeth Bishop,Elizabeth,Bishop,not_applicable,881,0.000589,open_syllabus
Bell Hooks,Bell,Hooks,not_applicable,878,0.000587,open_syllabus
Catherine Belsey,Catherine,Belsey,not_applicable,870,0.000582,open_syllabus
Edmund Burke,Edmund,Burke,not_applicable,870,0.000582,open_syllabus
John Berger,John,Berger,not_applicable,869,0.000581,open_syllabus
Stuart Greene,Stuart,Greene,not_applicable,869,0.000581,open_syllabus
April Lidinsky,April,Lidinsky,not_applicable,867,0.00058,open_syllabus
Frank Kermode,Frank,Kermode,not_applicable,860,0.000575,open_syllabus
Walter Raleigh,Walter,Raleigh,not_applicable,859,0.000575,open_syllabus
Thomas Carlyle,Thomas,Carlyle,not_applicable,858,0.000574,open_syllabus
Alfred F. Rosa,Alfred F,Rosa,not_applicable,851,0.000569,open_syllabus
Leonard J. Rosen,Leonard J,Rosen,not_applicable,851,0.000569,open_syllabus
Janet E. Gardner,Janet E,Gardner,not_applicable,850,0.000569,open_syllabus
Michael Ondaatje,Michael,Ondaatje,not_applicable,845,0.000565,open_syllabus
Frantz Fanon,Frantz,Fanon,not_applicable,836,0.000559,open_syllabus
Alan R. Hayakawa,Alan R,Hayakawa,not_applicable,825,0.000552,open_syllabus
Arundhati Roy,Arundhati,Roy,not_applicable,825,0.000552,open_syllabus
Scott McCloud,Scott,McCloud,not_applicable,823,0.00055,open_syllabus
Neil Gaiman,Neil,Gaiman,not_applicable,822,0.00055,open_syllabus
Francis Bacon,Francis,Bacon,not_applicable,820,0.000548,open_syllabus
Donald McQuade,Donald,McQuade,not_applicable,819,0.000548,open_syllabus
Samuel Richardson,Samuel,Richardson,not_applicable,818,0.000547,open_syllabus
Jack Zipes,Jack,Zipes,not_applicable,817,0.000546,open_syllabus
Laurence Behrens,Laurence,Behrens,not_applicable,816,0.000546,open_syllabus
Jerome J. McGann,Jerome J,McGann,not_applicable,816,0.000546,open_syllabus
David Punter,David,Punter,not_applicable,816,0.000546,open_syllabus
Zadie Smith,Zadie,Smith,not_applicable,811,0.000542,open_syllabus
Ian McEwan,Ian,McEwan,not_applicable,810,0.000542,open_syllabus
Noah Webster,Noah,Webster,not_applicable,810,0.000542,open_syllabus
Jonathan D. Culler,Jonathan D,Culler,not_applicable,809,0.000541,open_syllabus
Eve Kosofsky Sedgwick,Eve Kosofsky,Sedgwick,not_applicable,809,0.000541,open_syllabus
R. S. Gwynn,R S,Gwynn,not_applicable,806,0.000539,open_syllabus
Laurence Sterne,Laurence,Sterne,not_applicable,805,0.000538,open_syllabus
Aleksandr Sergeevich Pushkin,Aleksandr Sergeevich,Pushkin,not_applicable,804,0.000538,open_syllabus
David Foster Wallace,David,Foster Wallace,not_applicable,801,0.000536,open_syllabus
Thomas Gray,Thomas,Gray,not_applicable,801,0.000536,open_syllabus
Peter Barry,Peter,Barry,not_applicable,798,0.000534,open_syllabus
Booker T. Washington,Booker T,Washington,not_applicable,795,0.000532,open_syllabus
Robert DiYanni,Robert,DiYanni,not_applicable,793,0.00053,open_syllabus
William Knowlton Zinsser,William Knowlton,Zinsser,not_applicable,792,0.00053,open_syllabus
Gerald J. Alred,Gerald J,Alred,not_applicable,789,0.000528,open_syllabus
Charles T. Brusaw,Charles T,Brusaw,not_applicable,789,0.000528,open_syllabus
Thomas King,Thomas,King,not_applicable,789,0.000528,open_syllabus
Walter E. Oliu,Walter E,Oliu,not_applicable,789,0.000528,open_syllabus
Ann Ward Radcliffe,Ann Ward,Radcliffe,not_applicable,787,0.000526,open_syllabus
Edwidge Danticat,Edwidge,Danticat,not_applicable,786,0.000526,open_syllabus
Joseph Campbell,Joseph,Campbell,not_applicable,780,0.000522,open_syllabus
John Locke,John,Locke,not_applicable,777,0.00052,open_syllabus
John Updike,John,Updike,not_applicable,777,0.00052,open_syllabus
