author_name,first_name,last_name,title,count,fraction_total,dataset
Helena Grice,Helena,Grice,not_applicable,73,0.000049,open_syllabus
Liz Hamp-Lyons,Liz,Hamp-Lyons,not_applicable,73,0.000049,open_syllabus
Michael Hoey,Michael,Hoey,not_applicable,73,0.000049,open_syllabus
R. Stephen Humphreys,R Stephen,Humphreys,not_applicable,73,0.000049,open_syllabus
Melanie Jasper,Melanie,Jasper,not_applicable,73,0.000049,open_syllabus
Thomas H. Johnson,Thomas H,Johnson,not_applicable,73,0.000049,open_syllabus
Yamuna Kachru,Yamuna,Kachru,not_applicable,73,0.000049,open_syllabus
Richard Kearney,Richard,Kearney,not_applicable,73,0.000049,open_syllabus
Richard Kerridge,Richard,Kerridge,not_applicable,73,0.000049,open_syllabus
Diane Larsen-Freeman,Diane,Larsen-Freeman,not_applicable,73,0.000049,open_syllabus
Ben Lerner,Ben,Lerner,not_applicable,73,0.000049,open_syllabus
Simon Malpas,Simon,Malpas,not_applicable,73,0.000049,open_syllabus
George Oppen,George,Oppen,not_applicable,73,0.000049,open_syllabus
Manfred Pfister,Manfred,Pfister,not_applicable,73,0.000049,open_syllabus
Marlene Nourbese Philip,Marlene Nourbese,Philip,not_applicable,73,0.000049,open_syllabus
Robert D. Putnam,Robert D,Putnam,not_applicable,73,0.000049,open_syllabus
Mark Rawlinson,Mark,Rawlinson,not_applicable,73,0.000049,open_syllabus
Faith Ringgold,Faith,Ringgold,not_applicable,73,0.000049,open_syllabus
Sarah C. E. Ross,Sarah C. E.,Ross,not_applicable,73,0.000049,open_syllabus
John Scaggs,John,Scaggs,not_applicable,73,0.000049,open_syllabus
Thomas Schatz,Thomas,Schatz,not_applicable,73,0.000049,open_syllabus
Roger Scruton,Roger,Scruton,not_applicable,73,0.000049,open_syllabus
Vikram Seth,Vikram,Seth,not_applicable,73,0.000049,open_syllabus
Ruth Spack,Ruth,Spack,not_applicable,73,0.000049,open_syllabus
Sarah Stanbury,Sarah,Stanbury,not_applicable,73,0.000049,open_syllabus
Alden T. Vaughan,Alden T,Vaughan,not_applicable,73,0.000049,open_syllabus
Robyn Wiegman,Robyn,Wiegman,not_applicable,73,0.000049,open_syllabus
Cheng'En Wu,Cheng'En,Wu,not_applicable,73,0.000049,open_syllabus
Menander,Menander,,not_applicable,73,0.000049,open_syllabus
Plautus,Plautus,,not_applicable,73,0.000049,open_syllabus
Henry Abelove,Henry,Abelove,not_applicable,72,0.000048,open_syllabus
Jane Addams,Jane,Addams,not_applicable,72,0.000048,open_syllabus
Michèle Aina Barale,Michèle Aina,Barale,not_applicable,72,0.000048,open_syllabus
Partha Chatterjee,Partha,Chatterjee,not_applicable,72,0.000048,open_syllabus
Jonathan Crary,Jonathan,Crary,not_applicable,72,0.000048,open_syllabus
Mircea Eliade,Mircea,Eliade,not_applicable,72,0.000048,open_syllabus
James Elkins,James,Elkins,not_applicable,72,0.000048,open_syllabus
David Forgacs,David,Forgacs,not_applicable,72,0.000048,open_syllabus
Regenia Gagnier,Regenia,Gagnier,not_applicable,72,0.000048,open_syllabus
Ernesto Galarza,Ernesto,Galarza,not_applicable,72,0.000048,open_syllabus
Paula Geyh,Paula,Geyh,not_applicable,72,0.000048,open_syllabus
Judith Guest,Judith,Guest,not_applicable,72,0.000048,open_syllabus
Joe W. Haldeman,Joe W,Haldeman,not_applicable,72,0.000048,open_syllabus
Jim Harrison,Jim,Harrison,not_applicable,72,0.000048,open_syllabus
Harry P. Heseltine,Harry P,Heseltine,not_applicable,72,0.000048,open_syllabus
Park Honan,Park,Honan,not_applicable,72,0.000048,open_syllabus
James Hynd,James,Hynd,not_applicable,72,0.000048,open_syllabus
Nikolaĭ Mikhaĭlovich Karamzin,Nikolaĭ Mikhaĭlovich,Karamzin,not_applicable,72,0.000048,open_syllabus
Charlie Kaufman,Charlie,Kaufman,not_applicable,72,0.000048,open_syllabus
Christopher J. Keller,Christopher J,Keller,not_applicable,72,0.000048,open_syllabus
Laura Kipnis,Laura,Kipnis,not_applicable,72,0.000048,open_syllabus
Ellen Levine,Ellen,Levine,not_applicable,72,0.000048,open_syllabus
Todd Lewis,Todd,Lewis,not_applicable,72,0.000048,open_syllabus
I. E. Mackenzie,I E,Mackenzie,not_applicable,72,0.000048,open_syllabus
James Macpherson,James,Macpherson,not_applicable,72,0.000048,open_syllabus
Elaine Tyler May,Elaine Tyler,May,not_applicable,72,0.000048,open_syllabus
Stephen May,Stephen,May,not_applicable,72,0.000048,open_syllabus
Claire McEachern,Claire,McEachern,not_applicable,72,0.000048,open_syllabus
Ann Moseley,Ann,Moseley,not_applicable,72,0.000048,open_syllabus
Alice Notley,Alice,Notley,not_applicable,72,0.000048,open_syllabus
Laura Otis,Laura,Otis,not_applicable,72,0.000048,open_syllabus
Danny Parker,Danny,Parker,not_applicable,72,0.000048,open_syllabus
Lucy Pearson,Lucy,Pearson,not_applicable,72,0.000048,open_syllabus
Chaïm Perelman,Chaïm,Perelman,not_applicable,72,0.000048,open_syllabus
Tony Pinkney,Tony,Pinkney,not_applicable,72,0.000048,open_syllabus
R. M. Ritter,R M,Ritter,not_applicable,72,0.000048,open_syllabus
Marlon Bryan Ross,Marlon Bryan,Ross,not_applicable,72,0.000048,open_syllabus
Shyam Selvadurai,Shyam,Selvadurai,not_applicable,72,0.000048,open_syllabus
Danzy Senna,Danzy,Senna,not_applicable,72,0.000048,open_syllabus
John A. Sharp,John A,Sharp,not_applicable,72,0.000048,open_syllabus
Francis Spufford,Francis,Spufford,not_applicable,72,0.000048,open_syllabus
Graeme Sullivan,Graeme,Sullivan,not_applicable,72,0.000048,open_syllabus
Anthea Sutton,Anthea,Sutton,not_applicable,72,0.000048,open_syllabus
Matthew Sweeney,Matthew,Sweeney,not_applicable,72,0.000048,open_syllabus
Mariko Tamaki,Mariko,Tamaki,not_applicable,72,0.000048,open_syllabus
Gordon Taylor,Gordon,Taylor,not_applicable,72,0.000048,open_syllabus
Sophie Treadwell,Sophie,Treadwell,not_applicable,72,0.000048,open_syllabus
Victor Watson,Victor,Watson,not_applicable,72,0.000048,open_syllabus
Anne Terry White,Anne Terry,White,not_applicable,72,0.000048,open_syllabus
Tim Winton,Tim,Winton,not_applicable,72,0.000048,open_syllabus
Roberta Alexander,Roberta,Alexander,not_applicable,71,0.000047,open_syllabus
Gavin Ambrose,Gavin,Ambrose,not_applicable,71,0.000047,open_syllabus
Ann L. Ardis,Ann L,Ardis,not_applicable,71,0.000047,open_syllabus
William Baker,William,Baker,not_applicable,71,0.000047,open_syllabus
Anne Barton,Anne,Barton,not_applicable,71,0.000047,open_syllabus
John Bayley,John,Bayley,not_applicable,71,0.000047,open_syllabus
Eve Bearne,Eve,Bearne,not_applicable,71,0.000047,open_syllabus
Dani Cavallaro,Dani,Cavallaro,not_applicable,71,0.000047,open_syllabus
C. Clark,C,Clark,not_applicable,71,0.000047,open_syllabus
Nevill Coghill,Nevill,Coghill,not_applicable,71,0.000047,open_syllabus
Peter Constantine,Peter,Constantine,not_applicable,71,0.000047,open_syllabus
Andrew Cowan,Andrew,Cowan,not_applicable,71,0.000047,open_syllabus
William Coyle,William,Coyle,not_applicable,71,0.000047,open_syllabus
Edwidge (EDT Danticat,Edwidge (EDT,Danticat,not_applicable,71,0.000047,open_syllabus
Michael Denning,Michael,Denning,not_applicable,71,0.000047,open_syllabus
Ernest Christopher Dowson,Ernest Christopher,Dowson,not_applicable,71,0.000047,open_syllabus
David D. Galloway,David D,Galloway,not_applicable,71,0.000047,open_syllabus
Jonathan Gibson,Jonathan,Gibson,not_applicable,71,0.000047,open_syllabus
Joseph Glaser,Joseph,Glaser,not_applicable,71,0.000047,open_syllabus
Laura Gowing,Laura,Gowing,not_applicable,71,0.000047,open_syllabus
Antonio Gramsci,Antonio,Gramsci,not_applicable,71,0.000047,open_syllabus
William Greenslade,William,Greenslade,not_applicable,71,0.000047,open_syllabus
Sean Griffin,Sean,Griffin,not_applicable,71,0.000047,open_syllabus
George Frideric Handel,George Frideric,Handel,not_applicable,71,0.000047,open_syllabus
John O. Hayden,John O,Hayden,not_applicable,71,0.000047,open_syllabus
M. Hobara,M,Hobara,not_applicable,71,0.000047,open_syllabus
Jack Hodgins,Jack,Hodgins,not_applicable,71,0.000047,open_syllabus
Keith Howard,Keith,Howard,not_applicable,71,0.000047,open_syllabus
Sebastian Junger,Sebastian,Junger,not_applicable,71,0.000047,open_syllabus
Walter Arnold Kaufmann,Walter Arnold,Kaufmann,not_applicable,71,0.000047,open_syllabus
Patrick Kavanagh,Patrick,Kavanagh,not_applicable,71,0.000047,open_syllabus
William Kerrigan,William,Kerrigan,not_applicable,71,0.000047,open_syllabus
Yasmina Khadra,Yasmina,Khadra,not_applicable,71,0.000047,open_syllabus
Laura Lunger Knoppers,Laura Lunger,Knoppers,not_applicable,71,0.000047,open_syllabus
Joann Kozyrev,Joann,Kozyrev,not_applicable,71,0.000047,open_syllabus
Steve Krug,Steve,Krug,not_applicable,71,0.000047,open_syllabus
Ang Lee,Ang,Lee,not_applicable,71,0.000047,open_syllabus
Edna Longley,Edna,Longley,not_applicable,71,0.000047,open_syllabus
William Lutz,William,Lutz,not_applicable,71,0.000047,open_syllabus
Ben Marcus,Ben,Marcus,not_applicable,71,0.000047,open_syllabus
Bill D. Moyers,Bill D,Moyers,not_applicable,71,0.000047,open_syllabus
A. D. Nuttall,A D,Nuttall,not_applicable,71,0.000047,open_syllabus
Diana Papaioannou,Diana,Papaioannou,not_applicable,71,0.000047,open_syllabus
Diane Di Prima,Diane Di,Prima,not_applicable,71,0.000047,open_syllabus
Raja Rao,Raja,Rao,not_applicable,71,0.000047,open_syllabus
Janisse Ray,Janisse,Ray,not_applicable,71,0.000047,open_syllabus
Steve Redhead,Steve,Redhead,not_applicable,71,0.000047,open_syllabus
Deryn Rees-Jones,Deryn,Rees-Jones,not_applicable,71,0.000047,open_syllabus
Hayo Reinders,Hayo,Reinders,not_applicable,71,0.000047,open_syllabus
Colin Arthur Roderick,Colin Arthur,Roderick,not_applicable,71,0.000047,open_syllabus
Theodore Roosevelt,Theodore,Roosevelt,not_applicable,71,0.000047,open_syllabus
Charles J. Rzepka,Charles J,Rzepka,not_applicable,71,0.000047,open_syllabus
Allen Say,Allen,Say,not_applicable,71,0.000047,open_syllabus
Rainer Schulte,Rainer,Schulte,not_applicable,71,0.000047,open_syllabus
Bruno Schulz,Bruno,Schulz,not_applicable,71,0.000047,open_syllabus
Steve Sherwood,Steve,Sherwood,not_applicable,71,0.000047,open_syllabus
Linda Tuhiwai Smith,Linda Tuhiwai,Smith,not_applicable,71,0.000047,open_syllabus
Robert C. Solomon,Robert C,Solomon,not_applicable,71,0.000047,open_syllabus
Derick S. Thomson,Derick S,Thomson,not_applicable,71,0.000047,open_syllabus
John Tosh,John,Tosh,not_applicable,71,0.000047,open_syllabus
Monique T. D. Truong,Monique T. D.,Truong,not_applicable,71,0.000047,open_syllabus
Daniel J. Vitkus,Daniel J,Vitkus,not_applicable,71,0.000047,open_syllabus
R. Wharton,R,Wharton,not_applicable,71,0.000047,open_syllabus
Andrew Wiget,Andrew,Wiget,not_applicable,71,0.000047,open_syllabus
Sherley Anne Williams,Sherley Anne,Williams,not_applicable,71,0.000047,open_syllabus
Lucinda Becker,Lucinda,Becker,not_applicable,70,0.000047,open_syllabus
Stephen Brookfield,Stephen,Brookfield,not_applicable,70,0.000047,open_syllabus
Patricia Clements,Patricia,Clements,not_applicable,70,0.000047,open_syllabus
Mary Collier,Mary,Collier,not_applicable,70,0.000047,open_syllabus
Erasmus Darwin,Erasmus,Darwin,not_applicable,70,0.000047,open_syllabus
Manthia Diawara,Manthia,Diawara,not_applicable,70,0.000047,open_syllabus
Rudiger Dornbusch,Rudiger,Dornbusch,not_applicable,70,0.000047,open_syllabus
Stephen Duck,Stephen,Duck,not_applicable,70,0.000047,open_syllabus
David Duff,David,Duff,not_applicable,70,0.000047,open_syllabus
Ron Eglash,Ron,Eglash,not_applicable,70,0.000047,open_syllabus
Deborah Esch,Deborah,Esch,not_applicable,70,0.000047,open_syllabus
Wolfram Von Eschenbach,Wolfram Von,Eschenbach,not_applicable,70,0.000047,open_syllabus
Susan Faludi,Susan,Faludi,not_applicable,70,0.000047,open_syllabus
Fannie Flagg,Fannie,Flagg,not_applicable,70,0.000047,open_syllabus
Mignon Fogarty,Mignon,Fogarty,not_applicable,70,0.000047,open_syllabus
Alistair Fox,Alistair,Fox,not_applicable,70,0.000047,open_syllabus
Margaret Gelling,Margaret,Gelling,not_applicable,70,0.000047,open_syllabus
Edward Gibbon,Edward,Gibbon,not_applicable,70,0.000047,open_syllabus
Dagoberto Gilb,Dagoberto,Gilb,not_applicable,70,0.000047,open_syllabus
Paul Ginsborg,Paul,Ginsborg,not_applicable,70,0.000047,open_syllabus
Jorie Graham,Jorie,Graham,not_applicable,70,0.000047,open_syllabus
John Howard Griffin,John Howard,Griffin,not_applicable,70,0.000047,open_syllabus
Philip Hardie,Philip,Hardie,not_applicable,70,0.000047,open_syllabus
Linda K. Hughes,Linda K,Hughes,not_applicable,70,0.000047,open_syllabus
Russell Jackson,Russell,Jackson,not_applicable,70,0.000047,open_syllabus
Philip K. Jason,Philip K,Jason,not_applicable,70,0.000047,open_syllabus
Peter Jones,Peter,Jones,not_applicable,70,0.000047,open_syllabus
Pierre Joris,Pierre,Joris,not_applicable,70,0.000047,open_syllabus
Daniel Kahneman,Daniel,Kahneman,not_applicable,70,0.000047,open_syllabus
Mary Karr,Mary,Karr,not_applicable,70,0.000047,open_syllabus
Omar Khayyam,Omar,Khayyam,not_applicable,70,0.000047,open_syllabus
Caroline M. Kirkland,Caroline M,Kirkland,not_applicable,70,0.000047,open_syllabus
Fred Leebron,Fred,Leebron,not_applicable,70,0.000047,open_syllabus
Theo Van Leeuwen,Theo Van,Leeuwen,not_applicable,70,0.000047,open_syllabus
Jay Leyda,Jay,Leyda,not_applicable,70,0.000047,open_syllabus
Kenneth Lincoln,Kenneth,Lincoln,not_applicable,70,0.000047,open_syllabus
Nathaniel Mackey,Nathaniel,Mackey,not_applicable,70,0.000047,open_syllabus
Pat Maier,Pat,Maier,not_applicable,70,0.000047,open_syllabus
Daniel Lamont McDonald,Daniel Lamont,McDonald,not_applicable,70,0.000047,open_syllabus
Marie Mulvey-Roberts,Marie,Mulvey-Roberts,not_applicable,70,0.000047,open_syllabus
Patrick D. Murphy,Patrick D,Murphy,not_applicable,70,0.000047,open_syllabus
N. Y. Metropolitan Museum of Art (New York,N. Y. Metropolitan Museum of Art,New York,not_applicable,70,0.000047,open_syllabus
Grace Nichols,Grace,Nichols,not_applicable,70,0.000047,open_syllabus
John Oakland,John,Oakland,not_applicable,70,0.000047,open_syllabus
Scott O.'Dell,Scott,O'Dell,not_applicable,70,0.000047,open_syllabus
Mary Orr,Mary,Orr,not_applicable,70,0.000047,open_syllabus
Anthony Pagden,Anthony,Pagden,not_applicable,70,0.000047,open_syllabus
Dilys Parkinson,Dilys,Parkinson,not_applicable,70,0.000047,open_syllabus
Roy Harvey Pearce,Roy Harvey,Pearce,not_applicable,70,0.000047,open_syllabus
William H. Phillips,William H,Phillips,not_applicable,70,0.000047,open_syllabus
Elizabeth Prettejohn,Elizabeth,Prettejohn,not_applicable,70,0.000047,open_syllabus
Alessandra Raengo,Alessandra,Raengo,not_applicable,70,0.000047,open_syllabus
Suzanne Romaine,Suzanne,Romaine,not_applicable,70,0.000047,open_syllabus
Andre Schiffrin,Andre,Schiffrin,not_applicable,70,0.000047,open_syllabus
Muriel Schulz,Muriel,Schulz,not_applicable,70,0.000047,open_syllabus
Debora K. Shuger,Debora K,Shuger,not_applicable,70,0.000047,open_syllabus
Robert Silverberg,Robert,Silverberg,not_applicable,70,0.000047,open_syllabus
Norman Sims,Norman,Sims,not_applicable,70,0.000047,open_syllabus
Meredith Anne Skura,Meredith Anne,Skura,not_applicable,70,0.000047,open_syllabus
Igor Stravinsky,Igor,Stravinsky,not_applicable,70,0.000047,open_syllabus
Douglas Tallack,Douglas,Tallack,not_applicable,70,0.000047,open_syllabus
Charles Taylor,Charles,Taylor,not_applicable,70,0.000047,open_syllabus
Jerome Taylor,Jerome,Taylor,not_applicable,70,0.000047,open_syllabus
Anthony Thwaite,Anthony,Thwaite,not_applicable,70,0.000047,open_syllabus
William Vesterman,William,Vesterman,not_applicable,70,0.000047,open_syllabus
Susan Vreeland,Susan,Vreeland,not_applicable,70,0.000047,open_syllabus
Albrecht Wagner,Albrecht,Wagner,not_applicable,70,0.000047,open_syllabus
James Walter,James,Walter,not_applicable,70,0.000047,open_syllabus
Paul Wood,Paul,Wood,not_applicable,70,0.000047,open_syllabus
W. Royce Adams,W Royce,Adams,not_applicable,69,0.000046,open_syllabus
Catherine M. S. Alexander,Catherine M. S.,Alexander,not_applicable,69,0.000046,open_syllabus
Robert Clyde Allen,Robert Clyde,Allen,not_applicable,69,0.000046,open_syllabus
Keith H. Basso,Keith H,Basso,not_applicable,69,0.000046,open_syllabus
Ann Beattie,Ann,Beattie,not_applicable,69,0.000046,open_syllabus
Millicent Bell,Millicent,Bell,not_applicable,69,0.000046,open_syllabus
Jane Bennett,Jane,Bennett,not_applicable,69,0.000046,open_syllabus
Shari Benstock,Shari,Benstock,not_applicable,69,0.000046,open_syllabus
David Bowie,David,Bowie,not_applicable,69,0.000046,open_syllabus
Marion Zimmer Bradley,Marion Zimmer,Bradley,not_applicable,69,0.000046,open_syllabus
Paul Brians,Paul,Brians,not_applicable,69,0.000046,open_syllabus
Joseph Brodsky,Joseph,Brodsky,not_applicable,69,0.000046,open_syllabus
Eve Bunting,Eve,Bunting,not_applicable,69,0.000046,open_syllabus
David R. Carter,David R,Carter,not_applicable,69,0.000046,open_syllabus
William Caxton,William,Caxton,not_applicable,69,0.000046,open_syllabus
Pierre Corneille,Pierre,Corneille,not_applicable,69,0.000046,open_syllabus
Bram Dijkstra,Bram,Dijkstra,not_applicable,69,0.000046,open_syllabus
Brian Doyle,Brian,Doyle,not_applicable,69,0.000046,open_syllabus
Sharon M. Draper,Sharon M,Draper,not_applicable,69,0.000046,open_syllabus
Michael Drayton,Michael,Drayton,not_applicable,69,0.000046,open_syllabus
Richard J. Finneran,Richard J,Finneran,not_applicable,69,0.000046,open_syllabus
John Miles Foley,John Miles,Foley,not_applicable,69,0.000046,open_syllabus
Pamela K. Gilbert,Pamela K,Gilbert,not_applicable,69,0.000046,open_syllabus
Eric H. Glendinning,Eric H,Glendinning,not_applicable,69,0.000046,open_syllabus
C. C. Goen,C C,Goen,not_applicable,69,0.000046,open_syllabus
Andrew Goodwin,Andrew,Goodwin,not_applicable,69,0.000046,open_syllabus
Temple Grandin,Temple,Grandin,not_applicable,69,0.000046,open_syllabus
Nancy Grant,Nancy,Grant,not_applicable,69,0.000046,open_syllabus
Trudier Harris,Trudier,Harris,not_applicable,69,0.000046,open_syllabus
Václav Havel,Václav,Havel,not_applicable,69,0.000046,open_syllabus
Jeet Heer,Jeet,Heer,not_applicable,69,0.000046,open_syllabus
Richard Hoggart,Richard,Hoggart,not_applicable,69,0.000046,open_syllabus
Clare Howell,Clare,Howell,not_applicable,69,0.000046,open_syllabus
Michael Hulse,Michael,Hulse,not_applicable,69,0.000046,open_syllabus
Donald Keesey,Donald,Keesey,not_applicable,69,0.000046,open_syllabus
Thomas P. Klammer,Thomas P,Klammer,not_applicable,69,0.000046,open_syllabus
Holger Klein,Holger,Klein,not_applicable,69,0.000046,open_syllabus
John Kucich,John,Kucich,not_applicable,69,0.000046,open_syllabus
Alison Lee,Alison,Lee,not_applicable,69,0.000046,open_syllabus
Brian Matthews,Brian,Matthews,not_applicable,69,0.000046,open_syllabus
Richard Maxwell,Richard,Maxwell,not_applicable,69,0.000046,open_syllabus
Joseph Hillis Miller,Joseph Hillis,Miller,not_applicable,69,0.000046,open_syllabus
Michael Moon,Michael,Moon,not_applicable,69,0.000046,open_syllabus
F. R. Palmer,F R,Palmer,not_applicable,69,0.000046,open_syllabus
William Palmer,William,Palmer,not_applicable,69,0.000046,open_syllabus
A. A. Phillips,A A,Phillips,not_applicable,69,0.000046,open_syllabus
Diana C. Reep,Diana C,Reep,not_applicable,69,0.000046,open_syllabus
Marlon Riggs,Marlon,Riggs,not_applicable,69,0.000046,open_syllabus
John Paul Riquelme,John Paul,Riquelme,not_applicable,69,0.000046,open_syllabus
Carl Sagan,Carl,Sagan,not_applicable,69,0.000046,open_syllabus
John Scarry,John,Scarry,not_applicable,69,0.000046,open_syllabus
Richard J. Schoeck,Richard J,Schoeck,not_applicable,69,0.000046,open_syllabus
Linda M. Shires,Linda M,Shires,not_applicable,69,0.000046,open_syllabus
John Kennedy Toole,John Kennedy,Toole,not_applicable,69,0.000046,open_syllabus
David Treuer,David,Treuer,not_applicable,69,0.000046,open_syllabus
François Truffaut,François,Truffaut,not_applicable,69,0.000046,open_syllabus
Giuseppe Verdi,Giuseppe,Verdi,not_applicable,69,0.000046,open_syllabus
Katie Wales,Katie,Wales,not_applicable,69,0.000046,open_syllabus
George C. Wolfe,George C,Wolfe,not_applicable,69,0.000046,open_syllabus
Anthony C. Yu,Anthony C,Yu,not_applicable,69,0.000046,open_syllabus
Susan Zimmerman,Susan,Zimmerman,not_applicable,69,0.000046,open_syllabus
Peter Abelard,Peter,Abelard,not_applicable,68,0.000045,open_syllabus
Latifa Al-Zayyat,Latifa,Al-Zayyat,not_applicable,68,0.000045,open_syllabus
Johann Sebastian Bach,Johann Sebastian,Bach,not_applicable,68,0.000045,open_syllabus
Sheridan Warner Baker,Sheridan Warnere,Baker,not_applicable,68,0.000045,open_syllabus
Anna Letitia Aikin Barbauld,Anna Letitia Aikin,Barbauld,not_applicable,68,0.000045,open_syllabus
Richard Bausch,Richard,Bausch,not_applicable,68,0.000045,open_syllabus
David Bell,David,Bell,not_applicable,68,0.000045,open_syllabus
Donna Bennett,Donna,Bennett,not_applicable,68,0.000045,open_syllabus
Paula Bennett,Paula,Bennett,not_applicable,68,0.000045,open_syllabus
Robert Boice,Robert,Boice,not_applicable,68,0.000045,open_syllabus
A. Brah,A,Brah,not_applicable,68,0.000045,open_syllabus
Sarah Brouillette,Sarah,Brouillette,not_applicable,68,0.000045,open_syllabus
Russell Brown,Russell,Brown,not_applicable,68,0.000045,open_syllabus
Alvar Núñez Cabeza De Vaca,Alvar Núñez,Cabeza De Vaca,not_applicable,68,0.000045,open_syllabus
Neil Campbell,Neil,Campbell,not_applicable,68,0.000045,open_syllabus
Dipesh Chakrabarty,Dipesh,Chakrabarty,not_applicable,68,0.000045,open_syllabus
Patrick Chamoiseau,Patrick,Chamoiseau,not_applicable,68,0.000045,open_syllabus
John Clute,John,Clute,not_applicable,68,0.000045,open_syllabus
Diane Davies,Diane,Davies,not_applicable,68,0.000045,open_syllabus
L. A. C. Dobrez,L. A. C.,Dobrez,not_applicable,68,0.000045,open_syllabus
Lena Dominelli,Lena,Dominelli,not_applicable,68,0.000045,open_syllabus
Patrick Dunleavy,Patrick,Dunleavy,not_applicable,68,0.000045,open_syllabus
Martin Duwell,Martin,Duwell,not_applicable,68,0.000045,open_syllabus
Penelope Eckert,Penelope,Eckert,not_applicable,68,0.000045,open_syllabus
James Ellroy,James,Ellroy,not_applicable,68,0.000045,open_syllabus
Betsy Erkkila,Betsy,Erkkila,not_applicable,68,0.000045,open_syllabus
Alec Fisher,Alec,Fisher,not_applicable,68,0.000045,open_syllabus
Avrom Fleishman,Avrom,Fleishman,not_applicable,68,0.000045,open_syllabus
Ian Fleming,Ian,Fleming,not_applicable,68,0.000045,open_syllabus
Paul Du Gay,Paul Du,Gay,not_applicable,68,0.000045,open_syllabus
Albert Gelpi,Albert,Gelpi,not_applicable,68,0.000045,open_syllabus
Alison Gibbons,Alison,Gibbons,not_applicable,68,0.000045,open_syllabus
Michael Harris,Michael,Harris,not_applicable,68,0.000045,open_syllabus
Derek Hirst,Derek,Hirst,not_applicable,68,0.000045,open_syllabus
Phyllis Hodgson,Phyllis,Hodgson,not_applicable,68,0.000045,open_syllabus
Joy W. Hooton,Joy W,Hooton,not_applicable,68,0.000045,open_syllabus
Kelly Hurley,Kelly,Hurley,not_applicable,68,0.000045,open_syllabus
Jim Jarmusch,Jim,Jarmusch,not_applicable,68,0.000045,open_syllabus
Alice Jenkins,Alice,Jenkins,not_applicable,68,0.000045,open_syllabus
Charles T. Johnson,Charles T,Johnson,not_applicable,68,0.000045,open_syllabus
Grahame Johnston,Grahame,Johnston,not_applicable,68,0.000045,open_syllabus
Amelia Jones,Amelia,Jones,not_applicable,68,0.000045,open_syllabus
Patrick Jones,Patrick,Jones,not_applicable,68,0.000045,open_syllabus
S. T. Joshi,S T,Joshi,not_applicable,68,0.000045,open_syllabus
Francis Katamba,Francis,Katamba,not_applicable,68,0.000045,open_syllabus
Nikos Kazantzakis,Nikos,Kazantzakis,not_applicable,68,0.000045,open_syllabus
Nora Okja Keller,Nora Okja,Keller,not_applicable,68,0.000045,open_syllabus
David Kelley,David,Kelley,not_applicable,68,0.000045,open_syllabus
James R. Kincaid,James R,Kincaid,not_applicable,68,0.000045,open_syllabus
Bernard Knox,Bernard,Knox,not_applicable,68,0.000045,open_syllabus
Allan B. Lefcowitz,Allan B,Lefcowitz,not_applicable,68,0.000045,open_syllabus
Karín Lesnik-Oberstein,Karín,Lesnik-Oberstein,not_applicable,68,0.000045,open_syllabus
Chandler Kipling Collection (Library of Congress,Chandler Kipling Collection,Library of Congress,not_applicable,68,0.000045,open_syllabus
Harriet Kramer Linkin,Harriet Kramer,Linkin,not_applicable,68,0.000045,open_syllabus
John Louis Lucaites,John Louis,Lucaites,not_applicable,68,0.000045,open_syllabus
Kamala Markandaya,Kamala,Markandaya,not_applicable,68,0.000045,open_syllabus
Mimi Markus,Mimi,Markus,not_applicable,68,0.000045,open_syllabus
Haydn Middleton,Haydn,Middleton,not_applicable,68,0.000045,open_syllabus
Henry Miller,Henry,Miller,not_applicable,68,0.000045,open_syllabus
Stephen Morton,Stephen,Morton,not_applicable,68,0.000045,open_syllabus
Philip Nel,Philip,Nel,not_applicable,68,0.000045,open_syllabus
Mary Norton,Mary,Norton,not_applicable,68,0.000045,open_syllabus
Rictor Norton,Rictor,Norton,not_applicable,68,0.000045,open_syllabus
Patricia T. O.'Conner,Patricia T,O'Conner,not_applicable,68,0.000045,open_syllabus
Iona Archibald Opie,Iona Archibald,Opie,not_applicable,68,0.000045,open_syllabus
Malcolm Payne,Malcolm,Payne,not_applicable,68,0.000045,open_syllabus
Helen Peters,Helen,Peters,not_applicable,68,0.000045,open_syllabus
Peter J. Rabinowitz,Peter J,Rabinowitz,not_applicable,68,0.000045,open_syllabus
Ellen Rooney,Ellen,Rooney,not_applicable,68,0.000045,open_syllabus
Felicity Rosslyn,Felicity,Rosslyn,not_applicable,68,0.000045,open_syllabus
Vittorio De Sica,Vittorio De,Sica,not_applicable,68,0.000045,open_syllabus
Ronald Silliman,Ronald,Silliman,not_applicable,68,0.000045,open_syllabus
George W. Stimson,George W,Stimson,not_applicable,68,0.000045,open_syllabus
William J. Sutherland,William J,Sutherland,not_applicable,68,0.000045,open_syllabus
Donna Tartt,Donna,Tartt,not_applicable,68,0.000045,open_syllabus
Charles Tennyson,Charles,Tennyson,not_applicable,68,0.000045,open_syllabus
Linda Thomas,Linda,Thomas,not_applicable,68,0.000045,open_syllabus
Stephen Toulmin,Stephen,Toulmin,not_applicable,68,0.000045,open_syllabus
R. L. Trask,R L,Trask,not_applicable,68,0.000045,open_syllabus
David M. Vieth,David M,Vieth,not_applicable,68,0.000045,open_syllabus
University of Wales,University of,Wales,not_applicable,68,0.000045,open_syllabus
Oscar Williams,Oscar,Williams,not_applicable,68,0.000045,open_syllabus
